school_id,year,success,ela_success,math_success
1760068,2004,3.316,,3.316
1760315,2002,4.509,,4.509
1760315,2003,3.822,,3.822
1760315,2005,4.401,,4.401
1760315,2007,5.036,5.579,4.492
1760315,2008,4.857,5.561,4.153
1760315,2009,5.57,6.452,4.688
1760315,2010,5.262,5.93,4.593
1760315,2011,5.283,5.926,4.639
1760315,2012,5.028,5.985,4.07
1760315,2013,5.849,6.562,5.136
1760315,2014,5.441,6.18,4.703
1760315,2004,4.412,,4.412
1770305,2002,5.941,,5.941
1770305,2003,6.338,,6.338
1770305,2005,6.948,,6.948
1770305,2007,6.695,6.993,6.397
1770305,2008,6.623,6.783,6.464
1770305,2009,6.45,6.695,6.204
1770305,2010,6.757,7.011,6.502
1770305,2011,7.151,7.619,6.683
1770305,2012,7.29,7.679,6.9
1770305,2013,7.579,7.794,7.365
1770305,2014,6.893,7.278,6.509
1770305,2004,6.431,,6.431
1780305,2002,4.387,,4.387
1780305,2003,4.153,,4.153
1780305,2005,5.642,,5.642
1780305,2007,6.036,6.906,5.166
1780305,2008,6.225,6.679,5.772
1780305,2009,5.987,6.81,5.163
1780305,2010,5.872,6.645,5.099
1780305,2011,6.24,6.846,5.634
1780305,2012,6.573,6.948,6.197
1780305,2013,6.638,7.163,6.113
1780305,2014,6.33,6.979,5.68
1780305,2004,4.387,,4.387
1810030,2002,4.338,,4.338
1810030,2003,3.839,,3.839
1810030,2005,4.735,,4.735
1810030,2007,5.818,6.418,5.217
1810030,2008,6.026,6.239,5.812
1810030,2009,5.799,6.296,5.301
1810030,2010,5.828,6.285,5.372
1810030,2011,5.851,6.499,5.204
1810030,2012,5.12,5.964,4.277
1810030,2013,5.535,5.744,5.325
1810030,2014,5.0,5.439,4.561
1810030,2004,4.527,,4.527
1810050,2002,3.832,,3.832
1810050,2003,4.497,,4.497
1810050,2005,4.154,,4.154
1810050,2007,5.534,6.005,5.064
1810050,2008,5.46,5.805,5.115
1810050,2009,5.271,5.67,4.872
1810050,2010,5.526,5.996,5.056
1810050,2011,5.347,5.671,5.023
1810050,2012,5.927,5.995,5.86
1810050,2013,5.528,5.861,5.194
1810050,2014,5.379,6.136,4.621
1810050,2004,4.049,,4.049
1810055,2002,3.163,,3.163
1810055,2003,3.584,,3.584
1810055,2005,2.636,,2.636
1810055,2007,4.773,5.974,3.571
1810055,2008,4.478,5.542,3.414
1810055,2009,4.146,5.366,2.927
1810055,2010,4.657,5.564,3.75
1810055,2011,4.665,5.519,3.81
1810055,2012,4.491,5.541,3.442
1810055,2013,4.448,5.298,3.598
1810055,2014,4.7,5.818,3.582
1810055,2004,3.486,,3.486
1810060,2002,3.297,,3.297
1810060,2003,3.699,,3.699
1810060,2005,3.568,,3.568
1810060,2007,4.844,5.875,3.812
1810060,2008,4.573,5.754,3.393
1810060,2009,4.532,5.809,3.255
1810060,2010,4.395,5.595,3.194
1810060,2011,5.211,6.156,4.267
1810060,2012,4.95,5.429,4.471
1810060,2013,5.379,5.671,5.087
1810060,2014,5.074,5.527,4.62
1810060,2004,3.941,,3.941
1820305,2002,3.333,,3.333
1820305,2003,3.145,,3.145
1820305,2005,3.747,,3.747
1820305,2007,5.335,6.27,4.399
1820305,2008,4.964,5.721,4.206
1820305,2009,5.079,6.192,3.966
1820305,2010,5.11,6.26,3.961
1820305,2011,5.152,6.216,4.088
1820305,2012,5.347,6.485,4.209
1820305,2013,5.51,6.619,4.4
1820305,2014,4.975,6.248,3.702
1820305,2004,3.644,,3.644
1860505,2002,4.158,,4.158
1860505,2003,4.455,,4.455
1860505,2005,5.36,,5.36
1860505,2007,6.216,6.332,6.099
1860505,2008,6.221,6.227,6.215
1860505,2009,6.111,6.413,5.81
1860505,2010,6.266,6.292,6.24
1860505,2011,6.174,6.439,5.909
1860505,2012,6.41,6.733,6.087
1860505,2013,6.654,6.831,6.477
1860505,2014,6.674,6.905,6.443
1860505,2006,7.17,6.643,7.698
1860505,2004,4.892,,4.892
1870020,2002,4.055,,4.055
1870020,2003,6.286,,6.286
1870020,2005,4.591,,4.591
1870020,2007,5.804,6.071,5.536
1870020,2008,6.117,6.667,5.566
1870020,2009,6.147,6.595,5.699
1870020,2010,5.65,6.748,4.553
1870020,2011,6.265,6.821,5.71
1870020,2012,5.967,6.786,5.149
1870020,2013,6.956,7.245,6.667
1870020,2014,6.088,6.639,5.537
1870020,2004,4.667,,4.667
1890410,2002,5.237,,5.237
1890410,2003,5.4,,5.4
1890410,2005,4.879,,4.879
1890410,2007,6.4,6.516,6.285
1890410,2008,5.982,6.655,5.31
1890410,2009,6.713,6.888,6.538
1890410,2010,6.877,6.852,6.901
1890410,2011,7.056,7.383,6.728
1890410,2012,7.069,7.305,6.833
1890410,2013,6.848,7.03,6.667
1890410,2014,6.617,6.867,6.367
1890410,2004,5.582,,5.582
1910310,2002,3.906,,3.906
1910310,2003,3.939,,3.939
1910310,2005,3.227,,3.227
1910310,2007,5.587,6.221,4.953
1910310,2008,4.919,5.637,4.201
1910310,2009,5.141,6.158,4.124
1910310,2010,5.246,6.246,4.246
1910310,2011,5.631,6.57,4.693
1910310,2012,5.413,6.347,4.48
1910310,2013,5.57,5.897,5.242
1910310,2014,5.776,6.379,5.172
1910310,2004,3.684,,3.684
1970010,2002,3.061,,3.061
1970010,2003,3.673,,3.673
1970010,2005,4.13,,4.13
1970010,2007,5.568,6.136,5.0
1970010,2008,5.183,5.867,4.5
1970010,2009,4.878,6.22,3.537
1970010,2010,5.881,6.437,5.326
1970010,2011,5.586,6.667,4.505
1970010,2012,5.808,6.77,4.845
1970010,2013,5.43,6.38,4.48
1970010,2014,5.255,6.306,4.204
1970010,2004,5.034,,5.034
1980305,2002,4.123,,4.123
1980305,2003,4.101,,4.101
1980305,2005,4.762,,4.762
1980305,2007,6.475,7.022,5.929
1980305,2008,7.194,7.322,7.066
1980305,2009,6.578,7.222,5.934
1980305,2010,7.089,7.295,6.884
1980305,2011,7.583,7.634,7.532
1980305,2012,7.051,7.333,6.769
1980305,2013,7.376,7.264,7.488
1980305,2014,6.936,6.906,6.966
1980305,2004,5.992,,5.992
1980310,2002,4.323,,4.323
1980310,2003,4.577,,4.577
1980310,2005,5.574,,5.574
1980310,2007,6.395,6.866,5.924
1980310,2008,6.949,7.104,6.794
1980310,2009,6.707,7.134,6.28
1980310,2010,7.079,7.423,6.735
1980310,2011,6.832,7.26,6.405
1980310,2012,6.865,7.131,6.598
1980310,2013,6.93,7.271,6.589
1980310,2014,6.404,6.802,6.006
1980310,2004,5.227,,5.227
1990405,2002,5.628,,5.628
1990405,2003,6.002,,6.002
1990405,2005,6.22,,6.22
1990405,2006,6.872,7.202,6.543
1990405,2007,7.134,7.297,6.972
1990405,2008,6.825,6.929,6.721
1990405,2009,7.425,7.357,7.493
1990405,2010,7.441,7.464,7.417
1990405,2011,7.535,7.88,7.19
1990405,2012,7.201,7.47,6.932
1990405,2013,7.645,7.649,7.641
1990405,2014,7.199,7.517,6.881
1990405,2004,6.312,,6.312
2010405,2002,1.939,,1.939
2010405,2003,1.815,,1.815
2010405,2005,2.288,,2.288
2010405,2006,3.661,5.02,2.302
2010405,2007,4.064,4.995,3.134
2010405,2008,3.807,4.94,2.675
2010405,2009,3.818,4.801,2.835
2010405,2010,3.7,4.438,2.962
2010405,2011,4.093,5.074,3.112
2010405,2012,4.161,5.105,3.217
2010405,2013,4.141,4.847,3.436
2010405,2014,4.001,4.812,3.191
2010405,2004,2.254,,2.254
2010410,2002,1.926,,1.926
2010410,2003,1.782,,1.782
2010410,2005,1.852,,1.852
2010410,2006,3.422,4.606,2.238
2010410,2007,3.718,4.966,2.47
2010410,2008,3.622,4.711,2.534
2010410,2009,4.001,5.145,2.857
2010410,2010,3.945,4.89,2.999
2010410,2011,4.299,5.456,3.142
2010410,2012,4.587,5.751,3.423
2010410,2013,4.095,5.014,3.175
2010410,2014,4.037,4.95,3.123
2010410,2004,1.976,,1.976
2010415,2002,1.43,,1.43
2010415,2003,1.378,,1.378
2010415,2005,2.959,,2.959
2010415,2006,3.675,4.63,2.72
2010415,2007,4.147,5.245,3.049
2010415,2008,4.163,4.98,3.347
2010415,2009,3.619,4.571,2.667
2010415,2010,3.856,4.511,3.201
2010415,2011,3.791,4.44,3.142
2010415,2012,3.769,4.806,2.733
2010415,2013,3.874,4.348,3.399
2010415,2014,3.991,4.821,3.162
2010415,2004,2.152,,2.152
2010510,2002,0.0,,0.0
2010510,2003,0.0,,0.0
2010510,2005,0.556,,0.556
2010510,2006,1.447,2.193,0.702
2010510,2007,1.078,1.471,0.686
2010510,2008,1.222,2.222,0.222
2010510,2009,2.529,3.103,1.954
2010510,2014,3.333,4.074,2.593
2010510,2004,0.58,,0.58
2040305,2002,5.333,,5.333
2040305,2003,5.079,,5.079
2040305,2005,5.393,,5.393
2040305,2006,5.433,6.704,4.162
2040305,2007,6.237,7.079,5.394
2040305,2008,6.501,6.784,6.218
2040305,2009,6.303,6.826,5.78
2040305,2010,7.0,7.244,6.756
2040305,2011,6.983,7.081,6.885
2040305,2012,6.647,6.86,6.434
2040305,2013,7.731,7.928,7.533
2040305,2014,6.983,7.244,6.723
2040305,2004,4.535,,4.535
2070305,2002,6.871,,6.871
2070305,2003,6.97,,6.97
2070305,2005,6.364,,6.364
2070305,2006,6.48,6.784,6.176
2070305,2007,6.471,6.749,6.193
2070305,2008,7.143,6.957,7.329
2070305,2009,7.406,7.042,7.771
2070305,2010,7.51,7.45,7.57
2070305,2011,7.574,7.535,7.613
2070305,2012,7.636,7.539,7.733
2070305,2013,7.091,7.278,6.903
2070305,2014,7.657,7.648,7.667
2070305,2004,7.046,,7.046
2070310,2002,6.68,,6.68
2070310,2003,6.908,,6.908
2070310,2005,7.429,,7.429
2070310,2006,6.732,7.083,6.38
2070310,2007,6.912,7.171,6.653
2070310,2008,7.504,7.446,7.562
2070310,2009,7.731,7.636,7.827
2070310,2010,7.335,7.462,7.207
2070310,2011,7.817,8.009,7.625
2070310,2012,7.633,7.625,7.64
2070310,2013,7.81,7.967,7.653
2070310,2014,7.641,7.768,7.514
2070310,2004,7.068,,7.068
2070315,2002,6.247,,6.247
2070315,2003,6.667,,6.667
2070315,2005,6.556,,6.556
2070315,2006,6.361,7.188,5.534
2070315,2007,6.815,7.204,6.425
2070315,2008,6.925,7.043,6.806
2070315,2009,7.083,7.126,7.04
2070315,2010,7.251,7.4,7.102
2070315,2011,7.679,7.943,7.416
2070315,2012,7.746,7.866,7.626
2070315,2013,7.6,7.923,7.277
2070315,2014,7.257,7.329,7.185
2070315,2004,6.727,,6.727
2070320,2002,6.831,,6.831
2070320,2003,7.302,,7.302
2070320,2005,6.383,,6.383
2070320,2006,6.54,6.97,6.111
2070320,2007,7.012,7.252,6.773
2070320,2008,7.145,7.164,7.127
2070320,2009,7.264,7.129,7.399
2070320,2010,7.667,7.924,7.41
2070320,2011,7.824,7.841,7.807
2070320,2012,7.377,7.31,7.445
2070320,2013,7.851,7.974,7.729
2070320,2014,7.552,7.835,7.268
2070320,2004,6.897,,6.897
2100410,2002,4.141,,4.141
2100410,2003,4.553,,4.553
2100410,2005,4.632,,4.632
2100410,2006,5.158,6.187,4.129
2100410,2007,5.464,6.399,4.529
2100410,2008,5.687,6.79,4.583
2100410,2009,5.767,6.888,4.646
2100410,2010,5.882,6.914,4.85
2100410,2011,6.512,7.675,5.35
2100410,2012,6.413,7.112,5.714
2100410,2013,6.1,7.049,5.152
2100410,2014,5.742,6.683,4.801
2100410,2004,4.876,,4.876
2110305,2002,5.073,,5.073
2110305,2003,5.719,,5.719
2110305,2005,6.337,,6.337
2110305,2006,6.193,6.843,5.544
2110305,2007,6.558,6.806,6.31
2110305,2008,6.599,6.902,6.295
2110305,2009,6.464,7.053,5.874
2110305,2010,6.605,7.124,6.086
2110305,2011,6.9,7.457,6.343
2110305,2012,6.411,7.122,5.701
2110305,2013,6.989,7.554,6.424
2110305,2014,6.688,7.045,6.33
2110305,2004,5.785,,5.785
2120305,2002,4.703,,4.703
2120305,2003,4.758,,4.758
2120305,2005,4.686,,4.686
2120305,2006,5.698,6.836,4.56
2120305,2007,5.789,6.692,4.886
2120305,2008,6.438,6.986,5.89
2120305,2009,6.387,7.09,5.685
2120305,2010,6.594,7.16,6.029
2120305,2011,6.679,7.107,6.252
2120305,2012,6.797,6.928,6.667
2120305,2013,6.812,7.302,6.323
2120305,2014,6.749,6.79,6.708
2120305,2004,4.487,,4.487
2130305,2002,5.95,,5.95
2130305,2003,5.494,,5.494
2130305,2005,5.864,,5.864
2130305,2006,6.485,6.974,5.997
2130305,2007,6.764,7.297,6.231
2130305,2008,7.295,7.554,7.035
2130305,2009,7.189,7.795,6.582
2130305,2010,7.055,7.698,6.413
2130305,2011,7.083,7.656,6.51
2130305,2012,6.667,7.292,6.042
2130305,2013,6.695,7.268,6.123
2130305,2014,6.435,6.907,5.962
2130305,2004,5.91,,5.91
2140305,2002,4.139,,4.139
2140305,2003,3.96,,3.96
2140305,2005,4.869,,4.869
2140305,2006,5.455,6.595,4.314
2140305,2007,5.468,6.404,4.532
2140305,2008,5.971,6.578,5.365
2140305,2009,6.042,6.85,5.233
2140305,2010,5.876,6.599,5.153
2140305,2011,5.813,6.602,5.024
2140305,2012,5.704,6.357,5.052
2140305,2013,5.87,6.465,5.275
2140305,2014,5.383,5.884,4.883
2140305,2004,4.622,,4.622
2150505,2002,3.722,,3.722
2150505,2003,4.112,,4.112
2150505,2005,4.463,,4.463
2150505,2006,5.929,6.154,5.705
2150505,2007,5.458,5.778,5.139
2150505,2008,5.095,5.619,4.571
2150505,2009,5.997,6.636,5.358
2150505,2010,6.302,6.562,6.042
2150505,2011,6.3,7.033,5.568
2150505,2012,5.911,6.628,5.194
2150505,2013,6.762,6.714,6.81
2150505,2014,5.833,6.301,5.366
2150505,2004,5.317,,5.317
2170305,2002,6.078,,6.078
2170305,2003,5.642,,5.642
2170305,2005,6.303,,6.303
2170305,2006,6.746,7.235,6.256
2170305,2007,6.751,6.972,6.529
2170305,2008,7.136,7.219,7.052
2170305,2009,7.083,7.34,6.827
2170305,2010,6.27,6.869,5.671
2170305,2011,6.468,6.982,5.954
2170305,2012,6.575,7.11,6.04
2170305,2013,7.015,7.282,6.748
2170305,2014,6.453,6.86,6.047
2170305,2004,5.32,,5.32
2180305,2002,4.19,,4.19
2180305,2003,3.882,,3.882
2180305,2005,4.041,,4.041
2180305,2006,5.239,6.464,4.014
2180305,2007,5.592,6.49,4.694
2180305,2008,5.702,6.361,5.043
2180305,2009,5.648,6.31,4.987
2180305,2010,5.97,6.53,5.41
2180305,2011,6.428,6.971,5.884
2180305,2012,6.166,6.81,5.522
2180305,2013,6.494,7.244,5.743
2180305,2014,6.254,6.991,5.516
2180305,2004,4.407,,4.407
2190405,2002,5.873,,5.873
2190405,2003,6.4,,6.4
2190405,2005,5.576,,5.576
2190405,2006,6.782,7.184,6.379
2190405,2007,7.018,7.329,6.707
2190405,2008,6.95,7.386,6.514
2190405,2009,6.584,7.234,5.934
2190405,2010,7.018,7.349,6.686
2190405,2011,7.162,7.802,6.523
2190405,2012,7.193,7.754,6.632
2190405,2013,7.375,8.245,6.506
2190405,2014,6.839,7.373,6.304
2190405,2004,6.345,,6.345
2200305,2002,4.235,,4.235
2200305,2003,4.711,,4.711
2200305,2005,4.382,,4.382
2200305,2006,5.411,6.447,4.375
2200305,2007,5.291,6.253,4.328
2200305,2008,5.851,6.538,5.165
2200305,2009,5.905,6.631,5.18
2200305,2010,5.634,6.538,4.73
2200305,2011,5.716,6.741,4.691
2200305,2012,6.314,7.085,5.542
2200305,2013,5.743,6.514,4.972
2200305,2014,6.312,6.826,5.797
2200305,2004,3.964,,3.964
2210005,2002,5.472,,5.472
2210005,2003,5.467,,5.467
2210005,2005,5.2,,5.2
2210005,2006,6.087,7.174,5.0
2210005,2007,6.41,7.244,5.577
2210005,2008,6.63,6.889,6.37
2210005,2009,7.211,7.483,6.939
2210005,2010,6.97,7.273,6.667
2210005,2011,7.533,7.933,7.133
2210005,2012,6.809,6.879,6.738
2210005,2013,7.738,7.917,7.56
2210005,2014,6.667,6.667,6.667
2210005,2004,5.577,,5.577
2260505,2002,3.206,,3.206
2260505,2003,4.37,,4.37
2260505,2005,5.786,,5.786
2260505,2006,5.602,5.579,5.625
2260505,2007,5.801,5.814,5.788
2260505,2008,5.863,5.875,5.851
2260505,2009,6.371,6.263,6.478
2260505,2010,6.915,6.517,7.313
2260505,2011,6.481,6.543,6.42
2260505,2012,6.727,6.997,6.456
2260505,2013,6.916,7.034,6.798
2260505,2014,7.457,7.385,7.529
2260505,2004,4.859,,4.859
2270505,2002,3.652,,3.652
2270505,2003,4.381,,4.381
2270505,2005,5.288,,5.288
2270505,2006,5.0,5.786,4.214
2270505,2007,5.789,6.14,5.439
2270505,2008,5.659,6.013,5.305
2270505,2009,5.824,6.368,5.281
2270505,2010,5.923,6.433,5.412
2270505,2011,6.086,6.422,5.749
2270505,2012,6.552,6.81,6.293
2270505,2013,5.966,6.361,5.572
2270505,2014,6.121,6.726,5.516
2270505,2004,4.769,,4.769
2290305,2002,4.025,,4.025
2290305,2003,3.97,,3.97
2290305,2005,4.152,,4.152
2290305,2006,5.414,6.099,4.729
2290305,2007,5.454,6.185,4.722
2290305,2008,5.602,6.387,4.818
2290305,2009,5.491,6.288,4.695
2290305,2010,5.697,6.362,5.032
2290305,2011,5.817,6.493,5.141
2290305,2012,5.585,6.171,5.0
2290305,2013,5.612,6.309,4.914
2290305,2014,5.036,5.956,4.115
2290305,2004,4.495,,4.495
2360305,2002,2.26,,2.26
2360305,2003,2.634,,2.634
2360305,2005,2.389,,2.389
2360305,2006,3.707,4.723,2.691
2360305,2007,4.351,5.475,3.228
2360305,2008,4.522,5.355,3.688
2360305,2009,4.993,5.837,4.149
2360305,2010,5.698,6.125,5.271
2360305,2011,5.654,6.469,4.84
2360305,2012,5.54,6.044,5.037
2360305,2013,6.088,6.51,5.665
2360305,2014,5.507,6.123,4.891
2360305,2004,2.698,,2.698
2360310,2002,2.69,,2.69
2360310,2003,3.144,,3.144
2360310,2005,2.52,,2.52
2360310,2006,4.219,5.228,3.209
2360310,2007,4.936,5.603,4.269
2360310,2008,4.943,5.64,4.246
2360310,2009,5.385,6.078,4.691
2360310,2010,5.959,6.457,5.462
2360310,2011,5.94,6.619,5.261
2360310,2012,5.597,6.186,5.008
2360310,2013,5.97,6.619,5.321
2360310,2014,5.712,6.265,5.159
2360310,2004,3.152,,3.152
2390305,2002,3.371,,3.371
2390305,2003,4.113,,4.113
2390305,2005,4.921,,4.921
2390305,2006,5.341,6.202,4.481
2390305,2007,5.563,6.275,4.851
2390305,2008,5.498,6.119,4.876
2390305,2009,5.805,6.506,5.105
2390305,2010,6.525,6.761,6.288
2390305,2011,5.856,6.456,5.255
2390305,2012,5.921,6.298,5.544
2390305,2013,5.883,6.339,5.428
2390305,2014,5.621,6.179,5.063
2390305,2004,3.91,,3.91
2390405,2002,3.849,,3.849
2390405,2003,3.539,,3.539
2390405,2005,3.275,,3.275
2390405,2006,5.327,6.524,4.131
2390405,2007,5.578,6.578,4.577
2390405,2008,5.61,6.442,4.779
2390405,2009,5.899,6.88,4.917
2390405,2010,6.141,6.708,5.575
2390405,2011,6.287,6.85,5.723
2390405,2012,6.209,6.792,5.626
2390405,2013,6.274,6.799,5.75
2390405,2014,6.181,6.387,5.976
2390405,2004,3.536,,3.536
2430305,2002,3.967,,3.967
2430305,2003,3.835,,3.835
2430305,2005,4.096,,4.096
2430305,2006,5.428,6.491,4.364
2430305,2007,5.44,6.337,4.542
2430305,2008,5.819,6.457,5.181
2430305,2009,6.0,6.545,5.455
2430305,2010,5.993,6.575,5.411
2430305,2011,6.057,6.558,5.556
2430305,2012,5.516,6.08,4.953
2430305,2013,5.833,6.111,5.556
2430305,2014,5.658,5.839,5.478
2430305,2004,3.987,,3.987
2430310,2002,2.168,,2.168
2430310,2003,2.861,,2.861
2430310,2005,3.275,,3.275
2430310,2006,5.0,5.895,4.105
2430310,2007,4.898,5.673,4.123
2430310,2008,5.305,6.057,4.552
2430310,2009,5.358,6.511,4.206
2430310,2010,5.466,6.497,4.435
2430310,2011,5.112,6.41,3.814
2430310,2012,5.856,6.972,4.74
2430310,2013,5.437,6.151,4.722
2430310,2014,5.273,5.939,4.606
2430310,2004,3.36,,3.36
2430315,2002,4.992,,4.992
2430315,2003,4.836,,4.836
2430315,2005,5.016,,5.016
2430315,2006,5.825,6.78,4.871
2430315,2007,6.304,6.765,5.843
2430315,2008,6.607,7.182,6.031
2430315,2009,6.814,7.157,6.471
2430315,2010,6.436,6.702,6.17
2430315,2011,6.328,6.893,5.763
2430315,2012,6.424,7.274,5.573
2430315,2013,7.168,7.632,6.703
2430315,2014,6.405,6.825,5.984
2430315,2004,4.644,,4.644
2430320,2002,2.866,,2.866
2430320,2003,4.375,,4.375
2430320,2005,3.673,,3.673
2430320,2006,4.413,5.397,3.429
2430320,2007,4.594,5.478,3.71
2430320,2008,4.884,5.545,4.224
2430320,2009,5.019,6.0,4.037
2430320,2010,4.959,5.761,4.156
2430320,2011,4.821,5.675,3.968
2430320,2012,4.686,5.647,3.725
2430320,2013,4.748,5.581,3.915
2430320,2014,4.549,5.451,3.647
2430320,2004,3.784,,3.784
2430325,2002,2.13,,2.13
2430325,2003,2.489,,2.489
2430325,2005,3.49,,3.49
2430325,2006,4.406,5.211,3.602
2430325,2007,4.033,4.938,3.128
2430325,2008,4.291,5.326,3.257
2430325,2009,5.326,6.782,3.87
2430325,2010,5.356,6.222,4.489
2430325,2011,4.807,6.0,3.614
2430325,2012,4.84,5.993,3.688
2430325,2013,4.752,5.709,3.794
2430325,2014,4.979,5.949,4.008
2430325,2004,2.951,,2.951
2440410,2002,2.443,,2.443
2440410,2003,2.62,,2.62
2440410,2005,2.361,,2.361
2440410,2006,4.021,5.281,2.76
2440410,2007,4.411,5.174,3.648
2440410,2008,5.075,5.66,4.491
2440410,2009,5.15,5.878,4.422
2440410,2010,5.337,5.762,4.912
2440410,2011,5.12,5.796,4.444
2440410,2012,5.104,5.934,4.274
2440410,2013,4.95,5.302,4.598
2440410,2014,4.674,5.275,4.072
2440410,2004,2.997,,2.997
2460305,2002,5.775,,5.775
2460305,2003,6.409,,6.409
2460305,2005,6.536,,6.536
2460305,2006,7.166,7.545,6.786
2460305,2007,7.331,7.366,7.296
2460305,2008,7.551,7.727,7.374
2460305,2009,7.571,7.8,7.342
2460305,2010,7.77,7.995,7.545
2460305,2011,7.453,7.95,6.957
2460305,2012,7.115,7.479,6.75
2460305,2013,7.256,7.663,6.85
2460305,2014,6.883,7.405,6.361
2460305,2004,6.43,,6.43
2460310,2002,6.12,,6.12
2460310,2003,6.787,,6.787
2460310,2005,5.47,,5.47
2460310,2006,6.506,6.875,6.136
2460310,2007,6.952,7.067,6.838
2460310,2008,6.802,6.937,6.667
2460310,2009,7.077,7.005,7.15
2460310,2010,6.857,7.029,6.684
2460310,2011,7.378,7.828,6.929
2460310,2012,7.246,7.373,7.12
2460310,2013,6.33,7.263,5.398
2460310,2014,6.248,6.986,5.509
2460310,2004,6.365,,6.365
2480520,2002,0.797,,0.797
2480520,2003,0.784,,0.784
2480520,2005,2.0,,2.0
2480520,2006,2.011,2.593,1.429
2480520,2007,3.292,3.75,2.833
2480520,2008,4.881,5.238,4.524
2480520,2010,4.333,4.667,4.0
2480520,2011,5.476,5.714,5.238
2480520,2012,6.14,6.667,5.614
2480520,2013,5.0,6.0,4.0
2480520,2014,5.093,5.926,4.259
2480520,2004,2.222,,2.222
2490005,2002,7.407,,7.407
2490005,2003,4.405,,4.405
2490005,2005,7.193,,7.193
2490005,2006,7.174,7.536,6.812
2490005,2007,6.19,7.143,5.238
2490005,2008,7.167,7.5,6.833
2490005,2009,6.754,7.719,5.789
2490005,2010,6.591,7.424,5.758
2490005,2011,6.875,7.292,6.458
2490005,2012,6.288,7.424,5.152
2490005,2013,6.667,7.424,5.909
2490005,2004,6.207,,6.207
2510505,2002,4.046,,4.046
2510505,2003,3.517,,3.517
2510505,2005,4.225,,4.225
2510505,2006,6.649,6.595,6.703
2510505,2007,6.676,6.227,7.125
2510505,2008,6.594,6.375,6.813
2510505,2009,6.847,6.802,6.892
2510505,2010,6.678,6.378,6.978
2510505,2011,6.853,6.94,6.766
2510505,2012,7.54,7.354,7.725
2510505,2013,7.506,7.413,7.599
2510505,2014,7.412,7.398,7.425
2510505,2004,4.653,,4.653
2520305,2002,4.855,,4.855
2520305,2003,5.28,,5.28
2520305,2005,5.521,,5.521
2520305,2006,5.793,6.472,5.113
2520305,2007,5.711,6.179,5.244
2520305,2008,5.886,6.076,5.696
2520305,2009,6.873,6.629,7.116
2520305,2010,6.92,7.342,6.498
2520305,2011,6.85,6.748,6.951
2520305,2012,7.028,7.349,6.707
2520305,2013,6.132,6.79,5.473
2520305,2014,5.952,7.1,4.805
2520305,2004,5.163,,5.163
2580305,2002,3.057,,3.057
2580305,2003,3.081,,3.081
2580305,2005,2.703,,2.703
2580305,2006,4.145,5.11,3.18
2580305,2007,4.523,5.406,3.64
2580305,2008,4.28,5.125,3.436
2580305,2009,4.571,5.513,3.628
2580305,2010,4.27,5.048,3.492
2580305,2011,4.648,5.678,3.618
2580305,2012,4.833,5.778,3.889
2580305,2013,4.569,5.212,3.926
2580305,2014,4.146,5.156,3.136
2580305,2004,3.089,,3.089
2610025,2002,5.474,,5.474
2610025,2003,6.471,,6.471
2610025,2005,6.222,,6.222
2610025,2006,6.439,6.952,5.926
2610025,2007,6.719,6.824,6.614
2610025,2008,6.36,7.251,5.468
2610025,2009,5.959,6.608,5.31
2610025,2010,6.204,6.64,5.767
2610025,2011,6.667,7.368,5.965
2610025,2012,6.579,6.947,6.211
2610025,2013,6.905,7.489,6.32
2610025,2014,6.582,6.7,6.465
2610025,2004,5.446,,5.446
2620305,2002,3.65,,3.65
2620305,2003,4.3,,4.3
2620305,2005,4.363,,4.363
2620305,2006,5.077,6.01,4.144
2620305,2007,4.708,5.73,3.686
2620305,2008,4.917,5.649,4.186
2620305,2009,4.77,5.718,3.822
2620305,2010,4.72,5.708,3.732
2620305,2011,5.313,6.082,4.544
2620305,2012,5.218,6.07,4.367
2620305,2013,5.187,5.957,4.418
2620305,2014,4.897,5.641,4.154
2620305,2004,4.34,,4.34
2640305,2002,5.744,,5.744
2640305,2003,6.272,,6.272
2640305,2005,6.198,,6.198
2640305,2006,6.425,6.876,5.974
2640305,2007,6.818,7.215,6.421
2640305,2008,6.932,7.156,6.707
2640305,2009,6.827,7.47,6.185
2640305,2010,7.099,7.594,6.604
2640305,2011,7.601,8.026,7.176
2640305,2012,7.68,7.928,7.432
2640305,2013,7.377,7.786,6.969
2640305,2014,6.64,7.293,5.987
2640305,2004,6.049,,6.049
2650405,2002,3.473,,3.473
2650405,2003,3.54,,3.54
2650405,2005,3.535,,3.535
2650405,2006,4.935,6.185,3.685
2650405,2007,4.914,5.886,3.943
2650405,2008,5.58,6.593,4.567
2650405,2009,5.917,6.815,5.019
2650405,2010,5.958,6.567,5.35
2650405,2011,6.63,7.222,6.037
2650405,2012,6.639,7.207,6.071
2650405,2013,6.186,6.605,5.767
2650405,2014,5.919,6.485,5.354
2650405,2004,3.816,,3.816
2660305,2002,5.444,,5.444
2660305,2003,6.111,,6.111
2660305,2005,5.543,,5.543
2660305,2006,6.933,7.732,6.134
2660305,2007,7.053,7.617,6.489
2660305,2008,7.382,7.587,7.177
2660305,2009,7.46,7.529,7.391
2660305,2010,7.559,7.887,7.23
2660305,2011,7.451,7.621,7.281
2660305,2012,7.178,7.382,6.975
2660305,2013,7.13,7.579,6.68
2660305,2014,7.405,7.49,7.32
2660305,2004,6.137,,6.137
