school_id,year,success,ela_success,math_success
1600018,2007,5.476,5.51,5.442
1600018,2008,4.583,5.064,4.103
1600018,2009,5.034,5.374,4.694
1600018,2010,5.115,5.46,4.77
1600018,2011,4.906,5.723,4.088
1600018,2012,4.766,5.26,4.271
1600018,2013,5.468,6.082,4.854
1600018,2014,5.508,5.876,5.141
1600018,2004,3.182,,3.182
1630050,2003,2.368,,2.368
1630050,2005,2.766,,2.766
1630050,2007,5.142,5.975,4.308
1630050,2008,4.612,5.69,3.534
1630050,2009,5.288,6.132,4.444
1630050,2004,3.623,,3.623
1650027,2003,2.5,,2.5
1650027,2005,3.595,,3.595
1650027,2007,4.15,5.49,2.81
1650027,2008,4.028,4.931,3.125
1650027,2009,4.688,6.319,3.056
1650027,2010,4.967,5.733,4.2
1650027,2011,5.848,6.316,5.38
1650027,2012,5.714,6.349,5.079
1650027,2013,5.606,6.212,5.0
1650027,2014,4.797,4.797,4.797
1650027,2004,1.844,,1.844
1650047,2003,3.036,,3.036
1650047,2005,3.81,,3.81
1650047,2007,6.08,6.714,5.446
1650047,2008,6.641,7.24,6.042
1650047,2009,6.018,7.018,5.018
1650047,2010,6.795,7.106,6.484
1650047,2011,5.597,6.447,4.748
1650047,2012,7.053,7.48,6.626
1650047,2013,7.253,7.033,7.473
1650047,2014,5.789,6.07,5.509
1650047,2004,3.939,,3.939
2260405,2003,3.002,,3.002
2260405,2005,2.788,,2.788
2260405,2006,4.4,5.412,3.387
2260405,2007,4.838,5.733,3.943
2260405,2008,4.713,5.421,4.004
2260405,2009,5.121,5.74,4.503
2260405,2010,4.928,5.849,4.008
2260405,2011,5.321,5.756,4.886
2260405,2012,5.891,6.279,5.504
2260405,2013,6.019,6.319,5.718
2260405,2014,5.771,6.229,5.312
2260405,2004,3.293,,3.293
2740410,2003,2.778,,2.778
2740410,2005,0.238,,0.238
2740410,2006,2.0,3.333,0.667
2740410,2007,2.167,3.667,0.667
2740410,2011,2.5,3.889,1.111
2740410,2012,2.308,3.59,1.026
2740410,2013,1.429,2.619,0.238
3700012,2003,0.294,,0.294
4790505,2003,5.271,,5.271
4790505,2005,5.619,,5.619
4790505,2006,6.525,7.09,5.96
4790505,2007,6.636,7.253,6.019
4790505,2008,6.833,7.333,6.333
4790505,2009,6.723,7.199,6.246
4790505,2010,6.801,7.204,6.398
4790505,2011,7.008,7.623,6.393
4790505,2012,6.667,7.63,5.703
4790505,2013,6.679,7.662,5.697
4790505,2014,7.323,7.927,6.719
4790505,2002,5.085,,5.085
4790505,2004,6.982,,6.982
4820050,2003,5.278,,5.278
4820050,2005,4.5,,4.5
4820050,2006,5.686,6.471,4.902
4820050,2007,6.01,6.566,5.455
4820050,2008,6.722,7.556,5.889
4820050,2009,6.369,6.786,5.952
4820050,2010,7.258,7.204,7.312
4820050,2011,6.786,7.143,6.429
4820050,2012,7.431,6.806,8.056
4820050,2013,7.626,7.576,7.677
4820050,2014,6.726,6.786,6.667
4820050,2004,5.175,,5.175
7350310,2003,5.062,,5.062
7350310,2005,5.084,,5.084
7350310,2006,5.532,6.111,4.954
7350310,2007,5.969,6.085,5.853
7350310,2008,5.746,6.298,5.194
7350310,2009,6.34,6.712,5.968
7350310,2010,6.571,7.067,6.076
7350310,2011,5.839,6.813,4.864
7350310,2012,6.575,6.912,6.237
7350310,2013,6.421,6.687,6.155
7350310,2014,5.891,6.373,5.409
7350310,2004,5.158,,5.158
350240,2005,2.262,,2.262
350240,2007,4.409,5.108,3.71
350240,2008,4.662,5.405,3.919
350240,2009,4.722,5.556,3.889
350240,2010,4.195,5.0,3.391
350240,2011,4.36,5.349,3.372
350240,2012,4.402,5.435,3.37
350240,2013,5.253,5.892,4.613
350240,2014,4.927,5.971,3.883
350257,2005,1.058,,1.058
350257,2007,2.405,3.882,0.928
350257,2008,2.588,3.64,1.535
350257,2009,2.68,4.054,1.306
350257,2010,2.875,4.083,1.667
350257,2011,3.574,4.9,2.249
350257,2012,4.475,5.205,3.744
350257,2013,5.657,5.657,5.657
350257,2014,4.734,5.314,4.155
350257,2004,0.893,,0.893
350382,2005,2.083,,2.083
350382,2007,2.917,4.167,1.667
350382,2008,4.103,5.128,3.077
350382,2009,6.111,6.944,5.278
350382,2010,4.231,4.615,3.846
350382,2011,4.615,5.128,4.103
350382,2012,5.5,6.333,4.667
350382,2013,5.111,5.111,5.111
350382,2014,4.359,4.872,3.846
350382,2004,6.111,,6.111
350383,2005,1.004,,1.004
350383,2007,2.73,4.023,1.437
350383,2008,2.929,3.977,1.881
350383,2009,3.054,4.295,1.814
350383,2010,3.373,4.439,2.308
350383,2011,3.562,4.559,2.565
350383,2012,4.006,4.918,3.094
350383,2013,4.072,4.57,3.575
350383,2014,3.862,4.229,3.495
350383,2004,1.164,,1.164
570045,2005,2.175,,2.175
570045,2007,3.037,4.296,1.778
570045,2008,2.829,3.731,1.927
570045,2009,3.937,5.115,2.759
570045,2010,4.606,5.364,3.848
570045,2011,4.696,5.481,3.91
570045,2012,4.675,5.48,3.87
570045,2013,4.197,4.606,3.788
570050,2005,2.693,,2.693
570050,2007,3.787,4.608,2.966
570050,2008,3.635,4.278,2.992
570050,2009,4.331,4.793,3.869
570050,2010,5.457,5.591,5.323
570050,2011,5.43,5.573,5.286
570050,2012,5.234,5.521,4.948
570050,2013,4.937,5.363,4.511
570050,2014,4.831,4.572,5.09
570055,2005,1.816,,1.816
570055,2007,2.879,3.973,1.785
570055,2008,3.475,4.397,2.553
570055,2009,3.78,4.742,2.818
570055,2010,3.828,4.557,3.099
570055,2011,4.145,5.188,3.101
570055,2012,3.547,4.373,2.72
570055,2013,3.008,4.297,1.719
570055,2014,3.387,4.113,2.661
930010,2005,4.121,,4.121
930010,2007,5.399,6.014,4.783
930010,2008,5.111,5.704,4.519
930010,2009,4.891,5.797,3.986
930010,2010,4.615,5.513,3.718
930010,2011,4.921,6.032,3.81
930010,2012,5.0,6.444,3.556
930010,2013,5.351,6.579,4.123
930010,2014,5.429,6.571,4.286
930010,2004,2.667,,2.667
930018,2005,3.768,,3.768
930018,2007,3.91,5.385,2.436
930018,2008,4.349,5.517,3.18
930018,2009,5.083,6.167,4.0
930018,2010,4.722,5.505,3.939
930018,2011,4.27,5.318,3.221
930018,2012,4.583,5.7,3.467
930018,2013,4.853,5.641,4.066
930018,2014,4.124,5.704,2.543
930028,2005,3.018,,3.018
930028,2007,4.589,5.7,3.478
930028,2008,4.367,5.696,3.038
930028,2009,4.483,6.233,2.733
930028,2010,4.7,5.843,3.558
930028,2011,4.602,5.841,3.364
930028,2012,4.963,6.255,3.67
930028,2013,3.93,5.138,2.722
930028,2014,4.939,5.994,3.884
930028,2004,3.106,,3.106
1010040,2005,5.338,,5.338
1010040,2007,6.431,7.059,5.804
1010040,2008,6.632,6.76,6.503
1010040,2009,6.538,7.094,5.983
1010040,2010,6.699,7.24,6.157
1010040,2011,7.532,8.193,6.87
1010040,2012,7.278,7.756,6.8
1010040,2013,6.846,7.308,6.385
1010040,2014,6.824,7.17,6.478
1370040,2005,1.2,,1.2
1370040,2007,2.805,3.984,1.626
1370040,2008,2.826,3.696,1.957
1370040,2009,2.544,3.743,1.345
1370040,2010,3.25,4.0,2.5
1370040,2011,3.772,4.503,3.041
1370040,2012,3.889,4.556,3.222
1370040,2013,4.326,3.83,4.823
1370040,2014,2.882,3.056,2.708
1370040,2004,0.889,,0.889
1530320,2005,3.492,,3.492
1530320,2007,5.372,5.924,4.82
1530320,2008,5.037,5.804,4.271
1530320,2009,4.989,6.059,3.919
1530320,2010,5.189,5.617,4.762
1530320,2011,5.368,6.039,4.698
1530320,2012,5.525,6.26,4.791
1530320,2013,5.634,6.056,5.211
1530320,2014,5.27,5.739,4.801
1530320,2004,3.582,,3.582
1630035,2005,3.292,,3.292
1630035,2004,2.698,,2.698
1630605,2005,2.739,,2.739
1630605,2002,1.838,,1.838
1630605,2003,2.248,,2.248
1630605,2006,3.981,3.975,3.988
1630605,2007,4.116,4.045,4.187
1630605,2008,4.156,4.42,3.891
1630605,2009,4.462,4.777,4.147
1630605,2010,4.717,4.917,4.517
1630605,2011,4.576,5.047,4.105
1630605,2012,5.826,5.826,5.826
1630605,2013,5.781,6.48,5.082
1630605,2014,5.838,6.139,5.537
1630605,2004,2.526,,2.526
1680300,2005,6.152,,6.152
1680300,2007,7.346,7.791,6.9
1680300,2008,7.472,7.75,7.194
1680300,2009,7.408,7.489,7.327
1680300,2010,7.556,7.849,7.264
1680300,2011,7.835,8.048,7.621
1680300,2012,7.094,7.342,6.846
1680300,2013,7.224,7.633,6.815
1680300,2014,6.727,7.406,6.048
2310305,2005,4.526,,4.526
2310305,2006,5.046,6.243,3.849
2310305,2007,5.734,6.095,5.373
2310305,2008,5.887,6.34,5.433
2310305,2009,6.345,6.613,6.078
2310305,2010,6.232,6.413,6.051
2310305,2011,6.97,7.152,6.788
2310305,2012,6.493,6.538,6.448
2310305,2013,6.435,6.917,5.952
2310305,2014,6.548,6.624,6.472
2580025,2005,4.267,,4.267
2580025,2006,4.939,6.182,3.697
2580025,2007,5.278,6.481,4.074
2580025,2008,5.326,5.725,4.928
2580025,2009,5.189,6.164,4.214
2580025,2010,5.038,5.606,4.47
2580025,2011,4.654,5.283,4.025
2580025,2012,5.544,6.395,4.694
2580025,2013,5.25,5.75,4.75
2580025,2014,3.611,4.198,3.025
2580025,2004,3.833,,3.833
2710030,2005,5.494,,5.494
2710030,2006,6.503,7.307,5.698
2710030,2007,6.568,7.094,6.042
2710030,2008,6.856,7.15,6.561
2710030,2009,7.133,7.593,6.674
2710030,2010,7.395,7.452,7.338
2710030,2011,7.566,7.907,7.226
2710030,2012,7.291,7.41,7.172
2710030,2013,7.423,7.416,7.43
2710030,2014,7.127,7.488,6.766
4130505,2005,3.725,,3.725
4130505,2006,6.061,6.616,5.505
4130505,2007,6.393,6.557,6.23
4130505,2008,6.799,7.249,6.349
4130505,2009,6.912,7.304,6.52
4130505,2010,6.714,6.995,6.432
4130505,2011,7.343,7.633,7.053
4130505,2012,6.808,7.512,6.103
4130505,2013,7.657,8.019,7.295
4130505,2014,6.831,7.559,6.103
4130505,2004,4.687,,4.687
2480014,2006,4.814,5.606,4.022
2480014,2007,4.568,5.369,3.766
2480014,2008,4.462,5.459,3.465
2480014,2009,4.662,5.878,3.446
2480014,2010,5.877,6.754,5.0
2480014,2011,6.143,6.688,5.598
2480014,2012,6.247,6.748,5.746
2480014,2013,6.036,6.41,5.662
2480014,2014,5.516,5.856,5.175
2480057,2006,4.863,5.469,4.257
2480057,2007,4.884,5.721,4.046
2480057,2008,4.974,5.846,4.101
2480057,2009,5.198,6.364,4.033
2480057,2010,5.46,6.0,4.92
2480057,2011,5.497,6.64,4.355
2480057,2012,5.59,6.62,4.56
2480057,2013,5.817,7.042,4.592
2480057,2014,5.731,6.43,5.032
2510305,2006,5.18,6.45,3.91
2510305,2007,5.319,6.587,4.051
2510305,2008,4.938,5.732,4.143
2510305,2009,5.237,6.075,4.398
2510305,2010,5.174,6.146,4.201
2510305,2011,5.196,5.954,4.439
2510305,2012,5.394,6.154,4.635
2510305,2013,5.145,6.105,4.185
2510305,2014,5.298,6.173,4.422
4100205,2006,6.604,6.833,6.375
4100205,2007,7.164,6.418,7.91
4100205,2008,7.403,7.132,7.674
4100205,2009,8.475,8.369,8.582
4100205,2010,7.9,7.867,7.933
4100205,2011,8.467,8.333,8.6
4100205,2012,8.507,8.819,8.194
4100205,2013,8.725,8.497,8.954
4100205,2014,8.37,8.222,8.519
4190305,2006,4.605,6.045,3.164
4190305,2007,4.722,6.049,3.395
4190305,2008,4.477,5.752,3.203
4190305,2009,5.351,6.023,4.678
4190305,2010,4.153,4.762,3.545
4190305,2011,5.061,5.758,4.364
4190305,2012,4.111,5.037,3.185
4190305,2013,5.023,6.027,4.018
4190305,2014,5.135,5.811,4.459
4280305,2006,6.706,7.54,5.873
4280305,2007,6.439,6.364,6.515
4280305,2008,6.886,7.281,6.491
4280305,2009,7.237,7.018,7.456
4280305,2010,8.125,7.917,8.333
4280305,2011,8.725,8.824,8.627
4280305,2012,7.197,7.576,6.818
4280305,2013,7.524,6.857,8.19
4280305,2014,6.765,6.863,6.667
4360305,2006,3.289,5.0,1.579
4360305,2007,4.961,6.085,3.837
4360305,2008,4.679,5.462,3.896
4360305,2009,5.491,6.316,4.667
4360305,2010,6.239,6.538,5.94
4360305,2011,6.994,6.548,7.44
4360305,2012,6.867,6.883,6.852
4360305,2013,7.136,7.3,6.972
4360305,2014,7.162,7.271,7.053
4560050,2006,3.333,5.037,1.63
4560050,2007,2.114,3.171,1.057
4560050,2008,3.75,4.25,3.25
4560050,2009,4.216,5.343,3.088
4560050,2010,4.228,5.247,3.21
4850485,2006,5.37,6.296,4.444
4850485,2007,5.581,6.212,4.949
4850485,2008,5.703,6.458,4.948
4850485,2009,6.234,6.795,5.673
4850485,2010,6.254,6.595,5.914
4850485,2011,6.376,6.899,5.853
4850485,2012,6.935,7.097,6.774
4850485,2013,7.079,7.526,6.632
4850485,2014,7.167,7.364,6.97
6180310,2006,5.401,6.516,4.286
6180310,2007,5.741,6.605,4.877
6180310,2008,5.885,6.696,5.074
6180310,2009,5.736,6.628,4.845
6180310,2010,5.96,6.465,5.455
6180310,2011,6.537,7.314,5.761
6180310,2012,5.631,6.602,4.66
6180310,2013,5.871,6.877,4.865
6180310,2014,6.153,6.947,5.358
7530405,2006,5.35,6.515,4.184
7530405,2007,5.554,6.476,4.631
7530405,2008,5.548,6.318,4.777
7530405,2009,5.627,6.704,4.551
7530405,2010,6.093,6.926,5.26
7530405,2011,6.358,7.07,5.645
7530405,2012,6.04,6.832,5.248
7530405,2013,5.979,6.514,5.443
7530405,2014,5.295,6.264,4.325
240025,2007,5.847,6.243,5.452
240025,2008,5.692,6.055,5.33
240025,2009,5.929,6.267,5.591
240025,2010,5.659,6.145,5.174
240025,2011,5.671,6.033,5.309
240025,2012,6.36,6.915,5.804
240025,2013,5.938,6.927,4.948
240025,2014,5.986,6.806,5.166
350346,2007,4.103,5.812,2.393
350346,2008,5.694,6.481,4.907
350346,2009,5.833,6.667,5.0
350346,2010,5.854,6.504,5.203
350346,2011,6.111,6.325,5.897
350346,2012,5.533,6.2,4.867
350346,2013,5.122,5.528,4.715
350346,2014,5.185,5.778,4.593
730305,2007,4.791,6.218,3.363
730305,2008,5.952,6.651,5.253
730305,2009,6.203,6.714,5.692
730305,2010,5.927,6.639,5.214
730305,2011,6.348,6.75,5.946
730305,2012,6.221,6.792,5.649
730305,2013,6.438,6.873,6.003
730305,2014,5.971,6.46,5.481
970048,2007,4.637,5.431,3.843
970048,2008,4.482,5.338,3.626
970048,2009,4.631,5.359,3.903
970048,2010,4.522,4.904,4.14
970048,2011,4.586,5.605,3.567
970048,2012,4.676,5.638,3.714
970048,2013,4.684,5.654,3.713
970048,2014,3.874,4.857,2.892
1370045,2007,3.75,4.917,2.583
1370045,2008,3.902,4.309,3.496
1370045,2009,3.275,4.561,1.988
1370045,2010,3.025,3.951,2.099
1370045,2011,3.757,4.762,2.751
1370045,2012,4.067,4.6,3.533
1370045,2013,4.38,4.651,4.109
1370045,2014,3.648,4.277,3.019
1370055,2007,4.557,5.573,3.542
1370055,2008,5.495,6.396,4.595
1370055,2009,5.211,6.15,4.272
1370055,2010,5.245,5.98,4.51
1370055,2011,5.0,5.942,4.058
1370055,2012,4.55,5.36,3.739
1370055,2013,4.749,5.16,4.338
1370055,2014,4.262,5.082,3.443
1370060,2007,3.706,4.876,2.537
1370060,2008,4.167,5.0,3.333
1370060,2009,3.953,5.385,2.521
1370060,2010,4.599,5.274,3.924
1370060,2011,5.116,5.814,4.419
1370060,2012,4.0,5.267,2.733
1370060,2013,3.974,4.679,3.269
1370060,2014,3.864,5.051,2.677
1490017,2007,2.773,4.08,1.466
1490017,2008,2.387,3.544,1.231
1490017,2009,3.022,4.254,1.791
1490017,2010,3.491,4.483,2.5
1490017,2011,2.587,4.027,1.147
1490017,2012,3.072,4.242,1.901
1490017,2013,3.433,4.08,2.786
1490017,2014,3.991,4.557,3.425
1600090,2007,4.0,5.2,2.8
1600090,2008,3.503,4.354,2.653
1600090,2009,3.972,4.894,3.05
1600090,2010,4.29,5.556,3.025
1600090,2011,3.981,5.123,2.84
1600090,2012,3.033,4.0,2.067
1600090,2013,4.403,5.094,3.711
1600090,2014,4.909,5.455,4.364
1600360,2007,2.908,3.552,2.263
1600360,2008,3.233,3.994,2.471
1600360,2009,4.221,4.745,3.698
1600360,2010,4.263,4.88,3.646
1600360,2011,4.506,5.039,3.973
1600360,2012,4.625,5.333,3.917
1600360,2013,4.586,4.544,4.628
1600360,2014,4.57,4.803,4.337
4140305,2007,4.101,5.026,3.175
4140305,2008,3.133,4.133,2.133
4140305,2009,5.305,6.197,4.413
4140305,2010,6.063,6.839,5.287
4140305,2011,6.473,7.171,5.775
4140305,2012,6.629,7.008,6.25
4140305,2013,7.114,7.398,6.829
4140305,2014,7.047,7.174,6.92
4140305,2006,5.139,5.556,4.722
4160305,2007,6.886,6.667,7.105
4160305,2008,6.977,6.822,7.132
4160305,2009,7.749,7.446,8.052
4160305,2010,6.701,6.529,6.873
4160305,2011,7.419,7.257,7.581
4160305,2012,6.616,6.843,6.389
4160305,2013,7.475,7.525,7.426
4160305,2014,7.27,6.984,7.556
4300305,2007,7.261,7.304,7.217
4300305,2008,7.319,7.583,7.056
4300305,2009,8.233,8.017,8.45
4300305,2010,7.759,7.635,7.882
4300305,2011,8.43,8.128,8.732
4300305,2012,8.501,8.394,8.609
4300305,2013,8.407,8.402,8.412
4300305,2014,8.746,8.662,8.83
4530005,2007,2.754,3.913,1.594
4530005,2008,4.51,5.098,3.922
4530005,2009,5.36,5.856,4.865
4530005,2010,4.722,5.317,4.127
4530005,2011,5.58,6.087,5.072
4530005,2012,5.306,5.722,4.889
4530005,2013,5.978,5.942,6.014
4530005,2014,6.08,6.173,5.988
350020,2008,3.163,4.036,2.289
350020,2009,3.212,4.393,2.031
350020,2010,3.333,4.615,2.051
350020,2011,3.618,4.634,2.602
350020,2012,3.539,4.569,2.509
350020,2013,3.316,4.433,2.199
350020,2014,2.838,3.597,2.079
440023,2008,5.296,6.667,3.926
440023,2009,5.75,6.7,4.8
440023,2010,5.585,6.135,5.035
440023,2011,5.708,6.73,4.686
440023,2012,5.385,6.667,4.103
440023,2013,4.821,5.506,4.137
440023,2014,4.752,5.875,3.63
1490025,2008,3.514,4.662,2.367
1490025,2009,3.173,4.395,1.951
1490025,2010,2.987,3.641,2.333
1490025,2011,3.321,4.293,2.348
1490025,2012,3.662,4.601,2.723
1490025,2013,3.333,3.787,2.88
1490025,2014,4.115,4.818,3.411
1490027,2008,3.933,5.439,2.427
1490027,2009,4.139,5.611,2.667
1490027,2010,4.099,5.284,2.914
1490027,2011,4.118,5.711,2.525
1490027,2012,4.051,5.364,2.737
1490027,2013,4.308,4.83,3.787
1490027,2014,5.013,5.142,4.884
1720020,2008,5.192,5.971,4.412
1720020,2009,4.868,6.071,3.664
1720020,2010,5.212,6.402,4.021
1720020,2011,5.369,6.209,4.529
1720020,2012,5.188,6.344,4.032
1720020,2013,4.326,6.078,2.574
1720020,2014,5.397,5.926,4.868
2480305,2008,5.074,5.98,4.167
2480305,2009,5.578,6.244,4.911
2480305,2010,5.174,6.07,4.279
2480305,2011,5.181,6.305,4.057
2480305,2012,5.816,6.552,5.08
2480305,2013,5.507,6.104,4.91
4290010,2008,6.321,6.604,6.038
4290010,2009,6.667,6.481,6.852
4290010,2010,6.449,6.425,6.473
4290010,2011,6.423,6.423,6.423
4290010,2012,5.485,6.709,4.262
4290010,2013,7.213,7.14,7.286
4290010,2014,6.842,7.053,6.632
4940205,2008,4.948,6.042,3.854
4940205,2009,6.523,6.609,6.437
4940205,2010,7.049,7.003,7.095
4940205,2011,8.0,7.758,8.242
4940205,2012,7.561,7.507,7.615
4940205,2013,8.087,7.896,8.279
4940205,2014,7.533,7.227,7.84
4960305,2008,5.278,5.794,4.762
4960305,2009,5.804,6.392,5.216
4960305,2010,5.824,6.118,5.529
4960305,2011,5.82,6.202,5.437
4960305,2012,6.246,6.768,5.724
4960305,2013,5.616,6.401,4.831
4960305,2014,5.687,6.17,5.205
350013,2009,4.033,5.467,2.6
350013,2010,2.862,3.522,2.201
350013,2011,3.701,4.576,2.825
350013,2012,3.842,4.633,3.051
350013,2013,3.81,4.868,2.751
350013,2014,3.575,4.731,2.419
350096,2009,5.385,6.41,4.359
350096,2010,4.314,5.294,3.333
350096,2011,6.25,6.389,6.111
350096,2012,6.543,6.296,6.79
350096,2013,6.474,6.41,6.538
350096,2014,6.8,6.533,7.067
350255,2009,3.485,5.606,1.364
350255,2010,4.306,5.278,3.333
350255,2011,2.826,4.058,1.594
350255,2012,4.136,5.432,2.84
350255,2013,3.467,4.267,2.667
350255,2014,3.4,4.533,2.267
520405,2009,6.567,6.737,6.398
520405,2010,6.863,6.936,6.789
520405,2011,6.146,6.506,5.787
520405,2012,6.947,7.067,6.827
520405,2013,6.621,6.85,6.391
520405,2014,6.434,6.835,6.034
1370015,2009,3.712,4.697,2.727
1370015,2010,3.592,4.655,2.529
1370015,2011,3.97,4.909,3.03
1370015,2012,4.796,5.442,4.15
1370015,2013,3.877,4.13,3.623
1370015,2014,3.865,3.972,3.759
1370030,2009,3.128,4.429,1.826
1370030,2010,3.378,4.009,2.748
1370030,2011,4.3,5.314,3.285
1370030,2012,3.472,4.074,2.87
1370030,2013,3.55,4.329,2.771
1370030,2014,2.41,2.703,2.117
1490525,2009,4.401,5.34,3.463
1490525,2010,4.375,5.06,3.69
1490525,2011,5.404,6.094,4.714
1490525,2012,5.377,6.203,4.551
1490525,2013,5.372,5.537,5.207
1490525,2014,5.493,5.627,5.36
6250320,2009,5.914,6.782,5.047
6250320,2010,5.687,6.277,5.097
6250320,2011,6.53,6.762,6.298
6250320,2012,6.762,6.691,6.834
6250320,2013,6.678,7.019,6.337
6250320,2014,6.388,6.641,6.134
6980030,2009,6.855,7.107,6.604
6980030,2010,7.227,7.539,6.916
6980030,2011,7.515,7.909,7.121
6980030,2012,7.707,7.835,7.578
6980030,2013,7.193,7.69,6.696
6980030,2014,7.022,7.16,6.883
7100015,2009,6.096,6.697,5.495
7100015,2010,6.495,7.01,5.98
7100015,2011,7.044,7.331,6.758
7100015,2012,6.291,6.854,5.728
7100015,2013,6.953,7.5,6.406
7100015,2014,6.43,6.87,5.99
200505,2010,6.608,6.862,6.354
200505,2011,6.639,7.073,6.205
200505,2012,6.711,7.185,6.237
200505,2013,6.674,7.248,6.1
200505,2014,6.369,6.922,5.817
200505,2002,5.112,,5.112
200505,2003,5.978,,5.978
200505,2005,6.805,,6.805
200505,2006,6.527,6.556,6.497
200505,2007,6.866,6.952,6.779
200505,2008,7.226,7.184,7.268
200505,2009,7.324,7.276,7.371
200505,2004,5.937,,5.937
350190,2010,5.917,6.167,5.667
350190,2011,5.476,5.873,5.079
350190,2012,5.397,5.873,4.921
350190,2013,4.778,4.889,4.667
350190,2014,4.506,5.432,3.58
350375,2010,3.924,4.515,3.333
350375,2011,3.759,4.49,3.027
350375,2012,4.225,4.729,3.721
350375,2013,4.223,4.693,3.754
350375,2014,4.512,4.714,4.31
350376,2010,3.75,5.0,2.5
350376,2011,3.567,4.867,2.267
350376,2012,4.815,5.926,3.704
350376,2013,4.753,6.049,3.457
350376,2014,4.058,4.638,3.478
350377,2010,3.333,4.691,1.975
350377,2011,2.895,4.444,1.345
350377,2012,2.957,4.462,1.452
350377,2013,3.276,3.793,2.759
350377,2014,3.161,4.828,1.494
350378,2010,3.491,4.389,2.593
350378,2011,3.071,4.13,2.013
350378,2012,3.451,4.577,2.324
350378,2013,3.06,4.403,1.716
350378,2014,3.018,3.914,2.121
350655,2010,5.952,6.19,5.714
350655,2011,6.923,6.667,7.179
350655,2012,6.867,6.267,7.467
350655,2013,6.989,6.989,6.989
350655,2014,6.162,6.869,5.455
440421,2010,3.214,3.452,2.976
440421,2011,5.0,6.037,3.963
440421,2012,5.105,5.87,4.34
440421,2013,5.262,5.744,4.78
440421,2014,4.6,5.178,4.022
440422,2010,6.084,6.737,5.431
440422,2011,5.506,6.508,4.504
440422,2012,5.45,6.367,4.533
440422,2013,5.439,6.003,4.876
440422,2014,5.099,5.957,4.241
970315,2010,3.867,4.706,3.028
970315,2011,4.444,5.527,3.362
970315,2012,4.497,5.597,3.396
970315,2013,4.572,5.811,3.333
970315,2014,4.526,5.528,3.523
1140505,2010,5.016,5.307,4.725
1140505,2011,5.144,5.748,4.541
1140505,2012,5.352,6.415,4.288
1140505,2013,5.978,6.875,5.08
1140505,2014,5.476,6.138,4.815
1140505,2002,4.836,,4.836
1140505,2003,5.511,,5.511
1140505,2005,6.187,,6.187
1140505,2006,6.227,5.879,6.576
1140505,2007,5.79,5.517,6.063
1140505,2008,6.785,6.364,7.205
1140505,2009,6.446,6.305,6.586
1140505,2004,5.447,,5.447
1630525,2010,3.712,4.697,2.727
1630525,2011,2.531,3.333,1.728
1630525,2012,2.222,3.636,0.808
1630525,2014,2.688,3.978,1.398
1630525,2009,3.704,5.185,2.222
1630525,2013,4.286,5.714,2.857
2010515,2010,2.609,2.464,2.754
2010515,2011,5.0,4.722,5.278
2010515,2012,3.148,5.185,1.111
2010515,2013,3.333,4.524,2.143
2090505,2010,5.094,5.455,4.733
2090505,2011,5.19,5.845,4.536
2090505,2012,5.626,6.193,5.059
2090505,2013,5.77,6.352,5.189
2090505,2014,5.142,5.709,4.574
2090505,2002,3.85,,3.85
2090505,2003,5.0,,5.0
2090505,2005,5.193,,5.193
2090505,2006,5.322,5.322,5.322
2090505,2007,5.455,5.592,5.317
2090505,2008,6.367,6.562,6.172
2090505,2009,6.016,6.413,5.619
2090505,2004,5.154,,5.154
2580050,2010,5.808,6.768,4.848
2580050,2011,4.792,5.917,3.667
2580050,2012,6.733,7.6,5.867
2580050,2013,6.515,7.576,5.455
2580050,2014,5.894,6.585,5.203
4990305,2010,4.094,4.71,3.478
4990305,2011,6.434,6.395,6.473
4990305,2012,6.486,6.908,6.064
4990305,2013,7.205,7.604,6.806
4990305,2014,7.402,7.582,7.222
6030505,2010,6.542,6.68,6.403
6030505,2011,5.853,6.506,5.201
6030505,2012,6.136,6.732,5.539
6030505,2013,5.829,6.332,5.327
6030505,2014,5.69,6.351,5.03
6030505,2002,4.823,,4.823
6030505,2003,4.27,,4.27
6030505,2005,6.439,,6.439
6030505,2006,5.866,5.915,5.817
6030505,2007,6.13,6.232,6.029
6030505,2008,6.65,6.569,6.732
6030505,2009,6.856,6.873,6.838
6030505,2004,5.199,,5.199
6720405,2010,4.679,5.994,3.365
6720405,2011,5.064,5.737,4.391
6720405,2012,5.139,6.389,3.889
6720405,2013,5.141,6.104,4.177
6720405,2014,4.881,5.667,4.095
350116,2011,4.423,5.833,3.013
350116,2012,5.141,6.102,4.181
350116,2013,5.194,5.556,4.833
350116,2014,3.955,4.972,2.938
350182,2011,5.5,6.0,5.0
350182,2013,5.758,5.455,6.061
350182,2014,5.351,5.965,4.737
440078,2011,4.269,5.789,2.749
440078,2012,4.253,5.764,2.743
440078,2013,4.609,6.02,3.197
440078,2014,4.183,5.567,2.8
4550050,2011,7.024,6.786,7.262
4550050,2012,6.989,6.344,7.634
4550050,2013,6.225,6.569,5.882
4690505,2011,7.11,6.881,7.339
4690505,2012,7.022,6.831,7.213
4690505,2013,7.141,7.178,7.105
4690505,2014,7.345,6.976,7.714
4690505,2002,4.2,,4.2
4690505,2003,6.667,,6.667
4690505,2005,9.067,,9.067
4690505,2006,7.626,6.263,8.99
4690505,2007,7.826,6.449,9.203
4690505,2008,7.917,7.202,8.631
4690505,2009,9.017,8.205,9.829
