school_id,school,year,charter,level,town,lat,long
1700045,1 Lt Charles W. Whitcomb School,2013,No,Middle,Marlborough,42.35735,-71.548591
1700045,1 Lt Charles W. Whitcomb School,2010,No,Middle,Marlborough,42.357383,-71.548459
1700045,1 Lt Charles W. Whitcomb School,2009,No,Middle,Marlborough,42.3574,-71.5485
1630016,A Drewicz Elementary,2014,No,Primary,Lynn,42.4605,-70.9692
1630016,A Drewicz Elementary,2013,No,Primary,Lynn,42.4607,-70.969351
1630016,A Drewicz Elementary,2012,No,Primary,Lynn,42.460509,-70.969159
1630016,A Drewicz Elementary,2011,No,Primary,Lynn,42.461277,-70.969722
1630016,A Drewicz Elementary,2010,No,Primary,Lynn,42.460733,-70.969367
1630016,A Drewicz Elementary,2009,No,Primary,Lynn,42.4607,-70.9694
1630016,A Drewicz Elementary,2008,No,Primary,Lynn,42.46062,-70.96941
1630016,A Drewicz Elementary,2007,No,Primary,Lynn,42.46062,-70.96941
1630016,A Drewicz Elementary,2006,No,Primary,Lynn,42.46131,-70.96985
1630016,A Drewicz Elementary,2005,No,Primary,Lynn,42.46118,-70.9696
1630016,A Drewicz Elementary,2004,No,Primary,Lynn,42.461312,-70.969846
1630016,A Drewicz Elementary,2003,No,Primary,Lynn,42.461312,-70.969846
1630016,A Drewicz Elementary,2002,No,Primary,Lynn,42.461312,-70.969846
2070005,A E Angier,2014,No,Primary,Waban,42.3266,-71.2326
2070005,A E Angier,2013,No,Primary,Waban,42.3265,-71.232611
2070005,A E Angier,2012,No,Primary,Waban,42.326592,-71.232568
2070005,A E Angier,2011,No,Primary,Waban,42.326008,-71.233139
2070005,A E Angier,2010,No,Primary,Waban,42.326527,-71.232401
2070005,A E Angier,2009,No,Primary,Waban,42.3265,-71.2324
2070005,A E Angier,2008,No,Primary,Waban,42.32639,-71.23269
2070005,A E Angier,2007,No,Primary,Waban,42.32639,-71.23269
2070005,A E Angier,2006,No,Primary,Waban,42.32616,-71.23347
2070005,A E Angier,2005,No,Primary,Waban,42.32614,-71.2331
2070005,A E Angier,2004,No,Primary,Waban,42.326156,-71.233474
2070005,A E Angier,2003,No,Primary,Waban,42.326156,-71.233474
2070005,A E Angier,2002,No,Primary,Waban,42.326156,-71.233474
6220015,A F Maloney,2014,No,Middle,Blackstone,42.0196,-71.5354
6220015,A F Maloney,2013,No,Middle,Blackstone,42.02953,-71.544381
6220015,A F Maloney,2012,No,Middle,Blackstone,42.019608,-71.535407
6220015,A F Maloney,2011,No,Middle,Blackstone,42.029114,-71.543703
6220015,A F Maloney,2010,No,Middle,Blackstone,42.029535,-71.544376
6220015,A F Maloney,2009,No,Middle,Blackstone,42.0295,-71.5444
6220015,A F Maloney,2008,No,Middle,Blackstone,42.02871,-71.54532
6220015,A F Maloney,2007,No,Middle,Blackstone,42.02871,-71.54532
6220015,A F Maloney,2006,No,Middle,Blackstone,42.02829,-71.54483
6220015,A F Maloney,2005,No,Middle,Blackstone,42.02858,-71.54459
6220015,A F Maloney,2004,No,Middle,Blackstone,42.028293,-71.544826
6220015,A F Maloney,2003,No,Middle,Blackstone,42.028293,-71.544826
6220015,A F Maloney,2002,No,Primary,Blackstone,42.027629,-71.545636
2480003,A. C. Whelan Elementary School,2014,No,Primary,Revere,42.4193,-71.0199
2480003,A. C. Whelan Elementary School,2013,No,Primary,Revere,42.419321,-71.019945
2480003,A. C. Whelan Elementary School,2012,No,Primary,Revere,42.419321,-71.019945
2480003,A. C. Whelan Elementary School,2011,No,Primary,Revere,42.4198,-71.0205
2480003,A. C. Whelan Elementary School,2010,No,Primary,Revere,42.4198,-71.0205
2480003,A. C. Whelan Elementary School,2009,No,Primary,Revere,42.4198,-71.0205
2480003,A. C. Whelan Elementary School,2008,No,Primary,Revere,42.41979,-71.02049
2480003,A. C. Whelan Elementary School,2007,No,Primary,Revere,42.41979,-71.02049
2480003,A. C. Whelan Elementary School,2006,No,Primary,Revere,42.41898,-71.01873
2480003,A. C. Whelan Elementary School,2005,No,Primary,Revere,42.41956,-71.01856
2480003,A. C. Whelan Elementary School,2004,No,Primary,Revere,42.418981,-71.018728
2480003,A. C. Whelan Elementary School,2003,No,Primary,Revere,42.418981,-71.018728
2480003,A. C. Whelan Elementary School,2002,No,Primary,Revere,42.418981,-71.018728
160001,A. Irvin Studley Elementary School,2014,No,Primary,Attleboro,41.9394,-71.3019
160001,A. Irvin Studley Elementary School,2013,No,Primary,Attleboro,41.939404,-71.301884
160001,A. Irvin Studley Elementary School,2012,No,Primary,Attleboro,41.939404,-71.301884
160001,A. Irvin Studley Elementary School,2011,No,Primary,Attleboro,41.9395,-71.302
160001,A. Irvin Studley Elementary School,2010,No,Primary,Attleboro,41.9395,-71.302
160001,A. Irvin Studley Elementary School,2009,No,Primary,Attleboro,41.9395,-71.302
160001,A. Irvin Studley Elementary School,2008,No,Primary,Attleboro,41.93952,-71.302
160001,A. Irvin Studley Elementary School,2007,No,Primary,Attleboro,41.93952,-71.302
160001,A. Irvin Studley Elementary School,2006,No,Primary,Attleboro,41.94009,-71.30258
160001,A. Irvin Studley Elementary School,2005,No,Primary,Attleboro,41.93689,-71.30525
160001,A. Irvin Studley Elementary School,2004,No,Primary,Attleboro,41.940093,-71.302584
160001,A. Irvin Studley Elementary School,2003,No,Primary,Attleboro,41.940093,-71.302584
160001,A. Irvin Studley Elementary School,2002,No,Primary,Attleboro,41.940093,-71.302584
980005,Abbott Memorial,2014,No,Primary,Florida,42.6932,-73.0375
980005,Abbott Memorial,2013,No,Primary,Florida,42.69322,-73.03747
980005,Abbott Memorial,2012,No,Primary,Florida,42.69322,-73.03747
980005,Abbott Memorial,2011,No,Primary,Florida,42.6932,-73.0375
980005,Abbott Memorial,2010,No,Primary,Florida,42.6932,-73.0375
980005,Abbott Memorial,2009,No,Primary,Florida,42.6932,-73.0375
980005,Abbott Memorial,2008,No,Primary,Florida,42.69322,-73.03747
980005,Abbott Memorial,2007,No,Primary,Florida,42.69322,-73.03747
980005,Abbott Memorial,2006,No,Primary,Florida,42.6934,-73.03359
980005,Abbott Memorial,2005,No,Primary,Florida,42.69466,-73.04998
980005,Abbott Memorial,2004,No,Primary,Florida,42.693396,-73.033592
980005,Abbott Memorial,2003,No,Primary,Florida,42.693396,-73.033592
980005,Abbott Memorial,2002,No,Primary,Florida,42.693396,-73.033592
10505,Abington High,2014,No,High,Abington,42.119,-70.9534
10505,Abington High,2013,No,High,Abington,42.11821,-70.953701
10505,Abington High,2012,No,High,Abington,42.118951,-70.953397
10505,Abington High,2011,No,High,Abington,42.1182,-70.9535
10505,Abington High,2010,No,High,Abington,42.1182,-70.9535
10505,Abington High,2009,No,High,Abington,42.1182,-70.9535
10505,Abington High,2008,No,High,Abington,42.11818,-70.9535
10505,Abington High,2007,No,High,Abington,42.11818,-70.9535
10505,Abington High,2006,No,High,Abington,42.11784,-70.95066
10505,Abington High,2005,No,High,Abington,42.11838,-70.95001
10505,Abington High,2004,No,High,Abington,42.117837,-70.950661
10505,Abington High,2003,No,High,Abington,42.117837,-70.950661
10505,Abington High,2002,No,Other,Abington,42.117837,-70.950661
1630011,Aborn,2014,No,Primary,Lynn,42.4792,-70.933
1630011,Aborn,2013,No,Primary,Lynn,42.479222,-70.93302
1630011,Aborn,2012,No,Primary,Lynn,42.479222,-70.93302
1630011,Aborn,2011,No,Primary,Lynn,42.4786,-70.9344
1630011,Aborn,2010,No,Primary,Lynn,42.4786,-70.9344
1630011,Aborn,2009,No,Primary,Lynn,42.4786,-70.9344
1630011,Aborn,2008,No,Primary,Lynn,42.47862,-70.93438
1630011,Aborn,2007,No,Primary,Lynn,42.47862,-70.93438
1630011,Aborn,2006,No,Primary,Lynn,42.47906,-70.93355
1630011,Aborn,2005,No,Primary,Lynn,42.47912,-70.93319
1630011,Aborn,2004,No,Primary,Lynn,42.479059,-70.933549
1630011,Aborn,2003,No,Primary,Lynn,42.479059,-70.933549
1630011,Aborn,2002,No,Primary,Lynn,42.479059,-70.933549
1600020,Abraham Lincoln,2014,No,Primary,Lowell,41.6695,-70.9314
1600020,Abraham Lincoln,2013,No,Primary,Lowell,41.66936,-70.932221
1600020,Abraham Lincoln,2012,No,Primary,Lowell,41.66948,-70.93135
1600020,Abraham Lincoln,2011,No,Primary,Lowell,41.669439,-70.9315
1600020,Abraham Lincoln,2010,No,Primary,Lowell,41.669429,-70.931731
1600020,Abraham Lincoln,2009,No,Primary,Lowell,41.6694,-70.9317
1600020,Abraham Lincoln,2008,No,Primary,Lowell,41.66948,-70.93135
1600020,Abraham Lincoln,2007,No,Primary,Lowell,42.288,-71.2223
1600020,Abraham Lincoln,2006,No,Primary,Lowell,41.66943,-70.93135
1600020,Abraham Lincoln,2005,No,Primary,Lowell,41.66958,-70.93168
1600020,Abraham Lincoln,2004,No,Primary,Lowell,41.669434,-70.931348
1600020,Abraham Lincoln,2003,No,Primary,Lowell,41.669434,-70.931348
1600020,Abraham Lincoln,2002,No,Primary,Lowell,41.669434,-70.931348
1600020,Abraham Lincoln,2014,No,Primary,Lowell,42.6304,-71.3204
1600020,Abraham Lincoln,2013,No,Primary,Lowell,42.63042,-71.32035
1600020,Abraham Lincoln,2012,No,Primary,Lowell,42.63042,-71.32035
1600020,Abraham Lincoln,2011,No,Primary,Lowell,42.6304,-71.3203
1600020,Abraham Lincoln,2010,No,Primary,Lowell,42.6304,-71.3203
1600020,Abraham Lincoln,2009,No,Primary,Lowell,42.6304,-71.3203
1600020,Abraham Lincoln,2008,No,Primary,Lowell,42.63042,-71.32035
1600020,Abraham Lincoln,2007,No,Primary,Lowell,42.63042,-71.32035
1600020,Abraham Lincoln,2006,No,Primary,Lowell,42.63141,-71.32025
1600020,Abraham Lincoln,2005,No,Primary,Lowell,42.63142,-71.32005
1600020,Abraham Lincoln,2004,No,Primary,Lowell,42.631405,-71.32025
1600020,Abraham Lincoln,2003,No,Primary,Lowell,42.631405,-71.32025
1600020,Abraham Lincoln,2002,No,Primary,Lowell,42.631405,-71.32025
1600020,Abraham Lincoln,2014,No,Primary,Lowell,42.4169,-71.0096
1600020,Abraham Lincoln,2013,No,Primary,Lowell,42.416897,-71.00958
1600020,Abraham Lincoln,2012,No,Primary,Lowell,42.416897,-71.00958
1600020,Abraham Lincoln,2011,No,Primary,Lowell,42.4168,-71.0097
1600020,Abraham Lincoln,2010,No,Primary,Lowell,42.4168,-71.0097
1600020,Abraham Lincoln,2009,No,Primary,Lowell,42.4168,-71.0097
1600020,Abraham Lincoln,2008,No,Primary,Lowell,42.41684,-71.00968
1600020,Abraham Lincoln,2007,No,Primary,Lowell,42.41684,-71.00968
1600020,Abraham Lincoln,2006,No,Primary,Lowell,42.41628,-71.00948
1600020,Abraham Lincoln,2005,No,Primary,Lowell,42.41705,-71.00929
1600020,Abraham Lincoln,2004,No,Primary,Lowell,42.416279,-71.009481
1600020,Abraham Lincoln,2003,No,Primary,Lowell,42.416279,-71.009481
1600020,Abraham Lincoln,2002,No,Primary,Lowell,42.416279,-71.009481
4120530,Academy Of The Pacific Rim Charter Public School,2014,Yes,Other,Hyde Park,42.2442,-71.1321
4120530,Academy Of The Pacific Rim Charter Public School,2013,Yes,Other,Hyde Park,42.24417,-71.13209
4120530,Academy Of The Pacific Rim Charter Public School,2012,Yes,Other,Hyde Park,42.24417,-71.13209
4120530,Academy Of The Pacific Rim Charter Public School,2011,Yes,Other,Hyde Park,42.2442,-71.1321
4120530,Academy Of The Pacific Rim Charter Public School,2010,Yes,Other,Hyde Park,42.2442,-71.1321
4120530,Academy Of The Pacific Rim Charter Public School,2009,Yes,Other,Hyde Park,42.2442,-71.1321
4120530,Academy Of The Pacific Rim Charter Public School,2008,Yes,Other,Hyde Park,42.24417,-71.13209
4120530,Academy Of The Pacific Rim Charter Public School,2007,Yes,Other,Hyde Park,42.24417,-71.13209
4120530,Academy Of The Pacific Rim Charter Public School,2006,Yes,Other,Hyde Park,42.24463,-71.13321
4120530,Academy Of The Pacific Rim Charter Public School,2005,Yes,Other,Hyde Park,42.24473,-71.13328
4120530,Academy Of The Pacific Rim Charter Public School,2004,Yes,Other,Hyde Park,42.244634,-71.133214
4120530,Academy Of The Pacific Rim Charter Public School,2003,Yes,Other,Hyde Park,42.244634,-71.133214
4120530,Academy Of The Pacific Rim Charter Public School,2002,Yes,Other,Hyde Park,42.244634,-71.133214
6000505,Acton-Boxborough Regional High,2014,No,High,Acton,42.4801,-71.4582
6000505,Acton-Boxborough Regional High,2013,No,High,Acton,42.4801,-71.45815
6000505,Acton-Boxborough Regional High,2012,No,High,Acton,42.4801,-71.45815
6000505,Acton-Boxborough Regional High,2011,No,High,Acton,42.4807,-71.4586
6000505,Acton-Boxborough Regional High,2010,No,High,Acton,42.4807,-71.4586
6000505,Acton-Boxborough Regional High,2009,No,High,Acton,42.4807,-71.4586
6000505,Acton-Boxborough Regional High,2008,No,High,Acton,42.48067,-71.45858
6000505,Acton-Boxborough Regional High,2007,No,High,Acton,42.48067,-71.45858
6000505,Acton-Boxborough Regional High,2006,No,High,Acton,42.48113,-71.45926
6000505,Acton-Boxborough Regional High,2005,No,High,Acton,42.4811,-71.45832
6000505,Acton-Boxborough Regional High,2004,No,High,Acton,42.48113,-71.459262
6000505,Acton-Boxborough Regional High,2003,No,High,Acton,42.48113,-71.459262
6000505,Acton-Boxborough Regional High,2002,No,High,Acton,42.48113,-71.459262
30025,Acushnet Elementary School,2014,No,Primary,Acushnet,41.7259,-70.9066
30025,Acushnet Elementary School,2013,No,Primary,Acushnet,41.72586,-70.90656
30025,Acushnet Elementary School,2012,No,Primary,Acushnet,41.72586,-70.90656
30025,Acushnet Elementary School,2011,No,Primary,Acushnet,41.7259,-70.9066
30025,Acushnet Elementary School,2010,No,Primary,Acushnet,41.7259,-70.9066
30025,Acushnet Elementary School,2009,No,Primary,Acushnet,41.7259,-70.9066
30025,Acushnet Elementary School,2008,No,Primary,Acushnet,41.72586,-70.90656
30025,Acushnet Elementary School,2007,No,Primary,Acushnet,41.72586,-70.90656
30025,Acushnet Elementary School,2006,No,Primary,Acushnet,41.73094,-70.91048
30025,Acushnet Elementary School,2005,No,Primary,Acushnet,41.72474,-70.90672
30025,Acushnet Elementary School,2004,No,Primary,Acushnet,41.730935,-70.910483
30025,Acushnet Elementary School,2003,No,Primary,Acushnet,41.730935,-70.910483
30025,Acushnet Elementary School,2002,No,Primary,Acushnet,41.730931,-70.910483
930003,Adams School,2014,No,Primary,Everett,42.4049,-71.0654
4300305,Advanced Math And Science Academy Charter School,2011,Yes,Other,Marlborough,42.332426,-71.577433
4300305,Advanced Math And Science Academy Charter School,2008,Yes,Middle,Marlborough,42.33298,-71.57688
4300305,Advanced Math And Science Academy Charter School,2007,Yes,Middle,Marlborough,42.33298,-71.57688
4300305,Advanced Math And Science Academy Charter School,2006,Yes,Middle,Marlborough,42.3326,-71.5772
50003,Agawam Early Childhood Center,2014,No,Primary,Agawam,42.0672,-72.6264
50003,Agawam Early Childhood Center,2013,No,Primary,Agawam,42.0675,-72.624251
50003,Agawam Early Childhood Center,2012,No,Primary,Agawam,42.067224,-72.626447
50003,Agawam Early Childhood Center,2011,No,Primary,Agawam,42.0672,-72.6263
50003,Agawam Early Childhood Center,2010,No,Other,Agawam,42.0672,-72.6263
50003,Agawam Early Childhood Center,2009,No,Primary,Agawam,42.0672,-72.6263
50003,Agawam Early Childhood Center,2008,No,Primary,Agawam,42.06721,-72.62632
50003,Agawam Early Childhood Center,2007,No,Primary,Agawam,42.06721,-72.62632
50003,Agawam Early Childhood Center,2006,No,Primary,Agawam,42.06707,-72.62781
50003,Agawam Early Childhood Center,2005,No,Primary,Agawam,42.06646,-72.62805
50003,Agawam Early Childhood Center,2004,No,Primary,Agawam,42.067072,-72.627809
50003,Agawam Early Childhood Center,2003,No,Primary,Agawam,42.067072,-72.627809
50003,Agawam Early Childhood Center,2002,No,Primary,Agawam,42.067072,-72.627809
50505,Agawam High,2014,No,High,Agawam,42.0742,-72.6456
50505,Agawam High,2013,No,High,Agawam,42.07404,-72.645701
50505,Agawam High,2012,No,High,Agawam,42.074229,-72.645607
50505,Agawam High,2011,No,High,Agawam,42.074,-72.6444
50505,Agawam High,2010,No,High,Agawam,42.074,-72.6444
50505,Agawam High,2009,No,High,Agawam,42.074,-72.6444
50505,Agawam High,2008,No,High,Agawam,42.07396,-72.64443
50505,Agawam High,2007,No,High,Agawam,42.07396,-72.64443
50505,Agawam High,2006,No,High,Agawam,42.07273,-72.64269
50505,Agawam High,2005,No,High,Agawam,42.07283,-72.64297
50505,Agawam High,2004,No,High,Agawam,42.072727,-72.642686
50505,Agawam High,2003,No,High,Agawam,42.072727,-72.642686
50505,Agawam High,2002,No,High,Agawam,42.072727,-72.642686
50405,Agawam Junior High,2014,No,Middle,Feeding Hills,42.0641,-72.6736
50405,Agawam Junior High,2013,No,Middle,Feeding Hills,42.06402,-72.673561
50405,Agawam Junior High,2012,No,Middle,Feeding Hills,42.064118,-72.673621
50405,Agawam Junior High,2011,No,Middle,Feeding Hills,42.0646,-72.6741
50405,Agawam Junior High,2010,No,Middle,Feeding Hills,42.0646,-72.6741
50405,Agawam Junior High,2009,No,Middle,Feeding Hills,42.0646,-72.6741
50405,Agawam Junior High,2008,No,Middle,Feeding Hills,42.06459,-72.67413
50405,Agawam Junior High,2007,No,Middle,Feeding Hills,42.06459,-72.67413
50405,Agawam Junior High,2006,No,Middle,Feeding Hills,42.06783,-72.6729
50405,Agawam Junior High,2005,No,Middle,Feeding Hills,42.06732,-72.67384
50405,Agawam Junior High,2004,No,Middle,Feeding Hills,42.067831,-72.672896
50405,Agawam Junior High,2003,No,Middle,Feeding Hills,42.067831,-72.672896
50405,Agawam Junior High,2002,No,Middle,Feeding Hills,42.067831,-72.672896
30305,Albert F Ford Middle School,2014,No,Middle,Acushnet,41.7231,-70.9055
30305,Albert F Ford Middle School,2013,No,Middle,Acushnet,41.72487,-70.902811
30305,Albert F Ford Middle School,2012,No,Middle,Acushnet,41.72309,-70.90549
30305,Albert F Ford Middle School,2011,No,Middle,Acushnet,41.724287,-70.906745
30305,Albert F Ford Middle School,2010,No,Middle,Acushnet,41.724863,-70.902818
30305,Albert F Ford Middle School,2009,No,Middle,Acushnet,41.7249,-70.9028
30305,Albert F Ford Middle School,2008,No,Middle,Acushnet,41.72309,-70.90549
30305,Albert F Ford Middle School,2007,No,Middle,Acushnet,41.72309,-70.90549
30305,Albert F Ford Middle School,2006,No,Middle,Acushnet,41.72215,-70.90609
30305,Albert F Ford Middle School,2005,No,Middle,Acushnet,41.7226,-70.90605
30305,Albert F Ford Middle School,2004,No,Middle,Acushnet,41.722146,-70.906089
30305,Albert F Ford Middle School,2003,No,Middle,Acushnet,41.722146,-70.906089
30305,Albert F Ford Middle School,2002,No,Middle,Acushnet,41.722146,-70.906089
2740087,Albert F. Argenziano School At Lincoln Park,2014,No,Primary,Somerville,42.3791,-71.0992
2740087,Albert F. Argenziano School At Lincoln Park,2013,No,Primary,Somerville,42.37853,-71.099041
2740087,Albert F. Argenziano School At Lincoln Park,2012,No,Primary,Somerville,42.379076,-71.099167
2740087,Albert F. Argenziano School At Lincoln Park,2011,No,Primary,Somerville,42.379344,-71.099189
2740087,Albert F. Argenziano School At Lincoln Park,2010,No,Primary,Somerville,42.378526,-71.099041
2740087,Albert F. Argenziano School At Lincoln Park,2009,No,Primary,Somerville,42.3785,-71.099
2740087,Albert F. Argenziano School At Lincoln Park,2005,No,Primary,Somerville,42.3794,-71.09895
2740087,Albert F. Argenziano School At Lincoln Park,2004,No,Primary,Somerville,42.379339,-71.098531
2740087,Albert F. Argenziano School At Lincoln Park,2003,No,Primary,Somerville,42.379339,-71.098531
2740087,Albert F. Argenziano School At Lincoln Park,2002,No,Primary,Somerville,42.379339,-71.098531
2760050,Albert S. Woodward Memorial School,2014,No,Primary,Southborough,42.304,-71.5267
2760050,Albert S. Woodward Memorial School,2013,No,Primary,Southborough,42.3039,-71.526771
2760050,Albert S. Woodward Memorial School,2012,No,Primary,Southborough,42.304,-71.52671
2760050,Albert S. Woodward Memorial School,2011,No,Primary,Southborough,42.303307,-71.5284
2760050,Albert S. Woodward Memorial School,2010,No,Primary,Southborough,42.303901,-71.526776
2760050,Albert S. Woodward Memorial School,2009,No,Primary,Southborough,42.3039,-71.5268
2760050,Albert S. Woodward Memorial School,2008,No,Primary,Southborough,42.304,-71.52671
2760050,Albert S. Woodward Memorial School,2007,No,Primary,Southborough,42.304,-71.52671
2760050,Albert S. Woodward Memorial School,2006,No,Primary,Southborough,42.30258,-71.5277
2760050,Albert S. Woodward Memorial School,2005,No,Primary,Southborough,42.302497,-71.528564
670005,Alcott,2014,No,Primary,Concord,42.4537,-71.3462
670005,Alcott,2013,No,Primary,Concord,42.45366,-71.346222
670005,Alcott,2012,No,Primary,Concord,42.45366,-71.346222
670005,Alcott,2011,No,Primary,Concord,42.454,-71.3468
670005,Alcott,2010,No,Primary,Concord,42.454,-71.3468
670005,Alcott,2009,No,Primary,Concord,42.454,-71.3468
670005,Alcott,2008,No,Primary,Concord,42.45399,-71.34679
670005,Alcott,2007,No,Primary,Concord,42.45399,-71.34679
670005,Alcott,2006,No,Primary,Concord,42.45465,-71.34729
670005,Alcott,2005,No,Primary,Concord,42.45525,-71.34712
670005,Alcott,2004,No,Primary,Concord,42.454653,-71.347294
670005,Alcott,2003,No,Primary,Concord,42.454653,-71.347294
670005,Alcott,2002,No,Primary,Concord,42.454653,-71.347294
820004,Alden School,2014,No,Primary,Duxbury,42.0461,-70.6812
820004,Alden School,2013,No,Primary,Duxbury,42.046104,-70.681211
820004,Alden School,2012,No,Primary,Duxbury,42.046104,-70.681211
820004,Alden School,2011,No,Primary,Duxbury,42.046908,-70.684012
820004,Alden School,2010,No,Primary,Duxbury,42.046927,-70.684028
820004,Alden School,2009,No,Primary,Duxbury,42.0469,-70.684
820004,Alden School,2008,No,Primary,Duxbury,42.04622,-70.68177
820004,Alden School,2007,No,Primary,Duxbury,42.04622,-70.68177
820004,Alden School,2006,No,Primary,Duxbury,42.04918,-70.67944
820004,Alden School,2005,No,Primary,Duxbury,42.04889,-70.67825
820004,Alden School,2004,No,Primary,Duxbury,42.049181,-70.679441
820004,Alden School,2003,No,Primary,Duxbury,42.049181,-70.679441
820004,Alden School,2002,No,Primary,Duxbury,42.049233,-70.680098
1490015,Alexander B Bruce,2014,No,Primary,Lawrence,42.7029,-71.1817
1490015,Alexander B Bruce,2013,No,Primary,Lawrence,42.7032,-71.180261
1490015,Alexander B Bruce,2012,No,Primary,Lawrence,42.702882,-71.181662
1490015,Alexander B Bruce,2011,No,Primary,Lawrence,42.703,-71.1809
1490015,Alexander B Bruce,2010,No,Primary,Lawrence,42.703,-71.1809
1490015,Alexander B Bruce,2009,No,Primary,Lawrence,42.703,-71.1809
1490015,Alexander B Bruce,2008,No,Primary,Lawrence,42.70296,-71.18086
1490015,Alexander B Bruce,2007,No,Primary,Lawrence,42.70296,-71.18086
1490015,Alexander B Bruce,2006,No,Primary,Lawrence,42.70288,-71.17996
1490015,Alexander B Bruce,2005,No,Primary,Lawrence,42.70308,-71.18028
1490015,Alexander B Bruce,2004,No,Primary,Lawrence,42.702879,-71.179962
1490015,Alexander B Bruce,2003,No,Primary,Lawrence,42.702879,-71.179962
1490015,Alexander B Bruce,2002,No,Primary,Lawrence,42.702879,-71.179962
2010063,Alfred J Gomes,2014,No,Primary,New Bedford,41.626,-70.9223
2010063,Alfred J Gomes,2013,No,Primary,New Bedford,41.62593,-70.922151
2010063,Alfred J Gomes,2012,No,Primary,New Bedford,41.62602,-70.9223
2010063,Alfred J Gomes,2011,No,Primary,New Bedford,41.626,-70.9223
2010063,Alfred J Gomes,2010,No,Primary,New Bedford,41.626,-70.9223
2010063,Alfred J Gomes,2009,No,Primary,New Bedford,41.626,-70.9223
2010063,Alfred J Gomes,2008,No,Primary,New Bedford,41.62602,-70.9223
2010063,Alfred J Gomes,2007,No,Primary,New Bedford,41.62602,-70.9223
2010063,Alfred J Gomes,2006,No,Primary,New Bedford,41.62611,-70.92238
2010063,Alfred J Gomes,2005,No,Primary,New Bedford,41.62617,-70.92256
2010063,Alfred J Gomes,2004,No,Primary,New Bedford,41.626108,-70.922384
2010063,Alfred J Gomes,2003,No,Primary,New Bedford,41.626108,-70.922384
2010063,Alfred J Gomes,2002,No,Primary,New Bedford,41.626108,-70.922384
2260010,Alfred M Chaffee,2014,No,Primary,Oxford,42.1073,-71.87
2260010,Alfred M Chaffee,2013,No,Primary,Oxford,42.107295,-71.870035
2260010,Alfred M Chaffee,2012,No,Primary,Oxford,42.107295,-71.870035
2260010,Alfred M Chaffee,2011,No,Primary,Oxford,42.1077,-71.8695
2260010,Alfred M Chaffee,2010,No,Primary,Oxford,42.1077,-71.8695
2260010,Alfred M Chaffee,2009,No,Primary,Oxford,42.1077,-71.8695
2260010,Alfred M Chaffee,2008,No,Primary,Oxford,42.10769,-71.86952
2260010,Alfred M Chaffee,2007,No,Primary,Oxford,42.10769,-71.86952
2260010,Alfred M Chaffee,2006,No,Primary,Oxford,42.1081,-71.8667
2260010,Alfred M Chaffee,2005,No,Primary,Oxford,42.12017,-71.86432
2260010,Alfred M Chaffee,2004,No,Primary,Oxford,42.12026,-71.864472
2260010,Alfred M Chaffee,2003,No,Primary,Oxford,42.12026,-71.864472
2260010,Alfred M Chaffee,2002,No,Other,Oxford,42.12062,-71.864448
7300505,Algonquin Regional High,2014,No,High,Northborough,42.3259,-71.6131
7300505,Algonquin Regional High,2013,No,High,Northborough,42.325949,-71.61312
7300505,Algonquin Regional High,2012,No,High,Northborough,42.325949,-71.61312
7300505,Algonquin Regional High,2011,No,High,Northborough,42.325,-71.6134
7300505,Algonquin Regional High,2010,No,High,Northborough,42.325,-71.6134
7300505,Algonquin Regional High,2009,No,High,Northborough,42.325,-71.6134
7300505,Algonquin Regional High,2008,No,High,Northborough,42.32497,-71.61344
7300505,Algonquin Regional High,2007,No,High,Northborough,42.32497,-71.61344
7300505,Algonquin Regional High,2006,No,High,Northborough,42.3243,-71.61897
7300505,Algonquin Regional High,2005,No,High,Northborough,42.32387,-71.6185
7300505,Algonquin Regional High,2004,No,High,Northborough,42.324302,-71.61897
7300505,Algonquin Regional High,2003,No,High,Northborough,42.324302,-71.61897
7300505,Algonquin Regional High,2002,No,High,Northborough,42.324302,-71.61897
2810175,Alice B Beal Elementary,2014,No,Primary,Springfield,42.0737,-72.5446
2810175,Alice B Beal Elementary,2013,No,Primary,Springfield,42.07394,-72.544371
2810175,Alice B Beal Elementary,2012,No,Primary,Springfield,42.07372,-72.54456
2810175,Alice B Beal Elementary,2011,No,Primary,Springfield,42.0737,-72.5446
2810175,Alice B Beal Elementary,2010,No,Primary,Springfield,42.0737,-72.5446
2810175,Alice B Beal Elementary,2009,No,Primary,Springfield,42.0737,-72.5446
2810175,Alice B Beal Elementary,2008,No,Primary,Springfield,42.07372,-72.54456
2810175,Alice B Beal Elementary,2007,No,Primary,Springfield,42.07372,-72.54456
2810175,Alice B Beal Elementary,2006,No,Primary,Springfield,42.07463,-72.54752
2810175,Alice B Beal Elementary,2005,No,Primary,Springfield,42.07352,-72.54502
2810175,Alice B Beal Elementary,2004,No,Primary,Springfield,42.074633,-72.547519
2810175,Alice B Beal Elementary,2003,No,Primary,Springfield,42.074633,-72.547519
2810175,Alice B Beal Elementary,2002,No,Primary,Springfield,42.074633,-72.547519
2460002,Alice M Barrows,2014,No,Primary,Reading,42.5217,-71.124
2460002,Alice M Barrows,2013,No,Primary,Reading,42.52169,-71.124861
2460002,Alice M Barrows,2012,No,Primary,Reading,42.52167,-71.12402
2460002,Alice M Barrows,2011,No,Primary,Reading,42.5217,-71.124
