school_id,year,total
640050,2001,463
640305,2001,951
640505,2001,540
650505,2001,512
650005,2001,342
650010,2001,483
4400205,2001,240
670005,2001,460
670305,2001,678
670020,2001,445
670030,2001,477
6400505,2001,1056
4390050,2001,87
680005,2001,156
710505,2001,1042
710305,2001,941
710015,2001,357
710032,2001,335
710030,2001,325
710045,2001,365
720505,2001,1207
720050,2001,1080
720030,2001,606
720015,2001,545
730010,2001,303
730505,2001,964
730305,2001,493
730005,2001,362
730025,2001,294
730030,2001,371
730045,2001,298
740015,2001,424
6450505,2001,1155
6450005,2001,466
6450015,2001,396
6450305,2001,685
6450025,2001,434
6500005,2001,497
6500305,2001,381
6500505,2001,970
6500310,2001,656
6500010,2001,699
770505,2001,614
780005,2001,293
6550505,2001,457
6550405,2001,485
790035,2001,950
790505,2001,997
790030,2001,408
790020,2001,878
6580020,2001,459
6580310,2001,785
6580005,2001,386
6580305,2001,606
6580030,2001,594
6580010,2001,320
6580505,2001,999
820004,2001,513
820006,2001,749
820505,2001,891
820305,2001,995
830005,2001,745
830505,2001,674
830010,2001,1052
870305,2001,634
870505,2001,815
870010,2001,285
870013,2001,578
870015,2001,294
850005,2001,286
860005,2001,194
860505,2001,448
860010,2001,221
860020,2001,186
860305,2001,594
880405,2001,810
880020,2001,334
880505,2001,738
880015,2001,506
890005,2001,380
910030,2001,159
930003,2001,322
930010,2001,536
930505,2001,1592
930038,2001,1135
930058,2001,921
940010,2001,259
940505,2001,630
940305,2001,601
940030,2001,214
950505,2001,2849
950305,2001,789
950140,2001,317
950045,2001,166
950320,2001,580
950315,2001,732
950145,2001,312
950130,2001,244
950065,2001,172
960005,2001,447
960505,2001,1280
960305,2001,831
960020,2001,495
960030,2001,512
960015,2001,438
6620020,2001,176
970016,2001,503
970505,2001,1415
970048,2001,725
970043,2001,658
970060,2001,799
980005,2001,107
990050,2001,312
990505,2001,998
990405,2001,705
990015,2001,335
990020,2001,518
1000035,2001,561
1000006,2001,519
1000302,2001,232
1000007,2001,524
1000515,2001,1878
1000305,2001,1006
1000015,2001,478
1000045,2001,379
1000050,2001,525
1000039,2001,472
1000310,2001,855
1000055,2001,491
4780505,2001,356
1010035,2001,402
1010003,2001,140
1010505,2001,1137
1010405,2001,655
1010013,2001,579
1010010,2001,649
1010030,2001,728
1010032,2001,541
1010310,2001,563
8180605,2001,508
6650505,2001,737
6650305,2001,1025
6700505,2001,646
1030001,2001,492
1030505,2001,914
1030405,2001,735
1030020,2001,524
6720059,2001,119
6720505,2001,428
6720143,2001,156
1050505,2001,683
1050010,2001,463
1050005,2001,381
6740005,2001,129
6740310,2001,270
6740505,2001,437
1070010,2001,257
1070020,2001,237
1070505,2001,1349
1070042,2001,102
1070305,2001,929
1070045,2001,246
1070050,2001,416
1090005,2001,3
1100200,2001,384
1100505,2001,542
1100305,2001,545
1100025,2001,371
1100005,2001,387
1110004,2001,271
1110505,2001,473
1110010,2001,327
8210605,2001,1248
8230605,2001,1404
8280605,2001,1860
8250605,2001,1816
1140010,2001,408
1140025,2001,298
1140030,2001,155
1140505,2001,617
1140305,2001,390
1140035,2001,296
6730001,2001,145
6730010,2001,641
6730505,2001,592
6730305,2001,605
6730005,2001,413
1170015,2001,393
1170505,2001,264
1180005,2001,705
6750007,2001,262
6750010,2001,357
6750505,2001,728
6750310,2001,508
6750015,2001,363
6800005,2001,288
6800025,2001,405
6800505,2001,1267
6800030,2001,419
6800050,2001,298
6800305,2001,424
6800310,2001,458
6830505,2001,846
1210005,2001,58
1220004,2001,533
1220005,2001,358
1220505,2001,716
1220305,2001,859
1220015,2001,223
1250505,2001,548
1250005,2001,643
1270005,2001,283
1270505,2001,189
1280005,2001,148
1280008,2001,502
1280035,2001,486
1280100,2001,821
1280020,2001,147
1280050,2001,447
1280026,2001,618
1280027,2001,220
1280505,2001,1884
1280085,2001,518
1280045,2001,221
1280054,2001,513
1280075,2001,583
1280080,2001,183
6850005,2001,157
4500105,2001,123
1310505,2001,862
1310410,2001,821
1310019,2001,594
1310010,2001,609
1330505,2001,574
1330025,2001,392
1350005,2001,297
1360305,2001,737
1360505,2001,819
1360007,2001,732
1360010,2001,875
1370045,2001,440
1370505,2001,1224
1370040,2001,496
1370055,2001,534
1370015,2001,396
1370060,2001,506
1370605,2001,706
1380505,2001,387
1390005,2001,628
1390010,2001,635
1390015,2001,532
1390505,2001,620
1390305,2001,461
1410030,2001,454
1410015,2001,442
1410505,2001,934
1410410,2001,433
1410007,2001,285
1420505,2001,453
1420015,2001,609
1420305,2001,325
1440505,2001,505
1440007,2001,497
1440305,2001,502
1440015,2001,500
6900505,2001,1024
6900510,2001,736
1450005,2001,520
1450020,2001,689
1480005,2001,317
1490015,2001,919
1490080,2001,235
1490040,2001,586
1490020,2001,542
1490075,2001,411
1490002,2001,231
1490003,2001,396
1490018,2001,1316
4540205,2001,482
1500025,2001,546
1500505,2001,356
1510505,2001,511
1510005,2001,456
1510015,2001,452
1510010,2001,512
1520505,2001,465
1520015,2001,389
1530003,2001,230
1530007,2001,792
1530025,2001,782
1530605,2001,424
1530505,2001,1277
1530030,2001,750
1530040,2001,367
1530045,2001,852
1540005,2001,168
1550008,2001,527
1550006,2001,492
1550015,2001,448
1550030,2001,411
1550305,2001,710
1550010,2001,472
1550505,2001,1659
1550035,2001,485
1550310,2001,694
1570305,2001,310
1570006,2001,292
6950505,2001,1242
1580505,2001,524
1580015,2001,498
1580005,2001,449
1590005,2001,305
1590017,2001,542
1590505,2001,1044
1590305,2001,445
1590025,2001,317
1600020,2001,522
1600030,2001,489
1600080,2001,535
1600345,2001,692
1600002,2001,451
1600015,2001,532
1600330,2001,743
1600315,2001,908
1600340,2001,714
1600050,2001,495
1600018,2001,214
1600505,2001,3626
1600027,2001,287
1600036,2001,396
1600040,2001,584
1600075,2001,483
1600055,2001,211
4560050,2001,316
4580505,2001,102
1610505,2001,929
1610305,2001,736
1610023,2001,409
1620505,2001,562
1630016,2001,490
1630011,2001,291
1630405,2001,958
1630020,2001,325
1630090,2001,379
1630505,2001,1447
1630035,2001,548
1630045,2001,729
1630095,2001,528
1630055,2001,488
1630060,2001,689
1630030,2001,538
1630070,2001,259
1630510,2001,1275
1630605,2001,1078
1630075,2001,152
1630420,2001,622
1630050,2001,792
1630085,2001,331
1630305,2001,865
1630100,2001,322
1630080,2001,187
1630040,2001,614
1640010,2001,339
1640505,2001,511
1640405,2001,617
1640020,2001,392
4680505,2001,87
1650003,2001,907
1650013,2001,872
1650027,2001,393
1650047,2001,448
1650505,2001,1504
1650057,2001,1258
6980020,2001,364
6980010,2001,414
6980510,2001,488
1670007,2001,1227
1670035,2001,972
1670014,2001,1142
1670505,2001,893
1670003,2001,106
1680015,2001,108
1680020,2001,289
1680010,2001,244
1680005,2001,443
1680505,2001,775
4640305,2001,176
1690005,2001,498
1700008,2001,659
1700505,2001,1381
1700025,2001,547
1710015,2001,461
1710005,2001,358
1710310,2001,1070
1710020,2001,458
1710505,2001,1249
1710025,2001,481
1710010,2001,502
7050505,2001,1088
7050405,2001,693
1720005,2001,547
1720505,2001,919
1720035,2001,784
1730010,2001,245
1740305,2001,353
1740010,2001,730
1740505,2001,455
1750005,2001,506
1750505,2001,666
1750003,2001,511
1750007,2001,485
1750305,2001,719
1760510,2001,36
1760505,2001,1103
1760605,2001,222
4690505,2001,78
1770013,2001,473
1770505,2001,633
1770305,2001,625
1770015,2001,654
1780017,2001,186
1780020,2001,272
1780505,2001,958
1780305,2001,830
1780035,2001,257
7100179,2001,153
7100015,2001,830
7100510,2001,1023
1810060,2001,1361
1810030,2001,1460
1810050,2001,1175
1810505,2001,1783
1810055,2001,1331
1820008,2001,862
1820305,2001,931
1820505,2001,925
1840003,2001,461
1840005,2001,307
1850065,2001,484
1850505,2001,1299
1850305,2001,1006
1850090,2001,667
1860017,2001,479
1860505,2001,748
1860025,2001,663
1870005,2001,619
1870505,2001,281
1870020,2001,394
1890410,2001,923
1890005,2001,456
1890007,2001,546
1890505,2001,1046
1890020,2001,430
8300605,2001,809
7170005,2001,309
7170010,2001,205
7170015,2001,126
7170505,2001,830
7170020,2001,206
1910025,2001,702
8320605,2001,1120
7150505,2001,804
4350305,2001,202
4700105,2001,770
1960010,2001,222
1970010,2001,286
1970005,2001,567
1970505,2001,348
7200005,2001,198
7200305,2001,562
7200505,2001,379
7200003,2001,121
7200020,2001,177
7250025,2001,651
7250310,2001,256
7250305,2001,365
7250010,2001,368
7250505,2001,764
8520605,2001,565
1980005,2001,511
1980010,2001,398
1980305,2001,705
1980035,2001,406
1980505,2001,1069
1980310,2001,665
6600305,2001,796
6600505,2001,994
1990005,2001,283
1990035,2001,465
1990020,2001,262
1990505,2001,1214
1990050,2001,640
1990405,2001,1051
1990040,2001,459
4440205,2001,189
2010063,2001,696
2010140,2001,292
2010123,2001,716
2010010,2001,414
2010015,2001,375
2010075,2001,315
2010020,2001,333
2010040,2001,358
2010130,2001,248
2010115,2001,493
2010050,2001,361
2010070,2001,417
2010405,2001,806
2010105,2001,380
2010505,2001,3295
2010410,2001,880
2010415,2001,648
2010045,2001,779
2010125,2001,161
2010510,2001,56
2010135,2001,284
7280015,2001,177
2040005,2001,510
2040505,2001,669
2040305,2001,788
2070005,2001,418
2070305,2001,465
2070015,2001,383
2070020,2001,270
2070025,2001,362
2070310,2001,752
2070040,2001,482
2070315,2001,835
2070055,2001,390
2070120,2001,325
2070070,2001,281
2070080,2001,364
2070105,2001,452
2070505,2001,2144
2070510,2001,1333
2070320,2001,620
2070115,2001,264
2070125,2001,241
2070130,2001,281
2080005,2001,656
2080015,2001,559
9150705,2001,434
2090035,2001,499
2090505,2001,613
2090015,2001,237
2110018,2001,607
2110001,2001,292
2110505,2001,1041
2110305,2001,1082
2110020,2001,347
2120007,2001,389
2120030,2001,403
2120010,2001,289
2120013,2001,633
2120505,2001,1120
2120020,2001,133
2120305,2001,1149
2120015,2001,261
2150015,2001,472
2150505,2001,338
7350010,2001,323
7350030,2001,627
7350505,2001,1210
7350005,2001,484
7350035,2001,938
2170003,2001,429
2170010,2001,448
2170005,2001,478
2170505,2001,549
2170305,2001,575
2100005,2001,297
2100020,2001,330
2100410,2001,799
2100025,2001,340
2100505,2001,769
2100029,2001,342
4060705,2001,476
7300505,2001,1056
2130015,2001,326
2130003,2001,339
2130014,2001,322
2130020,2001,387
2130305,2001,675
2140505,2001,536
2140305,2001,553
2140001,2001,590
8530605,2001,1135
8510605,2001,484
2180060,2001,521
2180015,2001,822
2180010,2001,429
2180505,2001,608
2180305,2001,707
2190005,2001,556
2190405,2001,304
2190505,2001,556
2190020,2001,272
2200005,2001,355
2200025,2001,282
2200010,2001,281
2200015,2001,445
2200075,2001,115
2200020,2001,352
2200505,2001,946
2200305,2001,877
2210005,2001,463
8550605,2001,538
7400505,2001,707
7400405,2001,443
2230010,2001,267
2230015,2001,315
2240005,2001,255
2260010,2001,354
2260005,2001,394
2260505,2001,751
2260405,2001,336
2270305,2001,514
2270008,2001,950
2270505,2001,787
8600605,2001,645
2290305,2001,1580
2290007,2001,308
2290005,2001,338
2290035,2001,489
2290010,2001,517
2290510,2001,1768
2290045,2001,375
2290027,2001,421
2300005,2001,127
2310003,2001,589
2310010,2001,607
2310015,2001,599
7450020,2001,366
7450015,2001,543
7450005,2001,706
7450010,2001,412
7450405,2001,556
7450505,2001,910
2340005,2001,111
7500006,2001,182
7500008,2001,273
7500007,2001,68
7500505,2001,503
7500009,2001,71
4790505,2001,281
2360010,2001,361
2360065,2001,592
2360035,2001,475
2360045,2001,253
2360305,2001,802
2360055,2001,609
2360505,2001,760
2360105,2001,480
2360090,2001,169
2360510,2001,803
2360310,2001,745
2380010,2001,473
2380005,2001,293
2390011,2001,524
2390010,2001,236
2390012,2001,758
2390015,2001,379
2390030,2001,607
2390405,2001,1231
2390505,2001,1021
2390515,2001,874
2390305,2001,1008
2400010,2001,276
7530005,2001,269
7530010,2001,488
7530020,2001,98
7530025,2001,321
7530505,2001,1422
7530030,2001,584
7780505,2001,608
7780005,2001,538
7780010,2001,392
2430040,2001,300
2430305,2001,533
2430020,2001,356
2430310,2001,385
2430315,2001,578
2430025,2001,341
2430075,2001,265
2430035,2001,637
2430060,2001,300
2430065,2001,379
2430510,2001,1384
2430325,2001,331
2430505,2001,1239
2430320,2001,352
2430090,2001,436
2430095,2001,278
2430110,2001,257
7550505,2001,753
2440020,2001,386
2440018,2001,565
2440015,2001,464
2440040,2001,406
2440410,2001,726
2440505,2001,1041
2460002,2001,396
2460305,2001,599
2460005,2001,495
2460017,2001,519
2460010,2001,495
2460505,2001,1148
2460310,2001,559
2480003,2001,683
2480050,2001,504
2480505,2001,1367
2490005,2001,173
4830305,2001,195
4820050,2001,190
2500005,2001,507
2510305,2001,699
2510020,2001,415
2510025,2001,475
2510505,2001,989
2520005,2001,477
2520510,2001,266
2520305,2001,321
2530005,2001,54
4840505,2001,129
4490305,2001,200
4460550,2001,642
4410505,2001,1176
2580003,2001,305
2580015,2001,145
2580305,2001,1172
2580025,2001,288
2580030,2001,344
2580001,2001,175
2580505,2001,1158
2580050,2001,440
2580070,2001,531
2610025,2001,1024
2610505,2001,1036
2620305,2001,826
2620067,2001,252
2620050,2001,258
2620505,2001,944
2630010,2001,48
2640007,2001,499
2640305,2001,768
2640010,2001,496
2640505,2001,778
2640020,2001,560
2650007,2001,393
2650015,2001,280
2650505,2001,600
2650405,2001,607
4860105,2001,664
2660005,2001,456
2660010,2001,517
2660015,2001,825
2660505,2001,1030
2660305,2001,598
8710605,2001,1145
2690010,2001,449
2710005,2001,465
2710015,2001,439
2710020,2001,747
2710040,2001,135
2710305,2001,1123
2710505,2001,1044
2710035,2001,483
2710025,2001,392
2720005,2001,204
7600505,2001,1765
7600405,2001,1114
8290605,2001,749
2730005,2001,328
2730008,2001,502
2730305,2001,676
2740075,2001,596
2740015,2001,203
2740111,2001,626
2740005,2001,312
2740510,2001,54
2740087,2001,606
2740410,2001,36
2740505,2001,1761
2740115,2001,324
2740120,2001,503
4870550,2001,705
2780020,2001,542
2780015,2001,358
2780505,2001,694
2780305,2001,749
4880550,2001,352
8730605,2001,515
2750005,2001,580
2760020,2001,502
2760008,2001,510
2760305,2001,436
2770005,2001,461
2770010,2001,430
8720605,2001,1154
7650015,2001,16
7650505,2001,438
7650018,2001,73
7650030,2001,16
7650035,2001,498
8760605,2001,1017
7670505,2001,586
2810175,2001,322
2810165,2001,326
2810025,2001,475
2810035,2001,595
2810030,2001,709
2810325,2001,961
2810075,2001,297
2810080,2001,368
2810065,2001,390
2810068,2001,192
2810510,2001,1464
2810050,2001,273
2810085,2001,542
2810100,2001,595
2810328,2001,726
2810320,2001,929
2810330,2001,1227
2810060,2001,291
2810140,2001,314
2810155,2001,504
2810145,2001,502
2810023,2001,715
2810055,2001,918
2810020,2001,446
2810500,2001,1798
10003,2002,601
10505,2002,558
10405,2002,360
10015,2002,389
4120530,2002,290
6000505,2002,1511
6000405,2002,868
30025,2002,688
30305,2002,418
6030004,2002,334
6030505,2002,545
6030020,2002,604
50003,2002,139
50505,2002,1191
50405,2002,677
50303,2002,702
50020,2002,408
50010,2002,457
50030,2002,401
50025,2002,346
70005,2002,541
70505,2002,839
70013,2002,906
70010,2002,540
80009,2002,303
80020,2002,564
80050,2002,492
6050505,2002,1406
6050405,2002,661
90505,2002,1608
90310,2002,716
90003,2002,569
90305,2002,792
90010,2002,497
90004,2002,0
90005,2002,290
90020,2002,613
90025,2002,762
90350,2002,0
100505,2002,1105
100010,2002,324
100025,2002,377
100030,2002,270
100005,2002,357
100055,2002,275
100038,2002,0
100410,2002,1003
100045,2002,219
100050,2002,323
6100025,2002,512
6100010,2002,292
6100505,2002,729
6100305,2002,621
6100005,2002,305
140505,2002,594
140405,2002,385
140015,2002,592
140010,2002,618
140005,2002,341
8010605,2002,876
6150505,2002,611
6150305,2002,594
6150050,2002,127
4910550,2002,623
160001,2002,393
160505,2002,1496
160315,2002,774
160008,2002,653
160045,2002,406
160040,2002,434
160050,2002,464
160305,2002,643
160035,2002,421
160320,2002,748
170305,2002,603
170505,2002,641
170010,2002,285
180510,2002,456
180010,2002,285
200505,2002,1950
200010,2002,395
200025,2002,283
200005,2002,283
230505,2002,688
230305,2002,497
230010,2002,493
230012,2002,508
240505,2002,299
240005,2002,564
240018,2002,1012
250003,2002,22
250505,2002,1188
250315,2002,0
250025,2002,510
260505,2002,1024
260015,2002,250
260010,2002,273
260035,2002,452
260005,2002,436
260305,2002,1139
4200205,2002,345
4470205,2002,374
270010,2002,974
270305,2002,0
6180505,2002,655
280005,2002,241
6200505,2002,427
300055,2002,444
300505,2002,1296
300305,2002,595
300015,2002,370
300033,2002,362
300040,2002,223
310505,2002,1564
310030,2002,332
310007,2002,529
310026,2002,651
310012,2002,515
310310,2002,720
310305,2002,935
310015,2002,460
310005,2002,706
8050605,2002,850
6220015,2002,422
6220405,2002,363
6220008,2002,505
6220010,2002,461
8060605,2002,813
350541,2002,92
350021,2002,286
350390,2002,784
350010,2002,198
350548,2002,0
350546,2002,382
350558,2002,0
350507,2002,0
350560,2002,2371
350545,2002,1618
350505,2002,1168
350036,2002,23
350054,2002,619
350052,2002,550
350515,2002,1270
350430,2002,494
350518,2002,0
350062,2002,213
350072,2002,388
350074,2002,467
350077,2002,302
350080,2002,675
350009,2002,208
350530,2002,1384
350088,2002,320
350543,2002,63
350003,2002,84
350006,2002,106
350096,2002,188
350100,2002,234
350522,2002,0
350540,2002,269
350116,2002,295
350122,2002,219
350200,2002,474
350135,2002,284
350141,2002,256
350013,2002,569
350146,2002,734
350154,2002,337
350156,2002,389
350485,2002,633
350153,2002,593
350525,2002,772
350172,2002,140
350180,2002,321
350182,2002,330
350183,2002,661
350184,2002,174
350181,2002,457
350286,2002,850
350190,2002,288
350262,2002,506
350537,2002,1672
350215,2002,294
350004,2002,123
350227,2002,557
350226,2002,794
350008,2002,197
350229,2002,506
350231,2002,235
350382,2002,163
350237,2002,184
350243,2002,175
350383,2002,0
350542,2002,204
350138,2002,227
350575,2002,1252
350255,2002,200
350257,2002,0
350264,2002,244
350266,2002,215
350268,2002,486
350278,2002,304
350565,2002,276
350691,2002,392
350240,2002,754
350298,2002,154
350302,2002,259
350304,2002,209
350308,2002,407
350690,2002,404
350535,2002,1214
350326,2002,416
350328,2002,320
350346,2002,342
350445,2002,842
350366,2002,443
350360,2002,324
350258,2002,575
350370,2002,575
350374,2002,267
350380,2002,301
4240505,2002,131
4810550,2002,1289
360505,2002,625
360325,2002,854
360010,2002,652
380005,2002,402
380013,2002,600
390005,2002,362
400033,2002,330
400505,2002,1400
400050,2002,234
400305,2002,672
400015,2002,381
400005,2002,331
400025,2002,381
400020,2002,332
400310,2002,531
410010,2002,276
410005,2002,363
6250505,2002,1519
6250050,2002,0
6250020,2002,492
6250315,2002,705
430005,2002,308
9100705,2002,397
8100605,2002,833
440505,2002,4047
440010,2002,750
440110,2002,681
440001,2002,664
440023,2002,982
440045,2002,739
440050,2002,116
440055,2002,466
440400,2002,58
440065,2002,678
440410,2002,676
440078,2002,690
440420,2002,705
450005,2002,307
460505,2002,1893
460005,2002,656
460015,2002,660
460025,2002,407
460045,2002,408
460030,2002,511
460020,2002,388
460040,2002,585
460060,2002,0
460035,2002,452
480505,2002,1008
480007,2002,475
480035,2002,641
480303,2002,861
480015,2002,267
480020,2002,341
490006,2002,273
490506,2002,1892
490007,2002,295
490090,2002,270
490020,2002,172
490065,2002,495
490040,2002,398
490030,2002,271
490035,2002,340
490005,2002,381
490045,2002,370
490050,2002,400
500505,2002,698
500020,2002,637
500012,2002,423
500305,2002,701
4320530,2002,175
8150605,2002,642
510025,2002,846
6350005,2002,116
6350025,2002,458
6350035,2002,226
6350305,2002,621
6350505,2002,761
560030,2002,514
560025,2002,473
560505,2002,1697
560305,2002,822
560015,2002,421
570505,2002,1169
570050,2002,749
570030,2002,477
570040,2002,471
570035,2002,488
570003,2002,857
570025,2002,459
6320025,2002,165
610003,2002,395
610010,2002,314
610305,2002,990
610015,2002,391
610020,2002,419
610021,2002,98
610510,2002,1206
610505,2002,1013
610090,2002,443
610040,2002,301
610022,2002,376
610065,2002,275
610001,2002,233
630010,2002,211
640050,2002,421
640305,2002,910
640505,2002,518
4380505,2002,33
650505,2002,434
650005,2002,469
650010,2002,462
4400205,2002,271
670005,2002,464
670305,2002,659
670020,2002,434
670030,2002,449
6400505,2002,1138
4390050,2002,99
680005,2002,155
710505,2002,820
710305,2002,869
710015,2002,404
710032,2002,385
710030,2002,314
710045,2002,498
720040,2002,0
720505,2002,1246
720050,2002,1108
720030,2002,618
720015,2002,548
730010,2002,279
730505,2002,970
730305,2002,506
730005,2002,342
730025,2002,289
730030,2002,365
730045,2002,268
740015,2002,444
6450505,2002,1169
6450005,2002,494
6450015,2002,404
6450305,2002,675
6450025,2002,459
6500005,2002,496
6500305,2002,390
6500505,2002,986
6500310,2002,647
6500010,2002,737
770505,2002,600
780005,2002,602
6550505,2002,480
6550405,2002,479
790035,2002,624
790505,2002,1021
790030,2002,297
790020,2002,577
6580020,2002,409
6580310,2002,819
6580005,2002,430
6580305,2002,618
6580030,2002,588
6580010,2002,347
6580505,2002,1078
820004,2002,482
820006,2002,758
820505,2002,928
820305,2002,1025
830005,2002,765
830505,2002,688
830010,2002,1042
870305,2002,649
870505,2002,819
870010,2002,292
870013,2002,570
870015,2002,294
850005,2002,273
860005,2002,173
860505,2002,355
860010,2002,113
860020,2002,167
860305,2002,697
880405,2002,813
880020,2002,326
880505,2002,769
880015,2002,468
890005,2002,348
4280305,2002,0
910030,2002,144
930003,2002,315
930505,2002,1532
930028,2002,0
930038,2002,1094
930018,2002,0
930058,2002,1028
930010,2002,484
4100205,2002,0
940010,2002,310
940505,2002,661
940305,2002,617
940030,2002,203
950505,2002,2868
950305,2002,780
950140,2002,311
950045,2002,456
950320,2002,585
950315,2002,758
950145,2002,282
950130,2002,244
950065,2002,189
960005,2002,444
960505,2002,1298
960305,2002,807
960020,2002,469
960030,2002,474
960015,2002,418
6620020,2002,164
970016,2002,472
970505,2002,1498
970048,2002,685
970043,2002,662
970060,2002,733
980005,2002,112
4130505,2002,0
4460550,2002,710
990050,2002,284
990505,2002,763
990405,2002,941
990015,2002,321
990020,2002,526
1000035,2002,539
1000006,2002,529
1000302,2002,452
1000007,2002,509
1000515,2002,1886
1000305,2002,845
1000015,2002,488
1000045,2002,407
1000050,2002,506
1000039,2002,450
1000310,2002,750
1000055,2002,477
4780505,2002,344
1010035,2002,423
1010003,2002,155
1010505,2002,1217
1010012,2002,0
1010405,2002,268
1010013,2002,742
1010010,2002,670
1010030,2002,924
