school_id,year,total
1640020,2004,446
4680505,2004,102
1650003,2004,913
1650013,2004,892
1650027,2004,562
1650047,2004,732
1650049,2004,264
1650505,2004,1558
1650057,2004,1214
6980020,2004,340
6980510,2004,491
6980010,2004,395
1670007,2004,1150
1670035,2004,1143
1670014,2004,1193
1670505,2004,1143
1670003,2004,113
1680015,2004,157
1680020,2004,315
1680010,2004,216
1680005,2004,415
1680505,2004,934
4640305,2004,177
1690005,2004,474
1700030,2004,608
1700008,2004,475
1700505,2004,1563
1700025,2004,472
1710015,2004,423
1710005,2004,360
1710310,2004,1039
1710020,2004,440
1710505,2004,1278
1710025,2004,556
1710010,2004,502
7050505,2004,1276
7050405,2004,717
1720005,2004,488
1720505,2004,1001
1720035,2004,675
1730010,2004,246
1740305,2004,582
1740010,2004,502
1740505,2004,315
1750005,2004,494
1750505,2004,828
1750003,2004,496
1750007,2004,508
1750305,2004,721
1760130,2004,548
1760140,2004,404
1760510,2004,33
1760068,2004,1118
1760315,2004,586
1760505,2004,1262
1760605,2004,250
1760150,2004,515
4690505,2004,170
1770013,2004,446
1770505,2004,773
1770305,2004,669
1770015,2004,728
1780017,2004,267
1780020,2004,576
1780505,2004,971
1780305,2004,828
1780035,2004,326
7100179,2004,413
7100015,2004,636
7100510,2004,999
1810050,2004,1160
1810060,2004,1404
1810030,2004,1418
1810505,2004,1915
1810055,2004,1357
1820008,2004,865
1820305,2004,946
1820505,2004,944
1840003,2004,487
1840005,2004,304
1850065,2004,512
1850505,2004,1130
1850075,2004,143
1850305,2004,961
1850090,2004,616
1860017,2004,638
1860505,2004,891
1860025,2004,479
1870005,2004,597
1870505,2004,285
1870020,2004,436
1890410,2004,927
1890005,2004,427
1890007,2004,512
1890505,2004,982
1890020,2004,332
8300605,2004,715
7170005,2004,264
7170010,2004,173
7170015,2004,97
7170505,2004,821
7170020,2004,177
1910310,2004,505
1910025,2004,649
8320605,2004,1167
7150505,2004,768
4350305,2004,263
4700105,2004,1022
1960010,2004,205
1970010,2004,277
1970005,2004,529
1970505,2004,363
7200005,2004,225
7200305,2004,517
7200505,2004,464
7200003,2004,180
7200020,2004,152
7250025,2004,742
7250310,2004,275
7250305,2004,250
7250010,2004,450
7250505,2004,810
8520605,2004,495
1980005,2004,596
1980010,2004,403
1980305,2004,593
1980035,2004,396
1980505,2004,1189
1980310,2004,762
6600305,2004,756
6600505,2004,1071
1990005,2004,443
1990035,2004,419
1990020,2004,272
1990505,2004,1375
1990050,2004,727
1990405,2004,1087
1990040,2004,399
4440205,2004,221
2010063,2004,531
2010140,2004,281
2010123,2004,614
2010010,2004,346
2010015,2004,322
2010075,2004,315
2010020,2004,270
2010040,2004,342
2010130,2004,246
2010115,2004,551
2010050,2004,382
2010070,2004,343
2010405,2004,755
2010105,2004,323
2010505,2004,3345
2010410,2004,1334
2010415,2004,985
2010045,2004,676
2010125,2004,218
2010510,2004,80
2010135,2004,277
7280015,2004,157
2040005,2004,491
2040505,2004,769
2040305,2004,732
2070005,2004,371
2070305,2004,519
2070015,2004,335
2070020,2004,303
2070025,2004,353
2070310,2004,770
2070040,2004,446
2070315,2004,778
2070055,2004,397
2070120,2004,274
2070070,2004,242
2070080,2004,352
2070105,2004,447
2070108,2004,188
2070505,2004,2137
2070510,2004,1487
2070320,2004,598
2070115,2004,276
2070125,2004,254
2070130,2004,284
2080005,2004,635
2080015,2004,549
9150705,2004,421
2090035,2004,429
2090505,2004,625
2090015,2004,226
2110018,2004,606
2110001,2004,287
2110505,2004,1181
2110305,2004,1104
2110020,2004,324
2120007,2004,403
2120030,2004,354
2120010,2004,285
2120013,2004,681
2120505,2004,1154
2120020,2004,128
2120305,2004,1200
2120015,2004,239
2150015,2004,442
2150505,2004,343
7350010,2004,270
7350030,2004,603
7350310,2004,582
7350505,2004,1225
7350005,2004,436
7350035,2004,513
2170003,2004,431
2170010,2004,515
2170005,2004,445
2170505,2004,655
2170305,2004,619
2100005,2004,314
2100020,2004,377
2100410,2004,725
2100025,2004,344
2100505,2004,930
2100029,2004,288
4060705,2004,444
7300505,2004,1238
2130015,2004,279
2130003,2004,342
2130014,2004,280
2130020,2004,347
2130305,2004,688
2140505,2004,662
2140305,2004,798
2140001,2004,568
8530605,2004,1190
8510605,2004,440
2180060,2004,554
2180015,2004,704
2180010,2004,444
2180505,2004,679
2180305,2004,801
2190005,2004,518
2190505,2004,563
2190405,2004,510
2190020,2004,472
2200005,2004,324
2200025,2004,280
2200010,2004,242
2200015,2004,391
2200075,2004,150
2200020,2004,322
2200505,2004,1102
2200305,2004,916
2210005,2004,423
8550605,2004,560
7400505,2004,749
7400405,2004,498
2230010,2004,201
2230015,2004,381
2240005,2004,231
2260010,2004,475
2260005,2004,421
2260505,2004,641
2260405,2004,705
2270305,2004,548
2270008,2004,844
2270505,2004,701
8600605,2004,651
2290005,2004,430
2290305,2004,1524
2290007,2004,271
2290510,2004,1875
2290035,2004,419
2290010,2004,593
2290045,2004,376
2290027,2004,384
2300005,2004,116
2310003,2004,614
2310010,2004,629
2310015,2004,660
7450020,2004,333
7450015,2004,528
7450005,2004,693
7450010,2004,413
7450405,2004,580
7450505,2004,941
2340005,2004,114
7500006,2004,161
7500008,2004,274
7500007,2004,50
7500505,2004,546
7500009,2004,61
4790505,2004,329
2360010,2004,353
2360065,2004,459
2360035,2004,486
2360305,2004,742
2360055,2004,544
2360505,2004,891
2360045,2004,233
2360105,2004,461
2360090,2004,225
2360510,2004,1011
2360310,2004,780
2380010,2004,503
2380005,2004,326
2390011,2004,505
2390010,2004,168
2390012,2004,689
2390015,2004,388
2390030,2004,574
2390405,2004,1409
2390505,2004,1092
2390515,2004,927
2390305,2004,882
2400010,2004,262
4870550,2004,733
7530005,2004,272
7530010,2004,473
7530020,2004,90
7530025,2004,288
7530505,2004,1559
7530030,2004,542
7780505,2004,674
7780005,2004,518
7780010,2004,288
2430040,2004,250
2430305,2004,458
2430020,2004,324
2430310,2004,384
2430315,2004,625
2430025,2004,329
2430075,2004,296
2430035,2004,559
2430060,2004,297
2430065,2004,380
2430510,2004,1503
2430325,2004,325
2430505,2004,1398
2430320,2004,316
2430090,2004,470
2430095,2004,280
2430110,2004,272
7550505,2004,719
2440020,2004,319
2440018,2004,489
2440015,2004,389
2440040,2004,372
2440410,2004,754
2440505,2004,992
2460002,2004,405
2460305,2004,509
2460005,2004,527
2460017,2004,554
2460010,2004,490
2460505,2004,1243
2460310,2004,534
2480003,2004,684
2480050,2004,343
2480505,2004,1376
2480520,2004,196
2490005,2004,205
4830305,2004,231
4820050,2004,287
2500005,2004,538
2510060,2004,304
2510305,2004,670
2510020,2004,347
2510025,2004,406
2510505,2004,995
2520005,2004,446
2520510,2004,301
2520305,2004,277
2530005,2004,56
4840505,2004,179
4410505,2004,1343
2580003,2004,333
2580015,2004,131
2580305,2004,1009
2580030,2004,285
2580025,2004,506
2580001,2004,179
2580505,2004,1343
2580050,2004,357
2580070,2004,461
2610025,2004,1014
2610505,2004,1203
2620305,2004,812
2620067,2004,308
2620050,2004,285
2620505,2004,893
2630010,2004,56
2640007,2004,359
2640305,2004,531
2640010,2004,374
2640015,2004,595
2640505,2004,872
2640020,2004,415
2650007,2004,409
2650015,2004,269
2650505,2004,715
2650405,2004,578
4860105,2004,647
2660005,2004,455
2660010,2004,455
2660015,2004,667
2660505,2004,1175
2660305,2004,810
8710605,2004,1210
2690010,2004,441
2710005,2004,464
2710015,2004,461
2710020,2004,941
2710040,2004,156
2710305,2004,1311
2710505,2004,1312
2710035,2004,476
2710025,2004,441
2720005,2004,174
7600505,2004,1843
7600405,2004,1106
4190305,2004,78
8290605,2004,735
4490305,2004,346
2730005,2004,352
2730008,2004,480
2730305,2004,658
2740075,2004,587
2740015,2004,194
2740005,2004,379
2740111,2004,522
2740510,2004,50
2740087,2004,406
2740410,2004,23
2740505,2004,1666
2740115,2004,305
2740120,2004,397
2780305,2004,762
2780020,2004,503
2780015,2004,360
2780505,2004,678
4880550,2004,366
8730605,2004,554
2750005,2004,546
2760020,2004,539
2760008,2004,565
2760305,2004,503
2770005,2004,419
2770010,2004,460
8720605,2004,1180
7650015,2004,18
7650505,2004,418
7650018,2004,88
7650030,2004,18
7650035,2004,478
8760605,2004,1036
7670505,2004,601
7670008,2004,223
2810175,2004,304
2810165,2004,298
2810025,2004,396
2810035,2004,575
2810030,2004,482
2810325,2004,939
2810075,2004,254
2810080,2004,522
2810065,2004,357
2810068,2004,267
2810510,2004,1722
2810050,2004,230
2810085,2004,400
2810100,2004,603
2810328,2004,691
2810320,2004,858
2810330,2004,1068
2810060,2004,244
2810140,2004,271
2810155,2004,442
2810145,2004,446
2810023,2004,615
2810055,2004,733
2810020,2004,387
2810500,2004,1843
10003,2005,597
10505,2005,593
10405,2005,409
10015,2005,380
4120530,2005,333
6000505,2005,1720
6000405,2005,915
30025,2005,569
30305,2005,548
6030004,2005,262
6030505,2005,487
6030020,2005,605
50003,2005,104
50505,2005,1218
50405,2005,712
50303,2005,680
50020,2005,406
50010,2005,416
50030,2005,384
50025,2005,416
70005,2005,486
70505,2005,803
70013,2005,787
70010,2005,537
80009,2005,366
80020,2005,488
80050,2005,440
6050505,2005,1340
6050405,2005,605
90505,2005,1731
90310,2005,487
90003,2005,451
90305,2005,562
90010,2005,363
90004,2005,535
90005,2005,277
90020,2005,544
90025,2005,616
90350,2005,393
100505,2005,1119
100010,2005,402
100025,2005,350
100030,2005,309
100005,2005,389
100055,2005,309
100038,2005,78
100410,2005,972
100045,2005,237
100050,2005,321
6100025,2005,503
6100010,2005,215
6100505,2005,696
6100305,2005,616
6100005,2005,386
140505,2005,651
140405,2005,380
140015,2005,619
140010,2005,644
140005,2005,335
8010605,2005,907
6150505,2005,621
6150305,2005,486
6150050,2005,124
4910550,2005,700
160001,2005,450
160505,2005,1940
160315,2005,619
160008,2005,143
160045,2005,486
160040,2005,476
160050,2005,488
160305,2005,621
160035,2005,422
160320,2005,663
170305,2005,583
170505,2005,633
170010,2005,236
180510,2005,352
180010,2005,371
200505,2005,1972
200010,2005,367
200025,2005,310
200005,2005,279
230505,2005,726
230305,2005,509
230010,2005,537
230012,2005,507
240505,2005,729
240005,2005,348
240018,2005,640
250003,2005,22
250505,2005,766
250315,2005,863
250025,2005,300
260505,2005,1179
260015,2005,231
260010,2005,285
260035,2005,426
260005,2005,434
260305,2005,1156
4200205,2005,302
4470205,2005,400
270010,2005,578
270305,2005,458
4140305,2005,64
6180505,2005,612
280005,2005,257
6200505,2005,460
300055,2005,476
300505,2005,1294
300305,2005,540
300015,2005,482
300033,2005,310
300040,2005,337
310505,2005,1653
310030,2005,341
310007,2005,518
310026,2005,616
310012,2005,537
310310,2005,642
310305,2005,872
310015,2005,421
310005,2005,784
8050605,2005,850
6220015,2005,274
6220405,2005,600
6220008,2005,430
6220010,2005,359
8060605,2005,780
350541,2005,234
350021,2005,290
350390,2005,626
350010,2005,198
350548,2005,174
350546,2005,393
350558,2005,373
350507,2005,141
350560,2005,2431
350545,2005,1586
350505,2005,1327
350036,2005,25
350054,2005,518
350052,2005,487
350515,2005,1213
350430,2005,495
350518,2005,35
350062,2005,237
350072,2005,332
350074,2005,480
350077,2005,296
350080,2005,569
350009,2005,193
350530,2005,1435
350088,2005,272
350543,2005,83
350003,2005,145
350006,2005,103
350096,2005,163
350100,2005,163
350522,2005,377
350540,2005,267
350116,2005,261
350122,2005,220
350200,2005,460
350135,2005,252
350141,2005,217
350013,2005,537
350146,2005,682
350154,2005,272
350156,2005,267
350485,2005,681
350153,2005,523
350525,2005,817
350172,2005,131
350180,2005,310
350182,2005,284
350183,2005,554
350184,2005,162
350181,2005,320
350286,2005,785
350190,2005,260
350001,2005,80
350262,2005,457
350537,2005,1689
350215,2005,252
350004,2005,119
350227,2005,465
350226,2005,596
350008,2005,170
350229,2005,406
350231,2005,218
350382,2005,153
350237,2005,158
350243,2005,183
350383,2005,658
350542,2005,229
350138,2005,198
350575,2005,1228
350255,2005,154
350257,2005,654
350264,2005,189
350266,2005,227
350268,2005,500
350278,2005,302
350565,2005,435
350691,2005,397
350240,2005,948
350298,2005,136
350302,2005,217
350304,2005,219
350308,2005,392
350690,2005,440
350535,2005,1255
350326,2005,299
350328,2005,239
350346,2005,331
350445,2005,749
350366,2005,345
350360,2005,278
350258,2005,490
350370,2005,514
350374,2005,195
350380,2005,285
4490305,2005,360
4240505,2005,268
4160305,2005,106
4810550,2005,1430
360505,2005,638
360325,2005,816
360010,2005,533
380005,2005,448
380013,2005,560
390005,2005,374
400033,2005,470
400505,2005,1541
400050,2005,294
400305,2005,665
400015,2005,367
400005,2005,435
400025,2005,418
400020,2005,358
400310,2005,558
410010,2005,222
410005,2005,299
6250505,2005,1511
6250050,2005,520
6250020,2005,484
6250315,2005,725
430005,2005,353
9100705,2005,426
8100605,2005,1000
440505,2005,4304
440010,2005,667
440110,2005,550
440001,2005,719
440023,2005,939
440045,2005,677
440050,2005,137
440055,2005,323
440400,2005,59
440065,2005,700
440410,2005,685
440078,2005,572
440420,2005,683
450005,2005,321
460505,2005,1901
460005,2005,644
460015,2005,701
460025,2005,394
460045,2005,446
460030,2005,454
460020,2005,404
460040,2005,548
460060,2005,62
460035,2005,430
480505,2005,978
480007,2005,499
480035,2005,552
480303,2005,855
480015,2005,237
480020,2005,401
490006,2005,297
490506,2005,1827
490007,2005,314
490090,2005,231
490020,2005,223
490065,2005,412
490040,2005,465
490035,2005,520
490005,2005,389
490030,2005,213
490045,2005,403
490050,2005,476
500505,2005,812
500020,2005,699
500012,2005,427
500305,2005,677
4320530,2005,180
8150605,2005,717
510025,2005,826
6350005,2005,126
6350025,2005,485
6350035,2005,188
6350305,2005,551
6350505,2005,755
560030,2005,509
560025,2005,500
560505,2005,1750
560305,2005,750
560015,2005,416
570505,2005,1430
570050,2005,557
570030,2005,445
570045,2005,491
570040,2005,448
570035,2005,457
570055,2005,504
570003,2005,741
570025,2005,413
6320025,2005,170
610003,2005,400
610010,2005,200
610305,2005,957
610015,2005,420
610020,2005,450
610021,2005,82
610510,2005,1335
610505,2005,1059
610090,2005,401
610040,2005,301
610022,2005,377
610065,2005,251
610001,2005,164
630010,2005,199
640050,2005,810
640305,2005,637
640505,2005,544
4380505,2005,105
650505,2005,767
650005,2005,368
650010,2005,365
4400205,2005,306
670005,2005,427
670305,2005,704
670020,2005,446
670030,2005,398
6400505,2005,1265
4390050,2005,135
680005,2005,152
710505,2005,1049
710305,2005,902
710015,2005,336
710032,2005,343
710030,2005,314
710045,2005,353
720505,2005,1320
720050,2005,1071
720030,2005,450
720040,2005,624
720015,2005,382
730010,2005,249
730505,2005,990
730305,2005,477
730005,2005,347
730025,2005,298
730030,2005,379
730045,2005,205
740015,2005,447
6450505,2005,1142
6450005,2005,452
6450015,2005,361
6450305,2005,633
6450025,2005,427
6500005,2005,492
6500305,2005,439
6500505,2005,1025
6500310,2005,628
6500010,2005,797
770505,2005,508
780005,2005,622
6550505,2005,556
6550405,2005,502
790035,2005,598
790505,2005,1154
790030,2005,277
790020,2005,575
6580020,2005,454
6580310,2005,852
6580005,2005,390
6580305,2005,629
6580030,2005,520
6580010,2005,355
6580505,2005,1149
820004,2005,760
820006,2005,828
820505,2005,984
820305,2005,736
830005,2005,846
830505,2005,686
830010,2005,969
870305,2005,667
870505,2005,894
870010,2005,298
870013,2005,628
870015,2005,301
850005,2005,204
860005,2005,199
860505,2005,442
860010,2005,253
860020,2005,176
860305,2005,558
880405,2005,890
880020,2005,276
880505,2005,766
880015,2005,444
890005,2005,351
4280305,2005,222
910030,2005,176
930505,2005,1721
930028,2005,809
930038,2005,970
930018,2005,647
930058,2005,636
930010,2005,564
4100205,2005,194
940010,2005,273
940505,2005,688
940305,2005,596
940030,2005,223
950505,2005,2883
950305,2005,666
950140,2005,329
950045,2005,384
950320,2005,604
950315,2005,745
950005,2005,495
950145,2005,260
950130,2005,417
950065,2005,612
960005,2005,342
960505,2005,1272
960305,2005,679
960020,2005,485
960030,2005,414
960015,2005,363
6620020,2005,190
970016,2005,390
970505,2005,1486
970048,2005,563
970043,2005,549
970060,2005,613
980005,2005,111
4130505,2005,102
4460550,2005,981
990050,2005,327
990505,2005,852
990405,2005,948
990015,2005,309
990020,2005,507
1000035,2005,633
1000006,2005,464
1000302,2005,475
1000007,2005,492
1000515,2005,2073
1000305,2005,686
1000015,2005,520
1000045,2005,455
1000050,2005,490
1000039,2005,412
1000310,2005,649
1000055,2005,508
4780505,2005,368
1010040,2005,441
1010035,2005,316
1010003,2005,211
1010505,2005,1453
1010012,2005,562
1010405,2005,502
1010013,2005,563
1010010,2005,553
1010030,2005,496
1010032,2005,440
1010310,2005,430
8180605,2005,529
6650505,2005,846
6650015,2005,231
6650305,2005,783
6700505,2005,726
1030001,2005,593
1030505,2005,1025
1030405,2005,801
1030020,2005,535
6720059,2005,111
6720505,2005,430
6720143,2005,177
1050505,2005,756
1050010,2005,493
1050005,2005,426
6740005,2005,94
6740310,2005,224
6740505,2005,394
1070010,2005,223
1070020,2005,243
1070505,2005,1264
1070042,2005,114
1070305,2005,906
1070045,2005,213
1070050,2005,379
1090005,2005,2
1100200,2005,694
1100505,2005,577
1100305,2005,591
1100025,2005,298
1100005,2005,358
1110004,2005,286
1110505,2005,514
1110010,2005,346
8210605,2005,1266
8230605,2005,1507
8280605,2005,1949
8250605,2005,1906
1140010,2005,247
1140025,2005,225
1140030,2005,144
1140505,2005,546
1140305,2005,482
1140035,2005,182
6730001,2005,75
6730010,2005,577
6730505,2005,763
6730305,2005,939
6730005,2005,339
1170015,2005,386
1170505,2005,257
1180005,2005,712
6750007,2005,262
6750010,2005,362
6750505,2005,713
6750310,2005,510
6750015,2005,371
6800005,2005,253
6800025,2005,368
6800505,2005,1353
6800030,2005,378
6800050,2005,326
6800305,2005,369
6800310,2005,456
6830505,2005,859
1210005,2005,53
1220004,2005,578
1220005,2005,377
1220505,2005,740
1220305,2005,869
1220015,2005,251
1250505,2005,698
1250005,2005,556
1270005,2005,255
1270505,2005,217
1280008,2005,598
1280035,2005,429
1280100,2005,626
1280020,2005,154
1280050,2005,483
1280026,2005,496
1280027,2005,260
1280033,2005,45
1280505,2005,2034
1280085,2005,435
1280045,2005,193
1280054,2005,533
1280075,2005,611
1280080,2005,120
6850005,2005,137
4550050,2005,122
4500105,2005,146
1310505,2005,1042
1310410,2005,809
1310019,2005,631
1310010,2005,583
1330505,2005,568
1330025,2005,341
1350005,2005,263
1360505,2005,882
1360007,2005,683
1360010,2005,740
1360305,2005,733
1370045,2005,515
1370505,2005,1230
1370040,2005,600
1370055,2005,632
1370015,2005,433
1370060,2005,652
1370605,2005,693
1380505,2005,479
1380003,2005,120
1390005,2005,525
1390010,2005,595
1390015,2005,546
1390505,2005,892
1390305,2005,791
1390003,2005,55
1410030,2005,459
1410015,2005,377
1410505,2005,1040
1410410,2005,438
1410007,2005,257
1420505,2005,399
1420015,2005,573
1420305,2005,336
1440505,2005,616
1440305,2005,505
1440007,2005,480
1440015,2005,488
6900510,2005,812
6900505,2005,1159
1450005,2005,498
1450020,2005,683
4290010,2005,77
1480005,2005,297
1490015,2005,707
1490053,2005,1238
1490080,2005,709
1490040,2005,607
1490022,2005,1123
1490020,2005,296
1490003,2005,303
1490075,2005,319
1490002,2005,147
1490018,2005,893
4540205,2005,520
1500025,2005,406
1500505,2005,467
1510505,2005,549
1510005,2005,419
1510015,2005,449
1510010,2005,476
1520505,2005,488
1520015,2005,365
1530003,2005,244
1530007,2005,546
1530025,2005,709
1530605,2005,682
1530505,2005,1197
1530030,2005,684
1530040,2005,262
1530045,2005,594
1530320,2005,703
1540005,2005,139
1550008,2005,438
1550006,2005,523
1550015,2005,390
1550030,2005,442
1550305,2005,714
1550010,2005,478
1550505,2005,1915
1550035,2005,494
1550310,2005,790
1570305,2005,263
1570006,2005,304
6950505,2005,1484
1580505,2005,370
1580305,2005,342
1580015,2005,385
1580005,2005,438
1590005,2005,551
1590017,2005,399
1590505,2005,1060
1590305,2005,384
1590025,2005,467
1600020,2005,486
1600030,2005,403
1600080,2005,481
1600345,2005,659
1600002,2005,476
1600015,2005,434
1600330,2005,665
1600315,2005,819
1600340,2005,697
1600050,2005,465
1600505,2005,3735
1600027,2005,205
1600036,2005,436
1600040,2005,549
1600018,2005,469
1600075,2005,494
1600055,2005,242
4560050,2005,629
4580505,2005,100
1610505,2005,1041
1610305,2005,759
1610023,2005,440
1620505,2005,620
1630016,2005,392
1630011,2005,256
1630405,2005,1030
1630020,2005,268
1630090,2005,374
1630505,2005,1482
1630035,2005,725
1630045,2005,537
1630095,2005,454
1630055,2005,379
1630060,2005,518
1630030,2005,513
1630070,2005,252
1630510,2005,1524
1630605,2005,1211
1630075,2005,142
1630420,2005,654
1630050,2005,859
1630085,2005,257
1630305,2005,860
1630100,2005,223
1630080,2005,151
1630040,2005,456
1640010,2005,365
1640505,2005,554
1640405,2005,666
1640020,2005,518
4680505,2005,90
1650003,2005,934
1650013,2005,897
1650027,2005,543
1650047,2005,751
1650049,2005,314
1650505,2005,1633
1650057,2005,1167
6980020,2005,280
6980510,2005,571
6980010,2005,417
1670007,2005,1068
1670035,2005,1172
1670014,2005,1222
1670505,2005,1212
1670003,2005,102
1680015,2005,166
1680020,2005,234
1680010,2005,158
1680005,2005,356
1680505,2005,965
1680300,2005,444
1680016,2005,622
4640305,2005,220
1690005,2005,450
1700030,2005,603
1700008,2005,460
1700505,2005,1554
1700025,2005,454
1710015,2005,419
1710005,2005,387
1710310,2005,1042
1710020,2005,449
1710505,2005,1248
1710025,2005,576
1710010,2005,516
4270010,2005,351
7050505,2005,1312
7050405,2005,772
1720005,2005,499
1720505,2005,1009
1720035,2005,601
1730010,2005,245
1740305,2005,559
1740010,2005,485
1740505,2005,333
1750005,2005,502
1750505,2005,867
1750003,2005,532
1750007,2005,479
1750305,2005,719
1760130,2005,554
1760140,2005,406
1760510,2005,31
1760068,2005,550
1760315,2005,588
1760505,2005,1316
1760605,2005,254
1760150,2005,541
4690505,2005,186
1770013,2005,430
1770505,2005,739
1770305,2005,954
1770015,2005,474
1780017,2005,266
1780020,2005,413
1780505,2005,932
1780305,2005,807
1780035,2005,366
7100179,2005,440
7100015,2005,887
7100510,2005,874
1810050,2005,1145
1810060,2005,1436
1810030,2005,1432
1810505,2005,1942
1810055,2005,1349
1820008,2005,855
1820305,2005,908
1820505,2005,918
1840003,2005,518
1840005,2005,316
1850065,2005,499
1850505,2005,1131
1850075,2005,163
1850305,2005,939
1850090,2005,660
1860017,2005,613
1860505,2005,899
1860025,2005,460
1870005,2005,597
1870505,2005,300
1870020,2005,439
1890410,2005,899
1890005,2005,357
1890007,2005,480
1890505,2005,1011
1890020,2005,401
8300605,2005,727
7170005,2005,243
7170010,2005,158
7170015,2005,89
7170505,2005,779
7170020,2005,158
1910310,2005,508
1910025,2005,658
8320605,2005,1229
7150505,2005,730
4350305,2005,239
4700105,2005,1098
1960010,2005,219
1970010,2005,277
1970005,2005,571
1970505,2005,375
7200005,2005,222
7200305,2005,525
7200505,2005,470
7200003,2005,184
7200020,2005,156
7250025,2005,741
7250310,2005,268
7250305,2005,242
7250010,2005,461
7250505,2005,855
8520605,2005,545
1980005,2005,593
1980010,2005,407
1980305,2005,542
1980035,2005,392
1980505,2005,1227
1980310,2005,783
6600305,2005,710
6600505,2005,1080
1990005,2005,518
1990035,2005,395
1990020,2005,345
1990505,2005,1420
1990050,2005,733
1990405,2005,1072
1990040,2005,418
4440205,2005,242
2010063,2005,515
2010140,2005,270
2010123,2005,632
2010010,2005,347
2010015,2005,323
2010075,2005,320
2010020,2005,268
2010040,2005,311
2010130,2005,233
2010115,2005,514
2010050,2005,364
2010070,2005,344
2010405,2005,691
2010105,2005,363
2010505,2005,3313
2010410,2005,1274
2010415,2005,915
2010045,2005,631
2010125,2005,213
2010510,2005,124
2010135,2005,253
7280015,2005,156
2040005,2005,496
2040505,2005,795
2040305,2005,700
2070005,2005,363
2070305,2005,511
2070015,2005,375
2070020,2005,314
2070025,2005,358
2070310,2005,785
2070040,2005,448
2070315,2005,751
2070055,2005,386
2070120,2005,262
2070070,2005,228
2070080,2005,365
2070105,2005,427
2070108,2005,205
2070505,2005,2080
2070510,2005,1553
2070320,2005,565
2070115,2005,275
2070125,2005,264
2070130,2005,287
2080005,2005,603
2080015,2005,537
9150705,2005,434
2090035,2005,400
2090505,2005,622
2090015,2005,231
2110018,2005,620
2110001,2005,296
2110505,2005,1303
2110305,2005,1108
2110020,2005,313
2120007,2005,399
2120030,2005,357
2120010,2005,280
2120013,2005,668
2120505,2005,1209
2120020,2005,148
2120305,2005,1188
2120015,2005,243
2150015,2005,425
2150505,2005,360
7350010,2005,270
7350030,2005,600
7350310,2005,573
7350505,2005,1242
7350005,2005,451
7350035,2005,506
2170003,2005,420
2170010,2005,531
2170005,2005,420
2170505,2005,686
2170305,2005,651
2100005,2005,300
2100020,2005,413
2100410,2005,768
2100025,2005,325
2100505,2005,903
2100029,2005,281
4060705,2005,437
7300505,2005,1273
2130015,2005,271
2130003,2005,345
2130014,2005,304
2130020,2005,359
2130305,2005,698
2140505,2005,705
2140305,2005,808
2140001,2005,619
8530605,2005,1213
8510605,2005,468
2180060,2005,559
2180015,2005,712
2180010,2005,440
2180505,2005,718
2180305,2005,801
2190005,2005,542
2190505,2005,574
2190405,2005,497
2190020,2005,515
2200005,2005,285
2200025,2005,229
2200010,2005,214
2200305,2005,867
2200015,2005,355
2200075,2005,323
2200020,2005,247
2200505,2005,1137
2210005,2005,438
8550605,2005,547
7400505,2005,776
7400405,2005,453
2230010,2005,251
2230015,2005,297
2240005,2005,229
2260010,2005,483
2260005,2005,376
2260505,2005,623
2260405,2005,715
2270305,2005,550
2270008,2005,781
2270505,2005,679
8600605,2005,668
2290005,2005,348
2290305,2005,1585
2290007,2005,388
2290510,2005,1912
2290035,2005,466
2290010,2005,564
2290045,2005,308
2290027,2005,358
2300005,2005,112
2310003,2005,614
2310010,2005,644
2310015,2005,679
2310305,2005,497
2310505,2005,747
7450020,2005,333
7450015,2005,533
7450005,2005,664
7450010,2005,412
7450405,2005,546
7450505,2005,958
2340005,2005,122
7500006,2005,173
7500008,2005,285
7500007,2005,44
7500505,2005,527
7500009,2005,63
4790505,2005,402
2360010,2005,356
2360065,2005,441
2360035,2005,508
2360305,2005,666
2360055,2005,445
2360505,2005,909
2360045,2005,233
2360105,2005,491
2360090,2005,227
2360510,2005,1022
2360310,2005,764
2380010,2005,499
2380005,2005,325
2390011,2005,477
2390010,2005,175
2390012,2005,686
2390015,2005,340
2390030,2005,591
2390405,2005,1421
2390505,2005,1049
2390515,2005,851
2390305,2005,853
2400010,2005,236
4870550,2005,731
7530005,2005,275
7530010,2005,471
7530020,2005,86
7530025,2005,304
7530505,2005,1617
7530030,2005,533
7780505,2005,643
7780005,2005,530
7780010,2005,302
2430040,2005,225
2430305,2005,493
2430020,2005,321
2430310,2005,358
2430315,2005,582
2430025,2005,310
2430075,2005,272
2430035,2005,528
2430060,2005,300
2430065,2005,352
2430510,2005,1553
2430325,2005,320
2430505,2005,1415
2430320,2005,310
2430090,2005,464
2430095,2005,276
2430110,2005,281
7550505,2005,699
2440020,2005,316
2440018,2005,456
2440015,2005,356
2440040,2005,355
2440410,2005,662
2440505,2005,991
2460002,2005,409
2460305,2005,473
2460005,2005,532
2460017,2005,544
2460010,2005,525
2460505,2005,1278
2460310,2005,532
2480003,2005,472
2480050,2005,380
2480505,2005,1380
2480520,2005,164
2490005,2005,195
4830305,2005,253
4820050,2005,287
2500005,2005,556
2510060,2005,291
2510305,2005,630
2510020,2005,323
2510025,2005,415
2510505,2005,992
2520005,2005,438
2520510,2005,312
2520305,2005,284
2530005,2005,61
4840505,2005,190
