address,town,name,type,id,lat,long
82 Industrial Blvd,Turners Falls,Franklin County Technical,Public School,8180605,42.5950392,-72.529175
100 Howland Rd,Lakeville,Apponequet Regional High,Public School,6650505,41.7920214,-70.9829723
232 Main Street,Lakeville,Assawompset Elementary School,Public School,6650002,41.847605,-70.946418
43 Bullock Road,East Freetown,Freetown Elementary School,Public School,6650001,41.7609555,-71.014764
96 Howland Road,Lakeville,Freetown-Lakeville Middle School,Public School,6650305,41.7946603,-70.9870964
112 Howland Road,Lakeville,George R Austin Intermediate School,Public School,6650015,41.7923643,-70.97963159999999
113 North Main Street,South Deerfield,Frontier Regional,Public School,6700505,42.4834203,-72.6056126
160 Elm Street,Gardner,Elm Street School,Public School,1030001,42.5750353,-71.9834932
75 E Broadway Street,Gardner,Gardner Academy for Learning and Technology,Public School,1030515,42.55666160000001,-71.97908389999999
200 Catherine Street,Gardner,Gardner High,Public School,1030505,42.5834067,-71.9793392
297 Catherine Street,Gardner,Gardner Middle School,Public School,1030405,42.5839364,-71.9785308
62 Waterford Street,Gardner,Waterford Street,Public School,1030020,42.5722308,-72.0046273
325 Middlefield Road,Chester,Chester Elementary,Public School,6720059,42.3009745,-72.9842602
12 Littleville Road,Huntington,Gateway Regional High,Public School,6720505,42.251203,-72.87013619999999
12 Littleville Road,Huntington,Gateway Regional Middle School,Public School,6720405,42.251203,-72.87013619999999
4 Littleville Road,Huntington,Littleville Elementary School,Public School,6720143,42.2509905,-72.86886799999999
11 Winter Street,Georgetown,Georgetown High School,Public School,1050505,42.7233635,-70.9882904
11 Winter Street,Georgetown,Georgetown Middle School,Public School,1050305,42.7233635,-70.9882904
68 Elm Street,Georgetown,Penn Brook,Public School,1050010,42.7135655,-70.984962
51 North Street,Georgetown,Perley Elementary,Public School,1050005,42.7262802,-70.9885379
48 Boyle Rd,Gill,Gill Elementary,Public School,6740005,42.6439884,-72.4984616
224 Turnpike Rd,Montague,Great Falls Middle,Public School,6740310,42.5883626,-72.5406567
30 Griswold Street,Turners Falls,Hillcrest Elementary School,Public School,6740015,42.59615,-72.5555547
43 Crocker Avenue,Turners Falls,Sheffield Elementary School,Public School,6740050,42.5998666,-72.5578725
222 Turnpike Rd,Montague,Turners Fall High,Public School,6740505,42.5883626,-72.5406567
190 Ashley Boulevard,New Bedford,Global Learning Charter Public School,Charter School,4960305,41.6600024,-70.92930199999999
138 Cherry Street,Gloucester,Beeman Memorial,Public School,1070010,42.6369271,-70.6723069
8 Davis St Ext,Gloucester,East Gloucester Elementary,Public School,1070020,42.6102352,-70.6471742
32 Leslie O. Johnson Rd,Gloucester,Gloucester High,Public School,1070505,42.613403,-70.676198
2 Blackburn Drive,Gloucester,Gloucester PreSchool,Public School,1070025,42.6276118,-70.65451709999999
15 Hickory Street,Gloucester,Plum Cove School,Public School,1070042,42.67315960000001,-70.6582689
32 Cherry Street,Gloucester,Ralph B O'Maley Middle,Public School,1070305,42.62898819999999,-70.67245539999999
11 Webster Street,Gloucester,Veterans Memorial,Public School,1070045,42.6201037,-70.6501502
10 Concord Street,Gloucester,West Parish,Public School,1070050,42.6195498,-70.71163609999999
PO Box 27 Tower Hill Road,Cuttyhunk,Cuttyhunk Elementary,Public School,1090005,41.4210339,-70.93245809999999
24 Providence Road,Grafton,Grafton High School,Public School,1100505,42.2105405,-71.69236719999999
22 Providence Road,Grafton,Grafton Middle,Public School,1100305,42.21234889999999,-71.6936788
105 Millbury Street,Grafton,Millbury Street Elementary School,Public School,1100200,42.1983241,-71.7096558
46 Waterville Street,North Grafton,North Grafton Elementary,Public School,1100025,42.238932,-71.701319
60 North Street,Grafton,North Street Elementary School,Public School,1100030,42.214909,-71.676774
90 Main Street,South Grafton,South Grafton Elementary,Public School,1100005,42.17922069999999,-71.69564199999999
393 East State Street,Granby,East Meadow,Public School,1110004,42.2651299,-72.4912591
385 East State Street,Granby,Granby Jr Sr High School,Public School,1110505,42.2645654,-72.49364229999999
14 West Street,Granby,West Street,Public School,1110010,42.2573876,-72.51909119999999
251 Stonehaven Rd,Fall River,Diman Regional Vocational Technical High,Public School,8210605,41.6999703,-71.1249976
57 River Rd,Andover,Gr Lawrence Regional Vocational Technical,Public School,8230605,42.69089,-71.195827
250 Pawtucket Blvd,Tyngsborough,Gr Lowell Regional Vocational Technical,Public School,8280605,42.6544951,-71.3855756
1121 Ashley Blvd,New Bedford,Gr New Bedford Vocational Technical,Public School,8250605,41.6907898,-70.9373197
21 Ferrante Avenue,Greenfield,Discovery School at Four Corners,Public School,1140025,42.609313,-72.58874399999999
125 Federal Street,Greenfield,Federal Street School,Public School,1140010,42.5914031,-72.5976498
62 Meridian Street,Greenfield,Green River,Public School,1140030,42.5782357,-72.6018332
21 Barr Avenue,Greenfield,Greenfield High,Public School,1140505,42.6052404,-72.5952992
195 Federal Street,Greenfield,Greenfield Middle,Public School,1140305,42.595645,-72.595737
70 Shelburne Rd,Greenfield,Newton School,Public School,1140035,42.58653270000001,-72.6150067
1 Place Terrace,Greenfield,The Academy of Early Learning at North Parish,Public School,1140005,42.6051527,-72.611531
P O Box 730,Groton,Boutwell School,Public School,6730001,42.6112018,-71.5745152
P O Box 738,Groton,Florence Roche School,Public School,6730010,42.6112018,-71.5745152
P O Box 730,Groton,Groton Dunstable Regional,Public School,6730505,42.6112018,-71.5745152
P O Box 727,Groton,Groton Dunstable Regional Middle,Public School,6730305,42.6112018,-71.5745152
522 Main Street,Dunstable,Swallow/Union School,Public School,6730005,42.6733287,-71.4825779
21 River Drive,Hadley,Hadley Elementary,Public School,1170015,42.3521402,-72.58626459999999
131 Russell Street,Hadley,Hopkins Academy,Public School,1170505,42.3412515,-72.5916348
464 Plymouth Street,Halifax,Halifax Elementary,Public School,1180005,41.991011,-70.858136
1 School Street,Wenham,Bessie Buker Elementary,Public School,6750007,42.6085966,-70.8854444
237 Asbury Street,South Hamilton,Cutler School,Public School,6750010,42.6210981,-70.8796392
775 Bay Rd,South Hamilton,Hamilton-Wenham Regional High,Public School,6750505,42.6296016,-70.849296
787 Bay Rd,Hamilton,Miles River Middle,Public School,6750310,42.6301369,-70.8488558
325 Bay Rd,South Hamilton,Winthrop School,Public School,6750015,42.6138674,-70.8711229
20 Johnson Rd,Chicopee,Hampden Charter School of Science,Charter School,4990305,42.1950643,-72.56220069999999
20 Johnson Road,Chicopee,Hampden Charter School of Science West,Charter School,35160305,42.1950643,-72.56220069999999
38 North Rd,Hampden,Green Meadows Elementary,Public School,6800005,42.0665175,-72.4137549
625 Main Street,Wilbraham,Mile Tree Elementary,Public School,6800025,42.1120966,-72.4349345
621 Main Street,Wilbraham,Minnechaug Regional High,Public School,6800505,42.11235,-72.4348255
300 Soule Rd,Wilbraham,Soule Road,Public School,6800030,42.0936039,-72.454532
675 Stony Hill Road,Wilbraham,Stony Hill School,Public School,6800050,42.12371,-72.4533417
85 Wilbraham Rd,Hampden,Thornton Burgess,Public School,6800305,42.0679897,-72.4358062
466 Stony Hill Rd,Wilbraham,Wilbraham Middle,Public School,6800310,42.1333316,-72.457785
19 Stage Rd,Westhampton,Hampshire Regional High,Public School,6830505,42.3040821,-72.7715118
3080 Hancock Road,Hancock,Hancock Elementary,Public School,1210005,42.57675709999999,-73.29916949999999
265 Cedar Street,Hanover,Cedar Elementary,Public School,1220004,42.1282897,-70.8688781
65 Silver Street,Hanover,Center Elementary,Public School,1220005,42.1186235,-70.8433383
287 Cedar Street,Hanover,Hanover High,Public School,1220505,42.1304153,-70.8700506
45 Whiting Street,Hanover,Hanover Middle,Public School,1220305,42.13221069999999,-70.877697
495 Hanover Street,Hanover,Sylvester,Public School,1220015,42.1167011,-70.8419299
14 Massachusetts Avenue,Harvard,Bromfield,Public School,1250505,42.4983312,-71.5852379
27 Massachusetts Avenue,Harvard,Hildreth Elementary School,Public School,1250005,42.4981021,-71.5826822
33 Main Street,Hatfield,Hatfield Elementary,Public School,1270005,42.3700959,-72.599951
34 School Street,Hatfield,Smith Academy,Public School,1270505,42.3756055,-72.6006675
551 Washington St.,Haverhill,Bartlett Kindergarten Center,Public School,1280005,42.7668299,-71.1010621
118 Montvale Street,Bradford,Bradford Elementary,Public School,1280008,42.7572015,-71.0695253
480 So. Main St,Haverhill,Caleb Dustin Hunking,Public School,1280035,42.7627838,-71.0869368
685 Washington Street,Haverhill,Consentino Middle School,Public School,1280100,42.7701258,-71.103003
26 Belmont Avenue,Haverhill,Crowell,Public School,1280020,42.7667391,-71.053912
150 Boardman Street,Haverhill,Dr Paul Nettle,Public School,1280050,42.7737403,-71.0600596
140 Boardman Street,Haverhill,Golden Hill,Public School,1280026,42.772542,-71.0603758
58 Chadwick Street,Haverhill,Greenleaf,Public School,1280027,42.7690664,-71.0789698
415 Primrose Street,Haverhill,Haverhill Alternative School,Public School,1280033,42.7888068,-71.0875726
137 Monument Street,Haverhill,Haverhill High,Public School,1280505,42.7872041,-71.10657139999999
256 Concord Street,Haverhill,John G Whittier,Public School,1280085,42.79768929999999,-71.0777251
59 Margin Street,Haverhill,Moody,Public School,1280045,42.7652855,-71.0964169
252 Concord Street,Haverhill,Pentucket Lake Elementary,Public School,1280054,42.7951081,-71.0759588
415 Primrose Street,Haverhill,TEACH,Public School,1280073,42.7888068,-71.0875726
70 Grove Street,Haverhill,Tilton,Public School,1280075,42.7751306,-71.09563969999999
645 Main Street,Haverhill,Walnut Square,Public School,1280080,42.7926789,-71.08317149999999
10 School Street,Charlemont,Hawlemont Regional,Public School,6850005,42.6014631,-72.7437106
23 Leonard Street,Boston,Helen Y. Davis Leadership Academy Charter Public School,Charter School,4190305,42.3012862,-71.05869799999999
75 Foundation Avenue,Haverhill,Hill View Montessori Charter Public School,Charter School,4550050,42.7636919,-71.1185986
1 Industrial Parkway,Easthampton,Hilltown Cooperative Charter Public School,Charter School,4500105,42.286716,-72.66014
2 Collins Street,Hingham,East Elementary School,Public School,1310005,42.2414727,-70.8667631
17 Union Street,Hingham,Hingham High,Public School,1310505,42.2275855,-70.8781257
1103 Main Street,Hingham,Hingham Middle School,Public School,1310410,42.1809197,-70.88789299999999
200 High Street,Hingham,Plymouth River,Public School,1310019,42.2134327,-70.9039121
831 Main Street,Hingham,South Elementary,Public School,1310020,42.1990833,-70.8836893
55 Downer Avenue,Hingham,Wm L Foster Elementary,Public School,1310010,42.2529848,-70.9014584
245 So. Franklin Street,Holbrook,Holbrook Jr Sr High,Public School,1330505,42.1480188,-71.0065183
339 Plymouth Street,Holbrook,John F Kennedy,Public School,1330018,42.150177,-70.9990323
719 So. Franklin Street,Holbrook,South,Public School,1330025,42.1321933,-71.006507
28 Sturbridge Road,Holland,Holland Elementary,Public School,1350005,42.0657626,-72.16109270000001
370 Hollis Street,Holliston,Holliston High,Public School,1360505,42.2055161,-71.4440951
235 Woodland Street,Holliston,Miller School,Public School,1360007,42.2070726,-71.42235040000001
235 Woodland Street,Holliston,Placentino Elementary,Public School,1360010,42.2070726,-71.42235040000001
323 Woodland Street,Holliston,Robert H. Adams Middle School,Public School,1360305,42.2044063,-71.4232069
1 Jefferson Street,Holyoke,E N White Elementary,Public School,1370045,42.2251395,-72.6264147
156 Cabot Street,Holyoke,H.B. Lawrence School,Public School,1370070,42.2030188,-72.61351719999999
500 Beech Street,Holyoke,Holyoke High,Public School,1370505,42.1999107,-72.6227601
2019 Northampton Street,Holyoke,Joseph Metcalf School,Public School,1370003,42.1934417,-72.6304121
216 West Street,Holyoke,Kelly Elementary,Public School,1370040,42.202328,-72.60044490000001
400 Jarvis Avenue,Holyoke,Lt Clayre Sullivan Elementary,Public School,1370055,42.2056874,-72.6447969
75 Kane Rd,Holyoke,Lt Elmer J McMahon Elementary,Public School,1370015,42.1845672,-72.64787989999999
210 Whiting Farms Rd,Holyoke,Maurice A Donahue Elementary,Public School,1370060,42.1768642,-72.6391518
596 South Bridge Street,Holyoke,Morgan Full Service Community School,Public School,1370025,42.1957755,-72.6078424
1916 Northampton Street,Holyoke,William R. Peck School,Public School,1370030,42.198511,-72.626952
1045 Main Street,Holyoke,Wm J Dean Vocational Technical High,Public School,1370605,42.17871419999999,-72.6298918
2200 Northampton St,Holyoke,Holyoke Community Charter School,Charter School,4530005,42.1857303,-72.6285619
25 Adin Street,Hopedale,Hopedale Jr Sr High,Public School,1380505,42.12883129999999,-71.53750339999999
6 Prospect Street,Hopedale,Memorial,Public School,1380010,42.1312671,-71.5358028
6 Park Street,Hopedale,Park Street School,Public School,1380003,42.1365421,-71.5434665
11 Ash Street,Hopkinton,Center,Public School,1390005,42.2296095,-71.5165997
14 Elm Street,Hopkinton,Elmwood,Public School,1390010,42.2253701,-71.5395644
104 Hayden Rowe Street,Hopkinton,Hopkins Elementary School,Public School,1390015,42.2169838,-71.5163898
90 Hayden Rowe Street,Hopkinton,Hopkinton High,Public School,1390505,42.2173696,-71.5194704
88 Hayden Rowe Street,Hopkinton,Hopkinton Middle School,Public School,1390305,42.2183629,-71.52194399999999
88 Hayden Rowe Street,Hopkinton,Hopkinton Pre-School,Public School,1390003,42.2183629,-71.52194399999999
119 Cottage Street,Hudson,C A Farley,Public School,1410030,42.40006690000001,-71.5751822
201 Manning Street,Hudson,David J. Quinn Middle School,Public School,1410410,42.4033654,-71.5631107
136 Forest Avenue,Hudson,Forest Avenue Elementary,Public School,1410015,42.389061,-71.5436113
69 Brigham Street,Hudson,Hudson High,Public School,1410505,42.379748,-71.579633
306 Cox Street,Hudson,Mulready Elementary,Public School,1410007,42.3971958,-71.54081839999999
180 Main Street,Hull,Hull High,Public School,1420505,42.3046548,-70.92096409999999
180 Harborview Rd,Hull,Lillian M Jacobs,Public School,1420015,42.3044527,-70.9202932
81 Central Avenue,Hull,Memorial Middle,Public School,1420305,42.2975473,-70.8852021
72 Tyng Road,Tyngsboro,Innovation Academy Charter School,Charter School,4350305,42.6586214,-71.4081403
PO Box 1320,Westborough,Central Area,Public School,3700012,42.2695216,-71.61612939999999
PO Box 1320,Westborough,East Area,Public School,3700040,42.2695216,-71.61612939999999
3 Randolph Street,Canton,Pappas Rehabilitation Hospital for Children,Public School,3700026,42.176018,-71.12529830000001
PO Box 1320,Westborough,Southeast Area,Public School,3700015,42.2695216,-71.61612939999999
PO Box 1320,Westborough,West Area,Public School,3700013,42.2695216,-71.61612939999999
134 High Street,Ipswich,Ipswich High,Public School,1440505,42.6886099,-70.8523793
130 High Street,Ipswich,Ipswich Middle School,Public School,1440305,42.6886093,-70.8518754
216 Linebrook Rd,Ipswich,Paul F Doyon Memorial,Public School,1440007,42.684169,-70.8831019
65 Central Street,Ipswich,Winthrop,Public School,1440015,42.682521,-70.839865
37 Babson Street,Mattapan,KIPP Academy Boston Charter School,Charter School,4630205,42.2751189,-71.092658
90 High Rock Street,Lynn,KIPP Academy Lynn Charter School,Charter School,4290010,42.4678753,-70.9494485
18 King Street,Norfolk,King Philip Middle School,Public School,6900510,42.0975198,-71.327921
201 Franklin Street,Wrentham,King Philip Regional High,Public School,6900505,42.0724012,-71.33203999999999
150 Main Street,Kingston,Kingston Elementary,Public School,1450005,41.9851117,-70.72016839999999
65 Second Brook Street,Kingston,Kingston Intermediate,Public School,1450020,41.985851,-70.720604
188 Summer Street,Lanesborough,Lanesborough Elementary,Public School,1480005,42.513928,-73.22022919999999
135 Butler Street,Lawrence,Alexander B Bruce,Public School,1490015,42.7028387,-71.1807984
150 Arlington Street,Lawrence,Arlington Middle School,Public School,1490017,42.71718569999999,-71.17397989999999
150 Arlington Street,Lawrence,Community Day Arlington,Public School,1490009,42.71718569999999,-71.17397989999999
255 E Haverhill Street,Lawrence,Edward F. Parthum,Public School,1490053,42.7187331,-71.1434688
75 Newton Street,Lawrence,Emily G Wetherbee,Public School,1490080,42.6943762,-71.16670909999999
100 Erving Avenue,Lawrence,Francis M Leahy,Public School,1490040,42.7145719,-71.1615386
33 Hamlet Street,Lawrence,Frost Middle School,Public School,1490525,42.6849616,-71.167827
80 Bodwell Street,Lawrence,Gerard A. Guilmette,Public School,1490022,42.6999353,-71.1767777
80 Bodwell St,Lawrence,Guilmette Middle School,Public School,1490025,42.6999353,-71.1767777
233 Haverhill Street,Lawrence,High School Learning Center,Public School,1490536,42.710193,-71.16284569999999
122 Hancock Street,Lawrence,James F Hennessey,Public School,1490020,42.6974333,-71.1771349
114 Osgood Street,Lawrence,John Breen School,Public School,1490003,42.6961292,-71.1486874
59 Alder Street,Lawrence,John K Tarbox,Public School,1490075,42.7175889,-71.1702071
41 Lexington Street,Lawrence,Lawlor Early Childhood Center,Public School,1490002,42.7162431,-71.1648222
526 Lowell Street,Lawrence,Lawrence Family Public Academy,Public School,1490011,42.7010642,-71.1823283
70-71 North Parish Road,Lawrence,Lawrence High School,Public School,1490515,42.6911401,-71.1449271
183 Haverhill Street,Lawrence,Oliver Partnership School,Public School,1490048,42.7104824,-71.16027989999999
255 East Haverhill Street,Lawrence,Parthum Middle School,Public School,1490027,42.7187331,-71.1434688
15 Union Street,Lawrence,Phoenix Academy Lawrence,Public School,1490540,42.70729679999999,-71.1530981
33 Hamlet Street,Lawrence,Robert Frost,Public School,1490018,42.6849616,-71.167827
451 Howard Street,Lawrence,Rollins Early Childhood Center,Public School,1490001,42.7141019,-71.14838639999999
58 Lawrence Street,Lawrence,School for Exceptional Studies,Public School,1490537,42.7237735,-71.1770257
165 Crawford Street,Lawrence,South Lawrence East Elementary School,Public School,1490004,42.6945747,-71.14706009999999
165 Crawford Street,Lawrence,Spark Academy,Public School,1490085,42.6945747,-71.14706009999999
60 Allen Street,Lawrence,UP Academy Leonard Middle School,Public School,1490090,42.7092198,-71.1522887
233 Haverhill Street,Lawrence,UP Academy Oliver Middle School,Public School,1490049,42.710193,-71.16284569999999
34 West Street,Lawrence,Lawrence Family Development Charter School,Charter School,4540205,42.70894380000001,-71.1735933
310 Greylock Street,Lee,Lee Elementary,Public School,1500025,42.3066014,-73.2403483
300 Greylock Street,Lee,Lee Middle/High School,Public School,1500505,42.3062539,-73.24033349999999
174 Paxton Street,Leicester,Leicester High,Public School,1510505,42.253367,-71.908666
11 Memorial School Dr,Leicester,Leicester Memorial Elementary,Public School,1510005,42.2229726,-71.9122442
70 Winslow Avenue,Leicester,Leicester Middle,Public School,1510015,42.2510361,-71.90469279999999
170 Paxton Street,Leicester,Leicester Primary School,Public School,1510010,42.2538098,-71.9070424
197 East Street,Lenox,Lenox Memorial High,Public School,1520505,42.3519255,-73.25903269999999
129 West Street,Lenox,Morris,Public School,1520015,42.355379,-73.297439
145 Pleasant Street,Leominster,Bennett,Public School,1530003,42.5212961,-71.7650483
122 Granite Street,Leominster,Center For Technical Education Innovation,Public School,1530605,42.5338455,-71.7791069
25 DeCicco Dr,Leominster,Fall Brook,Public School,1530007,42.495707,-71.767695
95 Viscoloid Ave,Leominster,Frances Drake School,Public School,1530010,42.5195427,-71.74440899999999
845 Main Street,Leominster,Johnny Appleseed,Public School,1530025,42.5516728,-71.73978699999999
98 Adams Street,Leominster,Leominster Center for Excellence,Public School,1530515,42.52494799999999,-71.7627849
122 Granite Street,Leominster,Leominster High School,Public School,1530505,42.5338455,-71.7791069
100 DeCicco Drive,Leominster,Lincoln School,Public School,1530005,42.4925388,-71.76912639999999
45 Stearns Avenue,Leominster,Northwest,Public School,1530030,42.5359229,-71.76508919999999
115 Priest Street,Leominster,Priest Street,Public School,1530040,42.5373396,-71.75301759999999
100 DeCicco Dr,Leominster,Samoset School,Public School,1530045,42.4925388,-71.76912639999999
500 Kennedy Way,Leominster,Sky View Middle School,Public School,1530320,42.5414628,-71.71583079999999
85 Montague Rd,Leverett,Leverett Elementary,Public School,1540005,42.4629652,-72.4982172
9 Philip Rd,Lexington,Bowman,Public School,1550008,42.4235331,-71.2184267
55 Middleby Rd,Lexington,Bridge,Public School,1550006,42.438059,-71.244149
55 Adams Street,Lexington,Fiske,Public School,1550015,42.4584944,-71.2202099
328 Lowell Street,Lexington,Harrington,Public School,1550030,42.44579340000001,-71.197281
17 Stedman Rd,Lexington,Jonas Clarke Middle,Public School,1550305,42.4299172,-71.22933119999999
117 Grove Street,Lexington,Joseph Estabrook,Public School,1550010,42.4782848,-71.23697829999999
328 Lowell Street,Lexington,Lexington Children's Place,Public School,1550001,42.44579340000001,-71.197281
251 Waltham Street,Lexington,Lexington High,Public School,1550505,42.442493,-71.23305599999999
7 Crosby Road,Lexington,Maria Hastings,Public School,1550035,42.4451821,-71.2534475
99 Hancock Street,Lexington,Wm Diamond Middle,Public School,1550310,42.4641439,-71.22854290000001
27 Lyman Street,Springfield,Libertas Academy Charter School,Charter School,35140305,42.1051305,-72.5938783
6 Ent Road,Hanscom Air Force Bs,Hanscom Middle,Public School,1570305,42.45615919999999,-71.2768892
6 Ent Road,Hanscom Air Force Bs,Hanscom Primary,Public School,1570006,42.45615919999999,-71.2768892
6 Ballfield Rd,Lincoln,Lincoln School,Public School,1570025,42.42113579999999,-71.3132971
390 Lincoln Rd,Sudbury,Lincoln-Sudbury Regional High,Public School,6950505,42.3970587,-71.4001153
56 King Street,Littleton,Littleton High School,Public School,1580505,42.5411961,-71.5073712
55 Russell Street,Littleton,Littleton Middle School,Public School,1580305,42.54268769999999,-71.4853062
57 Russell Street,Littleton,Russell St Elementary,Public School,1580015,42.5453887,-71.4840577
35 Shaker Lane,Littleton,Shaker Lane Elementary,Public School,1580005,42.5305334,-71.45788619999999
275 Blueberry Hill Rd,Longmeadow,Blueberry Hill,Public School,1590005,42.0580761,-72.56110029999999
837 Longmeadow Street,Longmeadow,Center,Public School,1590010,42.0495171,-72.5823951
110 Cambridge Circle,Longmeadow,Glenbrook Middle,Public School,1590017,42.0440429,-72.5493561
95 Grassy Gutter Rd,Longmeadow,Longmeadow High,Public School,1590505,42.0553511,-72.5595434
410 Williams Street,Longmeadow,Williams Middle,Public School,1590305,42.053308,-72.5661514
62 Wolf Swamp Rd,Longmeadow,Wolf Swamp Road,Public School,1590025,42.0381211,-72.56030600000001
300 Chelmsford Street,Lowell,Abraham Lincoln,Public School,1600020,42.6304162,-71.3204572
1140 Gorham Street,Lowell,B.F. Butler Middle School,Public School,1600310,42.6253471,-71.3049685
79 Wannalancit Street,Lowell,Bartlett Community Partnership,Public School,1600090,42.6457042,-71.3283647
130 Pine Street,Lowell,Charles W Morey,Public School,1600030,42.633049,-71.33193469999999
350 Adams Street,Lowell,Charlotte M Murkland Elementary,Public School,1600080,42.6465257,-71.321068
365 West Meadow Road,Lowell,Dr An Wang School,Public School,1600345,42.64866010000001,-71.3496997
175 Campbell Drive,Lowell,Dr Gertrude Bailey,Public School,1600002,42.621407,-71.3355382
149 Ennell Street,Lowell,Greenhalge,Public School,1600015,42.6573991,-71.30918640000002
110 June Street,Lowell,Henry J Robinson Middle,Public School,1600330,42.6586396,-71.30100759999999
150 Fleming Street,Lowell,James S Daley Middle School,Public School,1600315,42.6240987,-71.33677949999999
150 Draper Street,Lowell,James Sullivan Middle School,Public School,1600340,42.6407332,-71.2822145
1158 Gorham Street,Lowell,John J Shaughnessy,Public School,1600050,42.6247058,-71.30504239999999
131 Mammoth Road,Lowell,Joseph McAvinnue,Public School,1600010,42.65249,-71.3346976
560 Broadway Street,Lowell,Kathryn P. Stoklosa Middle School,Public School,1600360,42.6426611,-71.3250539
235 Powell Street,Lowell,Laura Lee Therapeutic Day School,Public School,1600085,42.6263801,-71.3233383
58 Sycamore Street,Lowell,Leblanc Therapeutic Day School,Public School,1600320,42.63377879999999,-71.2857348
50 Father Morrissette Boulevard,Lowell,Lowell High,Public School,1600505,42.6474765,-71.3119406
158 Rogers Street,Lowell,Moody Elementary,Public School,1600027,42.6368996,-71.29734069999999
425 West Meadow Road,Lowell,Pawtucketville Memorial,Public School,1600036,42.6477267,-71.3504694
115 Douglas Road,Lowell,Peter W Reilly,Public School,1600040,42.6411236,-71.2800821
145 Boylston Street,Lowell,Pyne Arts,Public School,1600018,42.6271865,-71.2886312
43 Highland Street,Lowell,Rogers STEM Academy,Public School,1600005,42.63728800000001,-71.3105829
570 Beacon Street,Lowell,S Christa McAuliffe Elementary,Public School,1600075,42.6601587,-71.3025012
125 Smith Street,Lowell,The Career Academy,Public School,1600515,42.6341405,-71.3226741
795 Wilder Street,Lowell,Washington,Public School,1600055,42.6240922,-71.3282285
206 Jackson Street,Lowell,Lowell Community Charter Public School,Charter School,4560050,42.6413674,-71.31228229999999
67 Middle Street,Lowell,Lowell Middlesex Academy Charter School,Charter School,4580505,42.6452177,-71.3097073
766 Chapin Street,Ludlow,Chapin Street Elementary School,Public School,1610020,42.17621,-72.4881398
508 East Street,Ludlow,East Street Elementary School,Public School,1610010,42.16120249999999,-72.4669613
500 Chapin Street,Ludlow,Ludlow Senior High,Public School,1610505,42.1720932,-72.465767
1 Rooney Road,Ludlow,Paul R Baird Middle,Public School,1610305,42.1723852,-72.45915769999999
486 Chapin Street,Ludlow,Veterans Park Elementary,Public School,1610023,42.17064300000001,-72.46551989999999
1079 Massachusetts Avenue,Lunenburg,Lunenburg High,Public School,1620505,42.5978255,-71.71992290000001
1079 Massachusetts Avenue,Lunenburg,Lunenburg Middle School,Public School,1620305,42.5978255,-71.71992290000001
1401 Massachusetts Avenue,Lunenburg,Lunenburg Primary School,Public School,1620010,42.6003607,-71.70142059999999
129 Northfield Road,Lunenburg,Turkey Hill Elementary School,Public School,1620025,42.6021751,-71.71849569999999
34 Hood Street,Lynn,A Drewicz Elementary,Public School,1630016,42.4605981,-70.9692985
409 Eastern Avenue,Lynn,Aborn,Public School,1630011,42.4792175,-70.9331188
90 OCallaghan Way,Lynn,Breed Middle School,Public School,1630405,42.4697,-70.984898
123 Lewis Street,Lynn,Brickett Elementary,Public School,1630020,42.4661199,-70.93099099999999
26 Regina Rd,Lynn,Capt William G Shoemaker,Public School,1630090,42.50484,-70.983587
235 O Callaghan Way,Lynn,Classical High,Public School,1630505,42.4656066,-70.9847758
40 Franklin Street,Lynn,Cobbet Elementary,Public School,1630035,42.4652592,-70.9544774
21 Dexter Street,Lynn,E J Harrington,Public School,1630045,42.4646885,-70.9390538
90 Commercial Street,Lynn,Early Childhood Center,Public School,1630004,42.4597037,-70.9591832
58 Conomo Avenue,Lynn,Edward A Sisson,Public School,1630095,42.48634089999999,-70.9582783
33 North Common Street,Lynn,Fecteau-Leary Junior/Senior High School,Public School,1630525,42.4646951,-70.9549899
24 Oakwood Avenue,Lynn,Hood,Public School,1630055,42.478402,-70.938718
1 Collins Street Terrace,Lynn,Ingalls,Public School,1630060,42.4717128,-70.93661
200 O'Callaghan Way,Lynn,Julia F Callahan,Public School,1630030,42.46669790000001,-70.98479650000002
115 Gardiner Street,Lynn,Lincoln-Thomson,Public School,1630070,42.4678724,-70.9770367
50 Goodridge Street,Lynn,Lynn English High,Public School,1630510,42.4767216,-70.9438917
80 Neptune Blvd,Lynn,Lynn Vocational Technical Institute,Public School,1630605,42.4596933,-70.95496
31 Trevett Avenue,Lynn,Lynn Woods,Public School,1630075,42.4959662,-70.9715645
70 Conomo Avenue,Lynn,Pickering Middle,Public School,1630420,42.4863838,-70.95808339999999
49 Hollingsworth St,Lynn,Robert L Ford,Public School,1630050,42.4713154,-70.94705139999999
25 Ontario Street,Lynn,Sewell-Anderson,Public School,1630085,42.4732906,-70.9679233
100 Brookline Street,Lynn,Thurgood Marshall Mid,Public School,1630305,42.47051030000001,-70.9303266
35 Walnut Street,Lynn,Tracy,Public School,1630100,42.46922199999999,-70.9665687
58 Blossom Street,Lynn,Washington Elementary School,Public School,1630005,42.461671,-70.95403999999999
100 Robinson Street,Lynn,William R Fallon,Public School,1630080,42.46877689999999,-70.970621
50 Elm Street,Lynn,Wm P Connery,Public School,1630040,42.4607246,-70.963047
5 Knoll Road,Lynnfield,Huckleberry Hill,Public School,1640010,42.52308,-71.023392
