address,town,name,type,id,lat,long
384 Underpass Road,Brewster,Stony Brook Elementary,Public School,410005,41.7574309,-70.069279
2 McLellan Street,Dorchester,Bridge Boston Charter School,Charter School,4170205,42.301326,-71.0853976
166 Mt. Prospect Street,Bridgewater,Bridgewater Middle School,Public School,6250320,41.9893098,-70.98461859999999
415 Center Street,Bridgewater,Bridgewater-Raynham Regional,Public School,6250505,41.9888009,-70.9871338
777 Pleasant Street,Raynham,Laliberte Elementary School,Public School,6250050,41.933923,-71.02935099999999
687 Pleasant Street,Raynham,Merrill Elementary School,Public School,6250020,41.9323989,-71.030636
166 Mt. Prospect Street,Bridgewater,Mitchell Elementary School,Public School,6250002,41.9893098,-70.98461859999999
420 Titicut Rd,Raynham,Raynham Middle School,Public School,6250315,41.947072,-71.037151
166 Mt Prospect Street,Bridgewater,Therapeutic Day School,Public School,6250415,41.9893098,-70.98461859999999
200 South Street,Bridgewater,Williams Intermediate School,Public School,6250300,41.9839853,-70.9796137
22 Wales Rd,Brimfield,Brimfield Elementary,Public School,430005,42.1188365,-72.20154149999999
135 Center Street,Dighton,Bristol County Agricultural High,Public School,9100705,41.833788,-71.11335
207 Hart Street,Taunton,Bristol-Plymouth Vocational Technical,Public School,8100605,41.88344660000001,-71.05502969999999
225 Coe Road,Brockton,Ashfield Middle School,Public School,440421,42.1032881,-70.99557109999999
45 Oakdale Street,Brockton,Barrett Russell School,Public School,440007,42.0893194,-71.02834399999999
175 Warren Avenue,Brockton,Brockton Champion High School,Public School,440515,42.0824636,-71.0229518
470 Forest Avenue,Brockton,Brockton High,Public School,440505,42.0701433,-71.03983939999999
135 Jon Drive,Brockton,Brookfield,Public School,440010,42.1178392,-71.0099553
55 Electric Avenue,Brockton,Downey,Public School,440110,42.077899,-70.9939309
135 Belmont Street,Brockton,Dr W Arnone Community School,Public School,440001,42.0801346,-71.02504950000001
464 Centre Street,Brockton,East Middle School,Public School,440405,42.0857895,-71.0006554
380 Plain Street,Brockton,Edgar B Davis,Public School,440023,42.054199,-70.99989409999999
470 Forest Avenue,Brockton,Edison Academy,Public School,440520,42.0701433,-71.03983939999999
175 Warren Avenue,Brockton,Frederick Douglass Academy,Public School,440080,42.0824636,-71.0229518
150 Clinton Street,Brockton,Gilmore School Early Childhood Center,Public School,440050,42.0667342,-71.0126957
20 Union Street,Brockton,Goddard Alternative School,Public School,440400,42.0739581,-71.0179425
125 Pearl Street,Brockton,Hancock,Public School,440045,42.085522,-71.06695479999999
1121 Warren Avenue,Brockton,Huntington,Public School,440055,42.062674,-71.019644
900 Ash Street,Brockton,John F Kennedy,Public School,440017,42.0594557,-71.0370894
250 Crescent Street,Brockton,Joseph F. Plouffe Academy,Public School,440422,42.0806649,-71.01178829999999
472 North Main Street,Brockton,Louis F Angelo Elementary,Public School,440065,42.09516929999999,-71.02002089999999
180 Colonel Bell Drive,Brockton,Manthala George Jr. School,Public School,440003,42.0964843,-71.04013379999999
45 Quincy Street,Brockton,Mary E. Baker School,Public School,440002,42.0935227,-70.9898868
108 Oak Street,Brockton,North Middle School,Public School,440410,42.102444,-71.02918749999999
125 Oak Street,Brockton,Oscar F Raymond,Public School,440078,42.1028695,-71.0301887
105 Keith Ave Ext,Brockton,South Middle School,Public School,440415,42.0602243,-71.0200697
271 West St,Brockton,West Middle School,Public School,440420,42.0792607,-71.0454752
190 Cummins Highway,Roslindale,Brooke Charter School,Charter School,4280305,42.28183,-71.1216865
1 Central Street,Brookfield,Brookfield Elementary,Public School,450005,42.2150708,-72.1024123
115 Greenough Street,Brookline,Brookline Early Education Program at Beacon,Public School,460001,42.3332148,-71.1291829
194 Grove Street,Chestnut Hill,Brookline Early Education Program at Putterham,Public School,460002,42.3025573,-71.1515843
115 Greenough Street,Brookline,Brookline High,Public School,460505,42.3332148,-71.1291829
205 Beverly Rd,Chestnut Hill,Edith C Baker,Public School,460005,42.3037386,-71.15757810000001
194 Boylston St,Brookline,Edward Devotion,Public School,460015,42.3304847,-71.1220522
100 Eliot Street,Chestnut Hill,Heath,Public School,460025,42.3278673,-71.1481441
50 Druce Street,Brookline,John D Runkle,Public School,460045,42.3341714,-71.1421518
27 Francis Street,Brookline,Lawrence,Public School,460030,42.3392876,-71.1141815
64 Westbourne Terrace,Brookline,Michael Driscoll,Public School,460020,42.3410616,-71.1365015
50 School Street,Brookline,Pierce,Public School,460040,42.3357114,-71.1208431
599 Brookline Avenue,Brookline,The Lynch Center,Public School,460060,42.3338097,-71.1130514
19 Kennard Rd,Brookline,William H Lincoln,Public School,460035,42.3284886,-71.12937649999999
123 Cambridge Street,Burlington,Burlington High,Public School,480505,42.49592080000001,-71.1980741
1 Fox Hill Rd,Burlington,Fox Hill,Public School,480007,42.5175778,-71.19665839999999
41 Terrace Hall Avenue,Burlington,Francis Wyman Elementary,Public School,480035,42.50180599999999,-71.215396
114 Winn Street,Burlington,Marshall Simonds Middle,Public School,480303,42.502078,-71.1811759
125 Winn Street,Burlington,Memorial,Public School,480015,42.5006399,-71.1835889
1 Pine Glen Way,Burlington,Pine Glen Elementary,Public School,480020,42.52230369999999,-71.20715620000001
15 Upton Street,Cambridge,Amigos School,Public School,490006,42.3628341,-71.10853139999999
459 Broadway Ave,Cambridge,Cambridge Rindge and Latin,Public School,490506,42.3744083,-71.1106136
158 Spring Street,Cambridge,Cambridge Street Upper School,Public School,490305,42.3691032,-71.0868342
89 Elm Street,Cambridge,Cambridgeport,Public School,490007,42.3694079,-71.0977924
225 Windsor Street,Cambridge,Fletcher/Maynard Academy,Public School,490090,42.366809,-71.0959045
44 Linnaean Street,Cambridge,Graham and Parks,Public School,490080,42.3830686,-71.1239899
110 Cushing Street,Cambridge,Haggerty,Public School,490020,42.3781208,-71.1524555
197 Vassal Lane,Cambridge,John M Tobin,Public School,490065,42.3843907,-71.1397483
158 Spring Street,Cambridge,Kennedy-Longfellow,Public School,490040,42.3691032,-71.0868342
359 Broadway,Cambridge,King Open,Public School,490035,42.3709148,-71.1039954
28 Sacramento Street,Cambridge,Maria L. Baldwin,Public School,490005,42.38233109999999,-71.1166671
102 Putnam Avenue,Cambridge,Martin Luther King Jr.,Public School,490030,42.3668539,-71.1129815
40 Granite Street,Cambridge,Morse,Public School,490045,42.3559172,-71.11269
70 Rindge Avenue,Cambridge,Peabody,Public School,490050,42.391922,-71.1280895
100 Putnam Avenue,Cambridge,Putnam Avenue Upper School,Public School,490310,42.3667886,-71.1129155
70 Rindge Avenue,Cambridge,Rindge Avenue Upper School,Public School,490315,42.391922,-71.1280895
197 Vassal Lane,Cambridge,Vassal Lane Upper School,Public School,490320,42.3843907,-71.1397483
900 Washington Street,Canton,Canton High,Public School,500505,42.16282959999999,-71.14529759999999
45 Independence St,Canton,Dean S Luce,Public School,500020,42.1603866,-71.1330148
100 Dedham Street,Canton,John F Kennedy,Public School,500017,42.17534250000001,-71.1426676
25 Pecunit Street,Canton,Lt Peter M Hansen,Public School,500012,42.1834269,-71.1290673
960 Washington Street,Canton,Rodman Early Childhood Center,Public School,500010,42.1634298,-71.1444254
55 Pecunit Street,Canton,Wm H Galvin Middle,Public School,500305,42.1857859,-71.13198369999999
195 Route 137,East Harwich,Cape Cod Lighthouse Charter School,Charter School,4320530,41.7109152,-70.0255561
351 Pleasant Lake Avenue,Harwich,Cape Cod Region Vocational Technical,Public School,8150605,41.7108249,-70.0755788
83 School Street,Carlisle,Carlisle School,Public School,510025,42.52644,-71.3490047
85 Main Street,Carver,Carver Elementary School,Public School,520015,41.8911097,-70.7724576
60 South Meadow Road,Carver,Carver Middle/High School,Public School,520405,41.8937277,-70.75568679999999
12 Maple Street,Becket,Becket Washington School,Public School,6350005,42.3321016,-73.08307099999999
71 Park Avenue,Dalton,Craneville,Public School,6350025,42.4750981,-73.1756408
80 Maple Street,Hinsdale,Kittredge,Public School,6350035,42.438496,-73.121134
35 Fox Road,Dalton,Nessacus Regional Middle School,Public School,6350305,42.468061,-73.138905
150 Windsor Rd,Dalton,Wahconah Regional High,Public School,6350505,42.470249,-73.13829199999999
25 Maple Road,Chelmsford,Byam School,Public School,560030,42.5714415,-71.38067
84 Billerica Road,Chelmsford,Center Elementary School,Public School,560005,42.5990881,-71.34373830000001
120 Richardson Rd,North Chelmsford,Charles D Harrington,Public School,560025,42.6226782,-71.3792172
200 Richardson Rd,North Chelmsford,Chelmsford High,Public School,560505,42.6214956,-71.37562609999999
75 Graniteville Rd,Chelmsford,Col Moses Parker School,Public School,560305,42.6187263,-71.3835033
170 Dalton Road,Chelmsford,Community Education Center,Public School,560001,42.6116664,-71.341979
250 North Rd,Chelmsford,McCarthy Middle School,Public School,560310,42.6190597,-71.3672309
250 Boston Rd,Chelmsford,South Row,Public School,560015,42.5772055,-71.3358472
299 Everett Avenue,Chelsea,Chelsea High,Public School,570505,42.400561,-71.040274
8 Clark Avenue,Chelsea,Clark Avenue School,Public School,570050,42.3961021,-71.0308185
300 Crescent Avenue,Chelsea,Edgar A Hooks Elementary,Public School,570030,42.39942,-71.0191305
180 Walnut Street,Chelsea,Eugene Wright Science and Technology Academy,Public School,570045,42.3938764,-71.0368576
300 Crescent Avenue,Chelsea,Frank M Sokolowski Elementary,Public School,570040,42.39942,-71.0191305
300 Crescent Avenue,Chelsea,George F. Kelly Elementary,Public School,570035,42.39942,-71.0191305
180 Walnut Street,Chelsea,Joseph A. Browne School,Public School,570055,42.3938764,-71.0368576
99 Hawthorn Street,Chelsea,Shurtleff Early Childhood,Public School,570003,42.3897545,-71.0353452
300 Crescent Avenue,Chelsea,William A Berkowitz Elementary,Public School,570025,42.39942,-71.0191305
30 Smith Rd,Chesterfield,New Hingham Regional Elementary,Public School,6320025,42.4027341,-72.8486545
44 Connell Street,Chicopee,Barry,Public School,610003,42.1662194,-72.5878769
125 Montgomery St.,Chicopee,Belcher,Public School,610010,42.1632157,-72.5836941
314 Pendleton Avenue,Chicopee,Bellamy Middle,Public School,610305,42.1905146,-72.5875592
115 Hampden Street,Chicopee,Bowe,Public School,610015,42.1406644,-72.6086085
80 D.A.R.E. Way,Chicopee,Bowie,Public School,610020,42.19778410000001,-72.55884189999999
12 DARE Way,Chicopee,Chicopee Academy,Public School,610021,42.1982717,-72.5614154
617 Montgomery Street,Chicopee,Chicopee Comprehensive High School,Public School,610510,42.1767696,-72.5922296
820 Front Street,Chicopee,Chicopee High,Public School,610505,42.14892589999999,-72.5857556
650 Front Street,Chicopee,Dupont Middle,Public School,610310,42.1466122,-72.5924411
26 Memorial Ave.,Chicopee,Fairview Elementary,Public School,610050,42.20759820000001,-72.57474479999999
720 Meadow Street,Chicopee,Gen John J Stefanik,Public School,610090,42.16699089999999,-72.6155532
99 Kendall Street,Chicopee,Lambert-Lavoie,Public School,610040,42.1763007,-72.5951934
135 Litwin Lane,Chicopee,Litwin,Public School,610022,42.1747123,-72.5243172
40 Streiber Drive,Chicopee,Streiber Memorial School,Public School,610065,42.1950989,-72.5762987
66 Macek Drive,Chicopee,Szetela Early Childhood Center,Public School,610001,42.1597223,-72.602158
139 Newbury St,Framingham,Christa McAuliffe Charter Public School,Charter School,4180305,42.307738,-71.3950009
58 Circuit Street,Roxbury,City on a Hill Charter Public School Circuit Street,Charter School,4370505,42.32396749999999,-71.0875567
2179 Washington Street,Roxbury,City on a Hill Charter Public School Dudley Square,Charter School,35040505,42.3313463,-71.0823899
384 Acushnet Ave,New Bedford,City on a Hill Charter Public School New Bedford,Charter School,35070505,41.635816,-70.924939
777 W Crossroad,Clarksburg,Clarksburg Elementary,Public School,630010,42.720858,-73.09989759999999
100 Church Street,Clinton,Clinton Elementary,Public School,640050,42.4185556,-71.68656399999999
100 West Boylston Street,Clinton,Clinton Middle School,Public School,640305,42.4086861,-71.7021932
200 West Boylston Street,Clinton,Clinton Senior High,Public School,640505,42.4091588,-71.7058081
637 Washington Street,Dorchester,Codman Academy Charter Public School,Charter School,4380505,42.28941450000001,-71.07205450000001
143 Pond Street,Cohasset,Cohasset Middle/High School,Public School,650505,42.232033,-70.80896600000001
208 Sohier St,Cohasset,Deer Hill,Public School,650005,42.2375803,-70.816459
210 Sohier St,Cohasset,Joseph Osgood,Public School,650010,42.237278,-70.812873
1857 Middlesex Street,Lowell,Collegiate Charter School of Lowell,Charter School,35030205,42.6363115,-71.3581109
245 Bent Street,Cambridge,Community Charter School of Cambridge,Charter School,4360305,42.36769779999999,-71.0851986
50 Pleasant Street,Lawrence,Community Day Charter Public School - Gateway,Charter School,4260205,42.7126509,-71.1449446
190 Hampshire Street,Lawrence,Community Day Charter Public School - Prospect,Charter School,4400205,42.7095045,-71.1677224
50 Pleasant Street,Lawrence,Community Day Charter Public School - R. Kingman Webster,Charter School,4310205,42.7126509,-71.1449446
93 Laurel Street,Concord,Alcott,Public School,670005,42.4534203,-71.3463328
835 Old Marlboro Rd,Concord,Concord Middle,Public School,670305,42.4404322,-71.39658229999999
29 Prairie Street,Concord,Thoreau,Public School,670020,42.4516552,-71.3974336
185 Powder Mill Rd,Concord,Willard,Public School,670030,42.429251,-71.382042
500 Walden Street,Concord,Concord Carlisle High,Public School,6400505,42.447243,-71.347501
2120 Dorchester Avenue,Dorchester,Conservatory Lab Charter School,Charter School,4390050,42.2768373,-71.065882
24 Fournier Rd.,Conway,Conway Grammar,Public School,680005,42.5084104,-72.6753414
60 Cabot Road,Danvers,Danvers High,Public School,710505,42.5826398,-70.9317256
76 Pickering Street,Danvers,Great Oak,Public School,710015,42.5698369,-70.9486897
190 Hobart,Danvers,Highlands,Public School,710010,42.564421,-70.95931929999999
55 Conant Street,Danvers,Holten Richmond Middle School,Public School,710305,42.5675706,-70.9295556
15 Lobao Drive,Danvers,Ivan G Smith,Public School,710032,42.5876438,-70.9539064
95 Liberty Street,Danvers,Riverside,Public School,710030,42.5601388,-70.92357439999999
1 Avon Rd,Danvers,Willis E Thorpe,Public School,710045,42.5734324,-70.92290489999999
746 Dartmouth Street,Dartmouth,Andrew B. Cushman School,Public School,720005,41.5980815,-70.94142599999999
555 Bakerville Road,Dartmouth,Dartmouth High,Public School,720505,41.5940391,-70.9780713
366 Slocum Road,North Dartmouth,Dartmouth Middle,Public School,720050,41.62748029999999,-70.964868
185 Cross Rd,North Dartmouth,George H Potter,Public School,720030,41.645281,-71.00881799999999
529 Hawthorn Street,Dartmouth,James M. Quinn School,Public School,720040,41.62763930000001,-70.960174
654 Dartmouth Street,South Dartmouth,Joseph Demello,Public School,720015,41.6051827,-70.93984619999999
336 High Street,Dedham,Avery,Public School,730010,42.2471126,-71.16177739999999
140 Whiting Avenue,Dedham,Dedham High,Public School,730505,42.2459247,-71.1620287
70 Whiting Avenue,Dedham,Dedham Middle School,Public School,730305,42.2443828,-71.1662705
322 Sprague Street,Dedham,Early Childhood Center,Public School,730005,42.231403,-71.146965
191 Greenlodge Street,Dedham,Greenlodge,Public School,730025,42.2246616,-71.1559056
147 Cedar Street,Dedham,Oakdale,Public School,730030,42.2390219,-71.15336599999999
143 Needham Street,Dedham,Riverdale,Public School,730045,42.27015919999999,-71.1803159
21 Pleasant Street,South Deerfield,Deerfield Elementary,Public School,740015,42.480992,-72.60839
210 Station Avenue,South Yarmouth,Dennis-Yarmouth Regional High,Public School,6450505,41.6775776,-70.1932971
810 Route 28,West Dennis,Ezra H Baker Innovation School,Public School,6450005,41.66797,-70.15295400000001
440 Higgins Crowell Rd,West Yarmouth,Marguerite E Small Elementary,Public School,6450015,41.67362440000001,-70.24609579999999
400 Higgins Crowell Rd,West Yarmouth,Mattacheese Middle School,Public School,6450305,41.6724755,-70.2470577
276 Station Avenue,South Yarmouth,Station Avenue Elementary,Public School,6450025,41.6802119,-70.19768119999999
1250 Somerset Avenue,Dighton,Dighton Elementary,Public School,6500005,41.8354466,-71.12129159999999
1250R Somerset Avenue,Dighton,Dighton Middle School,Public School,6500305,41.8354466,-71.12129159999999
2700 Regional Rd,North Dighton,Dighton-Rehoboth Regional High School,Public School,6500505,41.853402,-71.19667799999999
330R Winthrop Street,Rehoboth,Dorothy L Beckwith,Public School,6500310,41.8480487,-71.2506145
326 Winthrop Street,Rehoboth,Palmer River,Public School,6500010,41.8484722,-71.2524267
19 Davis Street,Douglas,Douglas Elementary School,Public School,770015,42.0715655,-71.70295519999999
33 Davis Street,Douglas,Douglas High School,Public School,770505,42.0706549,-71.7018733
21 Davis Street,Douglas,Douglas Middle School,Public School,770305,42.0713877,-71.7027765
17 Gleason Court,Douglas,Douglas Primary School,Public School,770005,42.0706114,-71.70887739999999
29 Cross Street,Dover,Chickering,Public School,780005,42.2509526,-71.2716884
9 Junction Street,Dover,Dover-Sherborn Regional High,Public School,6550505,42.2184631,-71.32386989999999
155 Farm Street,Dover,Dover-Sherborn Regional Middle School,Public School,6550405,42.2191892,-71.3231071
1560 Lakeview Avenue,Dracut,Brookside Elementary,Public School,790035,42.67307,-71.3418868
1540 Lakeview Avenue,Dracut,Dracut Senior High,Public School,790505,42.6751065,-71.336613
1580 Lakeview Ave,Dracut,George H. Englesby Elementary School,Public School,790045,42.676328,-71.3380371
37 Greenmont Avenue,Dracut,Greenmont Avenue,Public School,790030,42.6691409,-71.30813309999999
1021 Methuen Street,Dracut,Joseph A Campbell Elementary,Public School,790020,42.6633565,-71.2641119
1570 Lakeview Ave,Dracut,Justus C. Richardson Middle School,Public School,790410,42.6752281,-71.3400382
6 Shirley Street,Boston,Dudley Street Neighborhood Charter School,Charter School,4070405,42.3235262,-71.072897
9 Burlingame Road,Charlton,Charlton Elementary,Public School,6580020,42.132128,-71.97109549999999
2 Oxford Road,Charlton,Charlton Middle School,Public School,6580310,42.1344656,-71.9415788
16 School Street,Dudley,Dudley Elementary,Public School,6580005,42.0557735,-71.8874688
70 Dudley-Oxford Road,Dudley,Dudley Middle School,Public School,6580305,42.054296,-71.914208
34 Oxford Rd,Charlton,Heritage School,Public School,6580030,42.1324485,-71.9364073
20 Mason Road,Dudley,Mason Road School,Public School,6580010,42.0461943,-71.905267
68 Dudley Oxford Road,Dudley,Shepherd Hill Regional High,Public School,6580505,42.0541405,-71.9185921
75 Alden Street,Duxbury,Alden School,Public School,820004,42.04718990000001,-70.6834658
93 Chandler Street,Duxbury,Chandler Elementary,Public School,820006,42.03536709999999,-70.7380843
130 St. George Street,Duxbury,Duxbury High,Public School,820505,42.0472962,-70.6797031
71 Alden Street,Duxbury,Duxbury Middle,Public School,820305,42.0463205,-70.6790706
107 Central Street,East Bridgewater,Central,Public School,830005,42.0309059,-70.9573279
143 Plymouth Street,East Bridgewater,East Bridgewater JR./SR. High School,Public School,830505,42.0284758,-70.9545017
435 Central Street,East Bridgewater,Gordon W Mitchell,Public School,830010,42.02854689999999,-70.9451404
50 Hanward Hill,East Longmeadow,Birchland Park,Public School,870305,42.0692937,-72.50763119999999
180 Maple Street,East Longmeadow,East Longmeadow High,Public School,870505,42.0585773,-72.5249754
175 Mapleshade Avenue,East Longmeadow,Mapleshade,Public School,870010,42.0728282,-72.50689729999999
607 Parker Street,East Longmeadow,Meadow Brook,Public School,870013,42.0784499,-72.4841469
77 Hampden Rd,East Longmeadow,Mountain View,Public School,870015,42.0517514,-72.4833957
200 Schoolhouse Road,Eastham,Eastham Elementary,Public School,850005,41.8410628,-69.97377949999999
9 School Street,Easthampton,Center School,Public School,860005,42.2685881,-72.67240319999999
70 Williston Avenue,Easthampton,Easthampton High,Public School,860505,42.260141,-72.671048
7 Chapel Street,Easthampton,Maple,Public School,860010,42.2647872,-72.6638334
4 Park Street,Easthampton,Neil A Pepin,Public School,860020,42.268491,-72.673281
200 Park Street,Easthampton,White Brook Middle School,Public School,860305,42.2529099,-72.6789048
388 Depot Street,South Easton,Center School,Public School,880003,42.0345906,-71.0994395
98 Columbus Avenue,North Easton,Easton Middle School,Public School,880405,42.0594143,-71.1102459
360 Washington Street,North Easton,Moreau Hall,Public School,880020,42.061629,-71.08622799999999
100 Lothrop Street,North Easton,Oliver Ames High,Public School,880505,42.0551584,-71.1110324
50 Spooner Street,North Easton,Parkview Elementary,Public School,880015,42.058015,-71.1084114
101 Lothrop Street,North Easton,Richardson Olmsted School,Public School,880025,42.057977,-71.111183
35 Robinson Road,Edgartown,Edgartown Elementary,Public School,890005,41.3899304,-70.5227395
360 Huntington Avenue,Boston,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),Charter School,4520505,42.339256,-71.090803
28 Northfield Road,Erving,Erving Elementary,Public School,910030,42.58813,-72.4845168
P.O. Box 346,Hathorne,Essex Technical High School,Public School,8170505,42.5862053,-70.97449639999999
78 Tileston Street,Everett,Adams School,Public School,930003,42.4049523,-71.0654488
22 Church Street,Everett,Devens School,Public School,930030,42.408377,-71.05584
100 Elm Street,Everett,Everett High,Public School,930505,42.4144322,-71.0437089
20 Nichols Street,Everett,George Keverian School,Public School,930028,42.4089217,-71.04481439999999
117 Edith Street,Everett,Lafayette School,Public School,930038,42.4219255,-71.0510472
105 Woodville Street,Everett,Madeline English School,Public School,930018,42.4134723,-71.0691208
587 Broadway Street,Everett,Parlin School,Public School,930058,42.410812,-71.05061289999999
337 Broadway,Everett,Sumner G. Whittier School,Public School,930010,42.40386,-71.057718
30 Darmouth Street,Everett,Webster School,Public School,930015,42.4124632,-71.03890679999999
58 Moore Street,East Boston,Excel Academy Charter School,Charter School,4100205,42.38270199999999,-71.018783
2 New Boston Road,Fairhaven,East Fairhaven,Public School,940010,41.64884989999999,-70.86121829999999
12 Huttleston Avenue,Fairhaven,Fairhaven High,Public School,940505,41.64356009999999,-70.9054384
30 School Street,Fairhaven,Hastings Middle,Public School,940305,41.6469351,-70.8981203
60 Sconticut Neck Road,Fairhaven,Leroy Wood,Public School,940030,41.6367066,-70.8803265
360 Elsbree Street,Fall River,B M C Durfee High,Public School,950505,41.7155254,-71.1315499
525 Slade Street,Fall River,Carlton M. Viveiros Elementary School,Public School,950009,41.6859092,-71.17673669999999
360 Elsbree Street,Fall River,Fall River Gateway to College @ BCC,Public School,950515,41.7155254,-71.1315499
151 Amity Street,Fall River,Henry Lord Community School,Public School,950017,41.6724347,-71.1690267
711 Ray Street,Fall River,James Tansey,Public School,950140,41.718721,-71.13086899999999
101 Fountain Street,Fall River,John J Doran,Public School,950045,41.7001697,-71.1651181
323 Anthony Street,Fall River,Letourneau Elementary School,Public School,950013,41.673469,-71.1558
160 Wall Street,Fall River,Mary Fonseca Elementary School,Public School,950011,41.7011651,-71.1385885
52 Globe Mills Avenue,Fall River,Matthew J Kuss Middle,Public School,950320,41.69275570000001,-71.1805913
1135 North Main Street,Fall River,Morton Middle,Public School,950315,41.7164201,-71.15002989999999
1899 Meridian Street,Fall River,North End Elementary,Public School,950005,41.733566,-71.11113250000001
290 Rock Street,Fall River,Resiliency Middle School,Public School,950335,41.7059346,-71.1528695
290 Rock Street,Fall River,Resiliency Preparatory School,Public School,950325,41.7059346,-71.1528695
935 Eastern Avenue,Fall River,Samuel Watson,Public School,950145,41.68435090000001,-71.1305752
1400 President Avenue,Fall River,Spencer Borden,Public School,950130,41.7135656,-71.1310244
1207 Globe Street,Fall River,Stone Day School,Public School,950340,41.6839359,-71.1602829
124 Melrose Street,Fall River,Talbot Innovation School,Public School,950305,41.6932286,-71.1252755
409 Cambridge Street,Fall River,William S Greene,Public School,950065,41.6860438,-71.1523383
33 Davisville Rd,East Falmouth,East Falmouth Elementary,Public School,960005,41.5768852,-70.56051939999999
874 Gifford Street,Falmouth,Falmouth High,Public School,960505,41.5900431,-70.6075906
113 Lakeview Avenue,Falmouth,Lawrence,Public School,960405,41.5552915,-70.6156196
323 Jones Road,Falmouth,Morse Pond School,Public School,960305,41.559517,-70.605448
130 Katherine Lee Bates Rd,Falmouth,Mullen-Hall,Public School,960020,41.5539549,-70.61345
62 Old Main Road,North Falmouth,North Falmouth Elementary,Public School,960030,41.637673,-70.6216226
45 Maravista Ave Ext,East Falmouth,Teaticket,Public School,960015,41.5676505,-70.59101129999999
555 N Main Street,Otis,Farmington River Elementary,Public School,6620020,42.2061304,-73.09407039999999
98 Academy Street,Fitchburg,Arthur M Longsjo Middle School,Public School,970315,42.5864339,-71.80051379999999
200 Bigelow Dr,Fitchburg,Crocker Elementary,Public School,970016,42.6040437,-71.80640050000001
140 Arn-How Farm Rd,Fitchburg,Fitchburg High,Public School,970505,42.6212679,-71.8025146
111 Goodrich Street,Fitchburg,Goodrich Academy,Public School,970510,42.5781353,-71.78167069999999
67 Rindge Road,Fitchburg,McKay Arts Academy,Public School,970340,42.5939332,-71.7890393
615 Rollstone Street,Fitchburg,Memorial Intermediate,Public School,970048,42.57179,-71.811206
70 Reingold Avenue,Fitchburg,Reingold Elementary,Public School,970043,42.571385,-71.830917
376 South Street,Fitchburg,South Street Elementary,Public School,970060,42.5710331,-71.79779880000001
56 North County Rd,Florida,Abbott Memorial,Public School,980005,42.6929682,-73.032252
248 Colrain Road,Greenfield,Four Rivers Charter Public School,Charter School,4130505,42.596248,-72.62071499999999
196 South Street,Foxborough,Charles Taylor Elementary,Public School,990050,42.0486549,-71.253691
120 South Street,Foxborough,Foxborough High,Public School,990505,42.0545821,-71.250376
111 Mechanic Street,Foxborough,John J Ahern,Public School,990405,42.0701495,-71.2388553
16 Morse Street,Foxborough,Mabelle M Burrell,Public School,990015,42.0610679,-71.2061267
70 Carpenter Street,Foxborough,Vincent M Igo Elementary,Public School,990020,42.061279,-71.25026849999999
131 Central Street,Foxborough,Foxborough Regional Charter School,Charter School,4460550,42.05689,-71.244916
100 Dudley Rd,Framingham,Barbieri Elementary,Public School,1000035,42.2796342,-71.4323095
575 Pleasant Street,Framingham,Brophy,Public School,1000006,42.30646520000001,-71.4641752
215 Elm Street,Framingham,Cameron Middle School,Public School,1000302,42.33314319999999,-71.3999324
48 Frost Street,Framingham,Charlotte A Dunning,Public School,1000007,42.3215904,-71.4304676
115 A Street,Framingham,Framingham High School,Public School,1000515,42.3175031,-71.40209650000001
31 Flagg Drive,Framingham,Fuller Middle,Public School,1000305,42.2940744,-71.4172676
729 Water Street,Framingham,Hemenway,Public School,1000015,42.330416,-71.4323464
29 Upper Joclyn Avenue,Framingham,Juniper Hill School,Public School,1000001,42.3116938,-71.4104646
454 Water Street,Framingham,King Elementary School,Public School,1000005,42.32524009999999,-71.4208408
25 Elm Street,Framingham,Mary E Stapleton Elementary,Public School,1000045,42.3267309,-71.39999360000002
8 Flagg Drive,Framingham,Miriam F McCarthy School,Public School,1000050,42.2916714,-71.4162954
492 Potter Rd,Framingham,Potter Road,Public School,1000039,42.336708,-71.414839
301 Brook Street,Framingham,Walsh Middle,Public School,1000310,42.3228161,-71.4269632
169 Leland Street,Framingham,Woodrow Wilson,Public School,1000055,42.2711905,-71.39827009999999
49 Antietam St,Devens,Francis W. Parker Charter Essential School,Charter School,4780505,42.5489,-71.60629999999999
500 Lincoln Street,Franklin,Annie Sullivan Middle School,Public School,1010040,42.1091748,-71.39769609999999
137 West Central Street,Franklin,Davis Thayer,Public School,1010035,42.083771,-71.40235539999999
224 Oak Street,Franklin,Franklin Early Childhood Development Center,Public School,1010003,42.0915366,-71.4061334
218 Oak Street,Franklin,Franklin High,Public School,1010505,42.0952588,-71.41145829999999
500 Lincoln Street,Franklin,Helen Keller Elementary,Public School,1010012,42.1091748,-71.39769609999999
224 Oak Street,Franklin,Horace Mann,Public School,1010405,42.0915366,-71.4061334
551 Pond Street,Franklin,J F Kennedy Memorial,Public School,1010013,42.1085197,-71.4273824
628 Washington Street,Franklin,Jefferson Elementary,Public School,1010010,42.0524654,-71.4182607
224 Oak Street,Franklin,Oak Street Elementary,Public School,1010030,42.0915366,-71.4061334
235 Wachusett Street,Franklin,Parmenter,Public School,1010032,42.0720328,-71.3957867
628 Washington Street,Franklin,Remington Middle,Public School,1010310,42.0524654,-71.4182607
