school id,year,percent attending college/univ,percent attending prive two year,percent attending private four year,percent attending public two year,percent attending public four year
940505,2006,14.1,0.0,75.0,8.3,16.7
950505,2006,7.0,0.0,58.8,8.8,32.4
960505,2006,19.4,1.8,61.8,1.8,34.5
970505,2006,7.8,0.0,40.7,22.2,37.0
990505,2006,24.3,0.0,41.2,9.8,49.0
1000515,2006,24.5,0.0,53.5,5.3,41.2
1010505,2006,35.3,0.0,69.7,1.6,28.7
1030505,2006,14.2,0.0,53.6,3.6,42.9
1050505,2006,26.4,4.2,66.7,4.2,25.0
1070505,2006,15.1,0.0,63.9,0.0,36.1
1100505,2006,28.8,0.0,46.7,0.0,53.3
1110505,2006,10.4,0.0,75.0,12.5,12.5
1140505,2006,10.9,0.0,54.5,18.2,27.3
1170505,2006,20.0,0.0,57.1,0.0,42.9
1220505,2006,30.7,0.0,69.1,1.8,29.1
1250505,2006,40.4,2.8,83.3,0.0,13.9
1270505,2006,26.7,0.0,50.0,12.5,37.5
1280505,2006,15.0,1.8,54.4,3.5,40.4
1310505,2006,52.9,0.0,69.5,0.0,30.5
1330505,2006,3.4,0.0,100.0,0.0,0.0
1360505,2006,47.1,1.0,50.5,2.1,46.4
1370505,2006,8.4,0.0,61.1,11.1,27.8
1370605,2006,2.9,0.0,100.0,0.0,0.0
1380505,2006,29.6,0.0,71.4,4.8,23.8
1390505,2006,35.3,0.0,60.8,0.0,39.2
1410505,2006,23.4,0.0,65.9,2.4,31.7
1420505,2006,9.2,0.0,57.1,14.3,28.6
1440505,2006,33.3,2.3,50.0,4.5,43.2
1500505,2006,9.5,0.0,50.0,0.0,50.0
1510505,2006,10.4,0.0,75.0,8.3,16.7
1520505,2006,39.4,0.0,73.1,3.8,23.1
1530505,2006,15.3,4.3,51.1,4.3,40.4
1530605,2006,10.0,0.0,70.0,10.0,20.0
1550505,2006,47.2,0.0,70.4,1.5,28.1
1580505,2006,21.2,0.0,50.0,0.0,50.0
1590505,2006,40.2,0.0,71.0,0.9,28.0
1600505,2006,7.8,0.0,66.7,3.7,29.6
1610505,2006,5.7,0.0,50.0,21.4,28.6
1620505,2006,12.0,0.0,56.3,0.0,43.8
1630505,2006,10.1,0.0,58.1,6.5,35.5
1630510,2006,5.4,0.0,70.6,11.8,17.6
1630605,2006,3.7,0.0,57.1,42.9,0.0
1640505,2006,37.8,0.0,68.9,0.0,31.1
1650505,2006,7.3,0.0,52.0,28.0,20.0
1670505,2006,29.0,1.3,46.3,2.5,50.0
1680505,2006,42.9,0.0,56.9,0.9,42.2
1700505,2006,24.0,0.0,71.7,3.8,24.5
1710505,2006,29.1,0.0,53.8,3.2,43.0
1720505,2006,25.3,0.0,50.0,10.5,39.5
1740505,2006,20.3,0.0,38.5,0.0,61.5
1750505,2006,59.7,0.0,66.7,0.0,33.3
1760505,2006,11.2,0.0,62.5,6.3,31.3
1760605,2006,0.0,0.0,0.0,0.0,0.0
1770505,2006,29.1,0.0,54.7,3.8,41.5
1780505,2006,22.5,1.9,63.0,0.0,35.2
1810505,2006,13.7,0.0,48.3,8.6,43.1
1820505,2006,14.4,16.1,61.3,3.2,19.4
1850505,2006,21.0,2.0,66.0,4.0,28.0
1860505,2006,11.1,0.0,64.3,0.0,35.7
1870505,2006,26.7,0.0,85.0,0.0,15.0
1890505,2006,23.8,1.8,71.4,1.8,25.0
1970505,2006,40.2,0.0,60.0,2.9,37.1
1980505,2006,30.7,0.0,62.1,3.2,34.7
1990505,2006,53.9,0.0,71.1,0.6,28.3
2010505,2006,10.8,1.6,73.8,3.3,21.3
2040505,2006,35.4,0.0,53.7,1.5,44.8
2070505,2006,38.9,0.0,72.3,1.0,26.7
2070510,2006,44.4,0.0,65.7,0.6,33.7
2090505,2006,20.7,0.0,64.0,8.0,28.0
2100505,2006,31.0,0.0,76.2,0.0,23.8
2110505,2006,26.5,1.3,55.1,5.1,38.5
2120505,2006,34.4,0.0,44.8,19.5,35.6
2140505,2006,11.0,0.0,75.0,0.0,25.0
2150505,2006,10.0,0.0,80.0,20.0,0.0
2170505,2006,18.4,0.0,66.7,0.0,33.3
2180505,2006,19.5,0.0,61.5,3.8,34.6
2190505,2006,41.8,0.0,69.6,0.0,30.4
2200505,2006,26.7,1.4,72.5,0.0,26.1
2260505,2006,9.4,0.0,46.2,15.4,38.5
2270505,2006,5.1,0.0,40.0,20.0,40.0
2290510,2006,14.2,0.0,55.2,5.2,39.7
2310505,2006,15.7,4.2,45.8,4.2,45.8
2360505,2006,10.7,0.0,61.1,11.1,27.8
2360510,2006,13.3,0.0,62.1,17.2,20.7
2390505,2006,16.1,0.0,65.8,13.2,21.1
2390515,2006,17.8,0.0,73.3,0.0,26.7
2430505,2006,6.8,0.0,63.6,9.1,27.3
2430510,2006,9.2,0.0,78.4,5.4,16.2
2440505,2006,9.5,0.0,61.1,11.1,27.8
2460505,2006,31.4,0.0,62.4,4.3,33.3
2480505,2006,5.4,0.0,40.0,6.7,53.3
2480520,2006,0.0,0.0,0.0,0.0,0.0
2510505,2006,18.0,0.0,42.4,6.1,51.5
2520510,2006,17.1,0.0,50.0,8.3,41.7
2580505,2006,11.1,0.0,60.0,13.3,26.7
2610505,2006,27.7,0.0,63.5,2.7,33.8
2620505,2006,10.8,0.0,47.6,9.5,42.9
2640505,2006,35.1,0.0,62.7,3.0,34.3
2650505,2006,33.9,0.0,46.9,21.9,31.3
2660505,2006,48.3,0.8,55.6,1.6,42.1
2710505,2006,26.8,1.2,74.4,5.8,18.6
2740505,2006,3.6,0.0,66.7,16.7,16.7
2780505,2006,11.7,0.0,73.7,5.3,21.1
2810500,2006,8.6,4.0,76.0,16.0,4.0
2810510,2006,7.6,0.0,60.0,13.3,26.7
4060705,2006,2.5,0.0,0.0,50.0,50.0
4120530,2006,19.0,0.0,100.0,0.0,0.0
4240505,2006,2.6,0.0,100.0,0.0,0.0
4380505,2006,0.0,0.0,0.0,0.0,0.0
4410505,2006,20.0,0.0,45.5,0.0,54.5
4460550,2006,23.5,0.0,75.0,0.0,25.0
4490305,2006,20.0,33.3,66.7,0.0,0.0
4580505,2006,0.0,0.0,0.0,0.0,0.0
4680505,2006,34.1,0.0,80.0,0.0,20.0
4690505,2006,12.5,0.0,100.0,0.0,0.0
4700105,2006,10.5,0.0,50.0,0.0,50.0
4780505,2006,44.8,0.0,76.9,3.8,19.2
4790505,2006,22.8,0.0,92.3,0.0,7.7
4870550,2006,27.8,0.0,80.0,0.0,20.0
6000505,2006,47.1,0.0,59.0,2.9,38.0
6030505,2006,20.8,0.0,55.0,0.0,45.0
6050505,2006,36.3,0.0,71.4,1.9,26.7
6100505,2006,11.6,0.0,52.9,5.9,41.2
6150505,2006,10.4,0.0,50.0,25.0,25.0
6180505,2006,30.3,2.5,47.5,7.5,42.5
6200505,2006,23.3,0.0,82.4,0.0,17.6
6250505,2006,18.5,1.6,79.4,4.8,14.3
6350505,2006,20.9,0.0,59.4,3.1,37.5
6400505,2006,56.1,0.0,80.1,1.1,18.8
6450505,2006,14.2,0.0,48.6,8.6,42.9
6500505,2006,27.5,1.8,52.6,10.5,35.1
6550505,2006,56.8,0.0,77.6,1.5,20.9
6580505,2006,17.1,0.0,75.5,8.2,16.3
6600505,2006,23.6,0.0,68.2,9.1,22.7
6650505,2006,16.3,0.0,56.7,6.7,36.7
6700505,2006,21.3,0.0,47.8,0.0,52.2
6720505,2006,11.0,0.0,63.6,0.0,36.4
6730505,2006,36.6,0.0,56.7,4.5,38.8
6740505,2006,9.8,0.0,87.5,0.0,12.5
6750505,2006,44.1,0.0,64.2,0.0,35.8
6800505,2006,22.7,0.0,64.8,7.0,28.2
6830505,2006,12.8,0.0,64.7,17.6,17.6
6900505,2006,36.3,0.0,56.8,1.1,42.1
6950505,2006,50.0,0.0,77.6,1.2,21.2
6980510,2006,42.4,0.0,66.7,2.4,31.0
7050505,2006,39.2,0.0,63.2,3.8,33.1
7100510,2006,26.2,0.0,59.0,5.1,35.9
7150505,2006,37.1,0.0,72.1,0.0,27.9
7170505,2006,13.7,7.7,61.5,0.0,30.8
7200505,2006,8.8,0.0,77.8,11.1,11.1
7250505,2006,26.7,0.0,60.7,5.4,33.9
7300505,2006,44.6,0.0,58.3,2.3,39.4
7350505,2006,16.8,0.0,64.0,12.0,24.0
7400505,2006,20.0,0.0,60.6,12.1,27.3
7450505,2006,23.5,0.0,59.6,9.6,30.8
7500505,2006,19.7,0.0,35.7,14.3,50.0
7530505,2006,18.8,0.0,68.4,5.3,26.3
7550505,2006,12.3,0.0,33.3,22.2,44.4
7600505,2006,15.2,0.0,60.5,5.3,34.2
7650505,2006,34.0,0.0,68.8,6.3,25.0
7670505,2006,16.0,0.0,78.9,5.3,15.8
7780505,2006,12.9,0.0,92.3,0.0,7.7
8010605,2006,5.5,0.0,80.0,20.0,0.0
8050605,2006,10.0,0.0,52.6,47.4,0.0
8060605,2006,7.7,23.1,61.5,0.0,15.4
8100605,2006,6.4,0.0,71.4,14.3,14.3
8150605,2006,4.8,0.0,42.9,42.9,14.3
8180605,2006,9.0,0.0,50.0,0.0,50.0
8210605,2006,4.1,10.0,40.0,20.0,30.0
8230605,2006,5.9,0.0,85.7,14.3,0.0
8250605,2006,3.4,0.0,84.6,15.4,0.0
8280605,2006,5.0,0.0,45.0,50.0,5.0
8290605,2006,5.0,16.7,66.7,0.0,16.7
8300605,2006,14.2,4.5,59.1,13.6,22.7
8320605,2006,3.1,0.0,37.5,50.0,12.5
8510605,2006,8.7,0.0,62.5,37.5,0.0
8520605,2006,5.3,0.0,0.0,60.0,40.0
8530605,2006,5.0,8.3,50.0,25.0,16.7
8550605,2006,10.1,0.0,91.7,8.3,0.0
8600605,2006,4.5,0.0,83.3,0.0,16.7
8710605,2006,8.2,0.0,61.9,19.0,19.0
8720605,2006,7.7,0.0,80.0,15.0,5.0
8730605,2006,3.4,0.0,50.0,25.0,25.0
8760605,2006,4.4,0.0,87.5,12.5,0.0
9100705,2006,20.0,0.0,42.1,10.5,47.4
9150705,2006,21.4,0.0,57.1,4.8,38.1
10505,2007,79.1,0.0,26.5,35.0,38.5
50505,2007,79.2,0.0,30.5,44.3,25.2
70505,2007,88.0,0.8,23.5,39.4,36.4
90505,2007,87.2,0.3,55.0,9.5,35.3
100505,2007,81.3,0.0,49.1,17.9,32.9
140505,2007,78.8,1.5,43.8,16.2,38.5
160505,2007,69.4,1.5,31.5,30.3,36.7
170505,2007,80.4,0.8,35.8,22.0,41.5
180510,2007,70.2,2.5,40.0,32.5,25.0
200505,2007,72.9,0.0,31.2,40.9,27.9
230505,2007,81.4,0.8,45.8,15.3,38.2
240505,2007,81.3,0.6,29.3,34.4,35.7
250505,2007,70.5,0.0,33.6,19.4,47.0
260505,2007,87.8,0.0,62.3,9.4,28.3
300505,2007,75.9,0.0,33.8,30.0,36.3
310505,2007,83.9,0.0,28.5,30.1,41.4
350505,2007,57.0,0.8,43.1,37.7,18.5
350507,2007,54.5,0.0,16.7,44.4,38.9
350515,2007,54.1,0.0,25.7,37.1,37.1
350518,2007,20.6,0.0,0.0,85.7,14.3
350522,2007,68.3,0.0,39.0,56.1,4.9
350525,2007,55.1,0.0,20.4,48.1,31.5
350530,2007,52.9,0.0,36.0,38.7,25.2
350535,2007,45.9,1.0,41.6,42.6,14.9
350537,2007,51.7,0.9,31.2,45.9,22.0
350540,2007,89.6,1.7,61.7,15.0,21.7
350541,2007,75.0,0.0,43.6,35.9,20.5
350542,2007,65.2,0.0,51.2,39.5,9.3
350543,2007,42.9,0.0,44.4,44.4,11.1
350545,2007,86.7,0.0,50.8,7.4,41.8
350546,2007,79.0,0.0,48.4,14.1,37.5
350548,2007,44.8,0.0,11.5,73.1,15.4
350558,2007,61.6,2.2,46.7,26.7,24.4
350560,2007,88.0,0.3,70.6,1.5,27.6
350565,2007,83.3,0.0,40.0,40.0,20.0
350575,2007,83.3,0.6,49.4,11.5,38.5
350579,2007,63.0,5.9,26.5,44.1,23.5
350690,2007,69.9,0.0,37.3,45.1,17.6
360505,2007,79.6,0.0,32.7,31.0,36.3
400505,2007,78.3,0.4,37.9,18.8,43.0
440505,2007,67.5,0.9,24.3,44.1,30.7
460505,2007,79.8,0.0,62.2,6.9,30.8
480505,2007,87.6,0.0,34.1,16.6,49.3
490506,2007,70.8,0.3,46.5,25.7,27.4
500505,2007,83.8,0.0,39.8,21.5,38.7
560505,2007,89.5,0.3,38.8,19.7,41.2
570505,2007,56.8,0.8,27.7,51.5,20.0
610505,2007,73.4,0.0,23.7,59.2,17.1
610510,2007,66.7,0.0,16.7,69.5,13.8
640505,2007,71.2,0.0,31.9,23.4,44.7
650505,2007,88.2,0.0,69.1,9.3,21.6
710505,2007,88.8,0.0,36.9,27.7,35.4
720505,2007,85.1,0.0,28.3,32.9,38.8
730505,2007,75.8,0.8,44.0,24.0,31.2
770505,2007,72.0,0.0,25.9,22.2,51.9
790505,2007,79.2,0.0,21.5,38.0,40.5
820505,2007,90.4,0.0,60.9,5.3,33.8
830505,2007,80.5,0.8,28.2,37.1,33.9
860505,2007,72.3,1.2,27.2,51.9,19.8
870505,2007,87.2,0.5,35.5,36.0,27.9
880505,2007,86.5,0.0,50.7,10.0,39.3
930505,2007,55.1,1.0,27.0,41.7,30.4
940505,2007,78.9,0.0,19.0,45.7,35.2
950505,2007,58.5,0.0,12.8,60.0,27.2
960505,2007,81.4,0.4,39.5,30.3,29.8
970505,2007,61.8,1.2,17.9,47.0,33.9
970510,2007,23.6,0.0,7.7,73.1,19.2
990505,2007,82.5,0.6,37.1,17.1,45.3
1000515,2007,71.1,0.5,36.6,19.1,43.9
1010505,2007,83.7,0.7,46.9,6.8,45.5
1030505,2007,72.4,0.0,26.1,43.3,30.6
1050505,2007,79.8,1.1,33.0,28.6,37.4
1070505,2007,64.7,0.0,29.1,26.3,44.6
1100505,2007,84.9,0.0,36.3,27.4,36.3
1110505,2007,83.6,0.0,31.1,41.0,27.9
1140505,2007,78.9,0.0,20.0,55.6,24.4
1170505,2007,84.6,0.0,36.4,24.2,39.4
1220505,2007,86.7,0.6,48.5,9.5,41.4
1250505,2007,85.0,0.0,68.2,0.0,31.8
1270505,2007,81.5,0.0,45.5,36.4,18.2
1280505,2007,71.4,0.4,17.6,48.2,33.8
1310505,2007,87.3,0.5,57.3,9.5,32.7
1330505,2007,70.3,2.2,22.2,28.9,46.7
1360505,2007,88.5,0.0,58.2,4.7,37.1
1370505,2007,76.0,0.0,17.0,66.1,17.0
1370605,2007,48.5,0.0,4.2,93.8,2.1
1380505,2007,77.9,1.7,50.0,5.0,43.3
1390505,2007,88.3,0.0,55.2,9.8,35.1
1410505,2007,77.0,0.0,46.7,23.4,29.9
1420505,2007,71.1,0.0,27.8,27.8,44.4
1440505,2007,81.6,0.0,47.3,14.7,38.0
1500505,2007,81.8,0.0,27.8,35.2,37.0
1510505,2007,75.6,0.0,43.8,26.0,30.2
1520505,2007,90.5,0.0,59.6,17.5,22.8
1530505,2007,76.6,0.4,23.0,31.0,45.6
1530605,2007,43.9,0.0,14.0,74.4,11.6
1550505,2007,84.1,0.3,67.3,8.2,24.2
1580505,2007,86.9,0.0,39.7,12.3,47.9
1590505,2007,87.1,0.0,51.7,17.7,30.6
1600505,2007,71.7,0.4,18.6,44.3,36.7
1610505,2007,76.8,0.0,33.7,44.2,22.1
1620505,2007,79.1,0.0,30.2,19.8,50.0
1630505,2007,67.8,0.0,18.3,43.7,38.0
1630510,2007,67.1,0.9,15.0,50.9,33.2
1630605,2007,44.3,2.7,14.9,70.3,12.2
1640505,2007,84.1,0.0,43.2,18.9,37.8
1650505,2007,70.4,0.4,32.4,30.8,36.4
1670505,2007,84.2,0.0,44.3,13.0,42.7
1680505,2007,83.8,0.0,52.0,8.2,39.8
1700505,2007,77.8,0.0,41.3,21.9,36.7
1710505,2007,82.1,0.0,39.9,15.5,44.5
1720505,2007,72.2,0.0,29.8,43.9,26.3
1740505,2007,83.1,0.0,37.3,22.0,40.7
1750505,2007,90.0,0.0,59.3,3.7,37.0
1760505,2007,73.1,0.0,28.6,31.9,39.6
1760605,2007,32.8,0.0,0.0,63.2,36.8
1770505,2007,83.8,0.0,51.5,6.4,42.1
1780505,2007,82.8,0.6,32.0,18.9,48.5
1810505,2007,79.6,0.7,18.1,43.7,37.5
1820505,2007,68.1,0.0,25.0,43.5,31.5
1850505,2007,76.0,0.0,42.9,15.8,41.3
1860505,2007,76.0,0.0,28.8,33.3,37.8
1870505,2007,88.0,1.5,47.0,10.6,40.9
1890505,2007,84.3,0.0,50.8,12.1,37.2
1970505,2007,69.5,0.0,60.6,16.7,22.7
1980505,2007,77.6,0.0,46.8,18.8,34.4
1990505,2007,88.8,0.0,62.3,4.8,32.9
2010505,2007,69.1,0.8,13.5,43.1,42.6
2040505,2007,88.2,0.0,37.6,28.0,34.4
2070505,2007,81.0,0.3,69.3,9.2,21.3
2070510,2007,81.3,0.6,69.2,4.8,25.4
2090505,2007,65.7,0.0,41.3,25.0,33.7
2100505,2007,79.5,0.0,50.3,22.8,26.9
2110505,2007,87.5,0.0,41.2,20.4,38.3
2120505,2007,79.8,0.0,34.1,17.9,48.0
2140505,2007,69.1,0.0,34.3,21.9,43.8
2150505,2007,53.7,0.0,31.8,22.7,45.5
2170505,2007,85.8,1.4,41.7,11.5,45.3
2180505,2007,80.6,1.7,41.4,21.6,35.3
2190505,2007,91.2,0.0,63.4,6.2,30.3
2200505,2007,81.6,0.5,53.3,14.6,31.7
2260505,2007,68.8,0.0,30.9,33.0,36.1
2270505,2007,72.0,0.0,22.1,42.9,35.1
2290510,2007,75.3,1.2,26.1,30.4,42.2
2310505,2007,80.2,0.0,34.8,22.5,42.8
2360505,2007,71.9,0.0,28.9,51.6,19.5
2360510,2007,65.8,0.0,22.8,55.9,21.3
2390505,2007,72.4,2.1,40.1,14.8,43.0
2390515,2007,71.5,0.7,30.1,29.4,39.9
2430505,2007,52.5,1.3,31.9,32.5,34.4
2430510,2007,80.4,0.0,40.3,20.1,39.6
2440505,2007,76.2,0.6,30.0,35.0,34.4
2460505,2007,91.2,0.4,46.9,10.5,42.3
2480505,2007,66.4,1.0,37.1,32.0,29.9
2480520,2007,28.0,0.0,0.0,100.0,0.0
2510505,2007,71.8,2.8,23.4,33.6,40.2
2520510,2007,81.9,0.0,33.9,22.0,44.1
2580505,2007,67.0,0.5,32.5,32.0,35.0
2610505,2007,84.6,0.0,37.5,26.9,35.6
2620505,2007,79.6,0.0,27.9,29.5,42.6
2640505,2007,85.6,0.0,47.7,8.4,43.9
2650505,2007,84.6,0.0,29.9,22.7,47.4
2660505,2007,87.3,0.8,57.3,7.1,34.9
2710505,2007,89.4,0.0,42.4,16.5,41.0
2740505,2007,56.3,0.0,30.3,37.6,32.1
2780505,2007,84.6,0.0,33.3,41.3,25.4
2810500,2007,73.8,0.0,27.2,57.7,15.1
2810510,2007,68.2,0.0,18.7,66.0,15.3
4060705,2007,37.0,0.0,7.5,90.0,2.5
4120530,2007,93.1,0.0,77.8,11.1,11.1
4240505,2007,38.6,0.0,13.6,36.4,50.0
4380505,2007,89.5,5.9,70.6,17.6,5.9
4410505,2007,80.0,0.0,27.1,39.6,33.3
4460550,2007,83.3,0.0,48.0,20.0,32.0
4580505,2007,41.7,0.0,6.7,93.3,0.0
4680505,2007,88.4,0.0,81.6,2.6,15.8
4690505,2007,94.1,0.0,37.5,6.3,56.3
4700105,2007,82.8,0.0,33.3,8.3,58.3
4780505,2007,92.6,0.0,56.0,6.0,38.0
4790505,2007,82.4,0.0,46.4,30.4,23.2
4870550,2007,79.5,0.0,71.4,8.6,20.0
4880550,2007,81.5,0.0,40.9,45.5,13.6
6000505,2007,88.8,0.0,57.8,6.6,35.6
6030505,2007,79.7,0.0,36.7,32.7,30.6
6050505,2007,79.4,0.0,45.9,21.2,32.9
6100505,2007,88.7,0.0,22.8,28.2,49.0
6150505,2007,66.4,0.0,18.3,42.3,39.4
6180505,2007,74.2,0.0,31.4,36.4,32.2
6200505,2007,86.8,0.0,33.9,20.3,45.8
6250505,2007,83.9,0.4,31.3,18.9,49.4
6350505,2007,76.8,0.0,42.1,30.2,27.8
6400505,2007,88.1,0.4,73.7,5.0,20.8
6450505,2007,65.6,0.0,35.3,37.4,27.3
6500505,2007,83.1,1.0,36.4,26.7,35.9
6550505,2007,87.5,0.0,74.6,3.2,22.2
6580505,2007,77.0,0.0,37.2,20.9,41.9
6600505,2007,77.0,0.0,37.4,34.6,28.0
6650505,2007,81.1,0.0,27.0,28.2,44.8
6700505,2007,80.2,0.0,28.4,38.3,33.3
6720505,2007,66.3,0.0,21.1,50.9,28.1
6730505,2007,89.8,0.0,38.1,14.3,47.6
6740505,2007,70.8,0.0,21.6,45.1,33.3
6750505,2007,82.1,0.0,62.7,8.5,28.9
6800505,2007,84.9,0.0,44.0,24.0,32.0
6830505,2007,81.1,0.0,34.3,39.4,26.3
6900505,2007,84.0,0.4,40.9,12.9,45.8
6950505,2007,86.5,0.0,66.9,4.3,28.8
6980510,2007,78.8,0.0,43.6,11.5,44.9
7050505,2007,85.1,0.4,53.2,14.3,32.1
7100510,2007,83.4,0.0,39.0,16.9,44.1
7150505,2007,80.4,0.0,42.3,35.9,21.8
7170505,2007,77.7,0.0,26.4,47.1,26.4
7200505,2007,71.1,0.0,14.5,46.4,39.1
7250505,2007,86.5,0.0,39.2,18.8,41.9
7300505,2007,90.0,0.0,49.3,12.4,38.2
7350505,2007,81.0,0.5,28.9,16.5,54.1
7400505,2007,84.3,0.0,34.5,22.8,42.8
7450505,2007,84.0,0.6,35.8,26.3,37.4
7500505,2007,63.4,0.0,20.0,44.4,35.6
7530505,2007,71.3,0.0,36.0,33.5,30.5
7550505,2007,65.2,0.0,15.5,53.4,31.0
7600505,2007,75.1,0.0,24.1,33.1,42.8
7650505,2007,54.8,0.0,30.4,47.8,21.7
7670505,2007,69.6,0.0,32.3,29.2,38.5
7780505,2007,64.9,0.0,28.6,33.3,38.1
8010605,2007,37.5,0.0,21.8,43.6,34.6
8050605,2007,47.8,0.0,29.0,34.0,37.0
8060605,2007,56.0,0.0,25.5,54.1,20.4
8100605,2007,47.0,0.9,16.7,56.5,25.9
8150605,2007,45.1,0.0,23.3,61.7,15.0
8180605,2007,30.7,0.0,8.6,85.7,5.7
8210605,2007,48.8,0.0,5.8,82.6,11.6
8230605,2007,47.9,0.0,18.0,69.8,12.2
8250605,2007,43.7,3.3,7.7,71.3,17.7
8280605,2007,48.0,1.1,7.2,80.1,11.6
8290605,2007,38.1,0.0,7.8,78.1,14.1
8300605,2007,60.3,2.4,34.1,38.8,24.7
8320605,2007,47.8,0.0,16.4,59.0,24.6
8510605,2007,36.3,0.0,21.6,37.8,40.5
8520605,2007,38.6,0.0,13.6,52.3,34.1
8530605,2007,44.0,0.8,23.7,51.7,23.7
8550605,2007,51.5,0.0,12.9,58.6,28.6
8600605,2007,35.5,0.0,5.1,79.5,15.4
8710605,2007,45.3,2.2,18.7,50.7,28.4
8720605,2007,38.8,2.0,25.3,54.5,18.2
8730605,2007,41.3,0.0,30.8,44.2,25.0
8760605,2007,34.5,0.0,39.0,45.1,15.9
9100705,2007,66.7,0.0,28.8,37.9,33.3
9150705,2007,70.5,0.0,30.4,27.8,41.8
10505,2007,62.2,0.0,22.8,41.3,35.9
50505,2007,70.2,0.0,24.2,48.9,26.9
70505,2007,65.3,0.0,16.3,51.0,32.7
90505,2007,40.6,0.0,41.8,18.1,40.1
100505,2007,54.5,0.0,42.7,25.5,31.8
140505,2007,50.9,0.0,33.3,23.8,42.9
160505,2007,41.6,0.6,21.3,34.4,43.8
170505,2007,66.0,0.0,32.7,24.8,42.6
180510,2007,61.4,0.0,40.0,37.1,22.9
200505,2007,54.3,0.0,21.2,52.3,26.6
230505,2007,49.7,0.0,43.8,21.3,35.0
240505,2007,69.9,0.0,24.4,40.0,35.6
250505,2007,47.4,0.0,28.9,15.6,55.6
260505,2007,49.6,0.0,52.9,15.9,31.2
300505,2007,54.7,0.0,26.6,41.6,31.8
310505,2007,68.6,0.0,22.3,35.6,42.1
350505,2007,50.4,0.0,40.9,40.0,19.1
350507,2007,54.5,0.0,16.7,44.4,38.9
350515,2007,44.8,0.0,20.7,40.2,39.1
350518,2007,17.6,0.0,0.0,83.3,16.7
350522,2007,65.0,0.0,35.9,59.0,5.1
350525,2007,48.0,0.0,14.9,53.2,31.9
350530,2007,48.1,0.0,32.7,42.6,24.8
350535,2007,40.9,0.0,38.9,46.7,14.4
350537,2007,46.4,1.0,25.5,50.0,23.5
350540,2007,77.6,1.9,59.6,17.3,21.2
350541,2007,67.3,0.0,45.7,37.1,17.1
350542,2007,48.5,0.0,40.6,53.1,6.3
350543,2007,33.3,0.0,42.9,57.1,0.0
350545,2007,72.9,0.0,46.5,8.2,45.3
350546,2007,55.6,0.0,40.0,15.6,44.4
350548,2007,43.1,0.0,12.0,76.0,12.0
350558,2007,58.9,2.3,44.2,27.9,25.6
350560,2007,63.2,0.4,68.2,1.2,30.2
350565,2007,57.1,0.0,25.0,54.2,20.8
350575,2007,74.6,0.0,46.2,12.8,41.0
350579,2007,51.9,3.6,17.9,53.6,25.0
350690,2007,61.6,0.0,31.1,51.1,17.8
360505,2007,52.1,0.0,20.3,43.2,36.5
400505,2007,60.2,0.5,29.9,23.9,45.7
440505,2007,58.2,0.6,18.0,49.1,32.3
460505,2007,38.4,0.0,50.9,14.5,34.7
480505,2007,67.1,0.0,26.8,21.0,52.2
490506,2007,54.9,0.4,38.7,32.3,28.5
500505,2007,57.5,0.0,29.8,29.8,40.5
560505,2007,67.4,0.4,31.1,24.4,44.2
570505,2007,54.1,0.8,26.6,52.4,20.2
610505,2007,69.1,0.0,21.0,62.2,16.8
610510,2007,60.9,0.0,12.6,74.2,13.2
640505,2007,57.6,0.0,23.7,27.6,48.7
650505,2007,40.0,0.0,59.1,15.9,25.0
710505,2007,65.1,0.0,25.8,35.8,38.4
720505,2007,67.0,0.0,18.5,41.3,40.2
730505,2007,57.6,0.0,40.0,30.5,29.5
770505,2007,56.0,0.0,16.7,23.8,59.5
790505,2007,70.7,0.0,17.5,42.1,40.4
820505,2007,43.8,0.0,50.5,11.0,38.5
830505,2007,74.7,0.0,25.2,40.0,34.8
860505,2007,61.6,0.0,17.4,60.9,21.7
870505,2007,61.9,0.0,26.4,47.1,26.4
880505,2007,60.2,0.0,39.5,14.3,46.3
930505,2007,51.6,0.5,25.7,42.9,30.9
940505,2007,66.9,0.0,10.1,53.9,36.0
950505,2007,51.6,0.0,8.6,63.7,27.7
960505,2007,56.1,0.0,28.7,41.4,29.9
970505,2007,52.2,0.0,12.0,53.5,34.5
970510,2007,22.7,0.0,4.0,76.0,20.0
990505,2007,58.7,0.0,28.1,24.0,47.9
1000515,2007,50.6,0.4,29.7,25.3,44.7
1010505,2007,53.0,0.0,37.8,9.2,53.0
1030505,2007,56.8,0.0,12.4,53.3,34.3
1050505,2007,57.9,1.5,31.8,39.4,27.3
1070505,2007,48.0,0.0,19.0,33.5,47.5
1100505,2007,66.7,0.0,26.4,34.0,39.6
1110505,2007,69.9,0.0,25.5,49.0,25.5
1140505,2007,62.3,0.0,11.3,66.2,22.5
1170505,2007,64.1,0.0,20.0,32.0,48.0
1220505,2007,50.3,1.0,40.8,15.3,42.9
1250505,2007,40.0,0.0,60.0,0.0,40.0
1270505,2007,48.1,0.0,23.1,61.5,15.4
1280505,2007,60.1,0.4,13.0,56.5,30.1
1310505,2007,38.1,1.0,46.9,20.8,31.3
1330505,2007,67.2,2.3,18.6,30.2,48.8
1360505,2007,46.9,0.0,45.6,8.9,45.6
1370505,2007,67.6,0.0,13.2,71.7,15.1
1370605,2007,47.5,0.0,2.1,95.7,2.1
1380505,2007,59.7,2.2,43.5,4.3,50.0
