school_id,year,success_raw,success_letter
00350450,2009,4.334,NI
00350450,2007,4.794,W
01370310,2008,4.523,W
01370310,2007,4.989,W
04200205,2006,4.674,W
04450105,2006,6.218,W
04450105,2007,6.903,P
04450105,2008,6.294,P
04450105,2009,7.016,P
04450105,2010,6.964,P
04450105,2011,7.387,P
04450105,2012,7.319,P
04450105,2013,7.69,P
04450105,2014,7.354,P
04110305,2012,6.111,W
04110305,2013,6.673,P
04110305,2014,6.357,P
00490035,2007,6.037,W
00490035,2008,6.181,W
00490035,2009,6.302,P
00490035,2010,6.603,P
00490035,2011,6.968,P
00490035,2012,5.925,W
00170305,2007,6.945,P
00170305,2008,6.743,P
00170305,2009,6.912,P
00170305,2010,7.448,P
00170305,2011,7.03,P
00170305,2012,7.388,P
00170305,2013,7.297,P
00170305,2014,6.76,P
02930042,2006,6.061,W
02930042,2007,6.644,P
02930042,2008,6.722,P
02930042,2009,7.003,P
02930042,2010,6.894,P
02930042,2011,7.058,P
02610005,2006,7.806,P
02610005,2007,8.233,A
02610005,2008,8.16,A
02610005,2009,7.975,P
02610005,2010,7.969,P
02610005,2011,8.324,A
02610005,2012,8.279,A
02610005,2013,8.118,P
02610005,2014,7.872,P
01630605,2006,5.486,W
01630605,2007,5.587,W
01630605,2008,5.617,W
01630605,2009,5.846,W
01630605,2010,6.037,W
01630605,2011,5.932,W
01630605,2012,6.859,P
01630605,2013,6.836,P
01630605,2014,6.879,P
00440505,2006,6.781,P
00440505,2007,6.699,P
00440505,2008,7.041,P
00440505,2009,7.284,P
00440505,2010,7.161,P
00440505,2011,7.341,P
00440505,2012,7.765,P
00440505,2013,7.796,P
00440505,2014,7.672,P
00870505,2006,7.63,P
00870505,2007,7.762,P
00870505,2008,8.225,A
00870505,2009,8.419,A
00870505,2010,8.198,A
00870505,2011,8.156,A
00870505,2012,8.394,A
00870505,2013,8.427,A
00870505,2014,8.414,A
00350574,2006,6.362,P
00350574,2007,5.856,W
00350574,2008,6.354,P
00350574,2009,6.773,P
00350574,2010,5.996,W
00350574,2011,6.582,P
01510505,2006,6.956,P
01510505,2007,7.53,P
01510505,2008,7.328,P
01510505,2009,7.599,P
01510505,2010,8.008,P
01510505,2011,7.732,P
01510505,2012,8.233,A
01510505,2013,8.488,A
01510505,2014,8.349,A
02810328,2006,4.73,W
02810328,2007,4.599,W
02810328,2008,4.494,W
02810328,2009,4.881,W
02810328,2010,4.935,W
02810328,2011,4.966,W
02810328,2012,4.623,W
02810328,2013,4.31,NI
02810328,2014,4.398,W
00440410,2007,5.733,W
00440410,2008,5.692,W
00440410,2009,5.773,W
00440410,2010,6.255,P
00440410,2011,6.181,W
00440410,2012,5.455,W
00440410,2013,5.986,W
00440410,2014,5.521,W
01820505,2006,7.039,P
01820505,2007,7.314,P
01820505,2008,7.413,P
01820505,2009,7.466,P
01820505,2010,7.681,P
01820505,2011,7.652,P
01820505,2012,7.342,P
01820505,2013,7.979,P
01820505,2014,8.067,P
01630050,2008,5.959,W
01630050,2009,6.466,P
01630050,2007,6.356,P
02880305,2006,7.727,P
02880305,2007,7.82,P
02880305,2008,7.935,P
02880305,2009,8.011,P
02880305,2010,8.217,A
02880305,2011,8.435,A
02880305,2012,8.241,A
02880305,2013,8.381,A
02880305,2014,7.918,P
01650057,2007,5.67,W
01650057,2008,5.211,W
01650057,2009,5.756,W
01650057,2010,5.683,W
01650057,2011,5.739,W
01650057,2012,6.364,P
01650057,2013,6.239,W
01650057,2014,5.904,W
01280100,2007,6.024,W
01280100,2008,6.088,W
01280100,2009,6.152,W
01280100,2010,6.192,W
01280100,2011,6.386,P
01280100,2012,6.113,W
01280100,2013,6.201,W
01280100,2014,6.204,W
02040505,2006,7.782,P
02040505,2007,8.695,A
02040505,2008,8.497,A
02040505,2009,8.864,A
02040505,2010,8.785,A
02040505,2011,8.651,A
02040505,2012,9.2,A
02040505,2013,9.292,A
02040505,2014,8.971,A
00170505,2006,7.258,P
00170505,2007,7.34,P
00170505,2008,8.043,P
00170505,2009,8.299,A
00170505,2010,8.058,P
00170505,2011,8.111,P
00170505,2012,8.585,A
00170505,2013,8.614,A
00170505,2014,8.846,A
02290305,2006,6.558,P
02290305,2007,6.583,P
02290305,2008,6.702,P
02290305,2009,6.614,P
02290305,2010,6.773,P
02290305,2011,6.855,P
02290305,2012,6.673,P
02290305,2013,6.701,P
02290305,2014,6.253,P
03050310,2006,7.133,P
03050310,2007,7.107,P
03050310,2008,6.969,P
03050310,2009,6.88,P
03050310,2010,7.409,P
03050310,2011,7.404,P
03050310,2012,7.227,P
03050310,2013,7.233,P
03050310,2014,7.086,P
03170305,2006,7.809,P
03170305,2007,7.917,P
03170305,2008,8.258,A
03170305,2009,8.0,P
03170305,2010,8.1,P
03170305,2011,8.192,A
03170305,2012,8.174,A
03170305,2013,8.038,P
03170305,2014,7.847,P
00350549,2014,7.158,P
03090505,2006,6.163,W
03090505,2007,6.726,P
03090505,2008,6.89,P
03090505,2009,6.898,P
03090505,2010,7.036,P
03090505,2011,6.562,P
03090505,2012,6.838,P
03090505,2013,7.019,P
03090505,2014,7.063,P
05280000,2012,5.385,W
08100605,2006,6.628,P
08100605,2007,6.375,P
08100605,2008,6.987,P
08100605,2009,7.398,P
08100605,2010,7.437,P
08100605,2011,7.66,P
08100605,2012,7.894,P
08100605,2013,8.252,A
08100605,2014,7.966,P
04100205,2006,7.453,P
04100205,2007,7.873,P
04100205,2008,8.052,P
04100205,2009,8.856,A
04100205,2010,8.425,A
04100205,2011,8.85,A
04100205,2012,8.88,A
04100205,2013,9.044,A
04100205,2014,8.778,A
01440505,2006,7.873,P
01440505,2007,8.056,P
01440505,2008,8.365,A
01440505,2009,8.428,A
01440505,2010,8.476,A
01440505,2011,8.892,A
01440505,2012,8.957,A
01440505,2013,8.96,A
01440505,2014,8.711,A
01550505,2006,8.648,A
01550505,2007,8.957,A
01550505,2008,9.1,A
01550505,2009,9.224,A
01550505,2010,9.169,A
01550505,2011,9.512,A
01550505,2012,9.502,A
01550505,2013,9.668,A
01550505,2014,9.655,A
03480503,2006,5.787,W
03480503,2007,6.305,P
03480503,2008,6.52,P
03480503,2009,6.511,P
03480503,2010,6.997,P
03480503,2011,6.81,P
03480503,2012,7.659,P
03480503,2013,7.226,P
03480503,2014,6.918,P
00490320,2013,7.094,P
00490320,2014,6.701,P
00350415,2008,4.901,W
00350415,2007,4.592,W
02490005,2006,7.88,P
02490005,2007,7.143,P
02490005,2008,7.875,P
02490005,2009,7.566,P
02490005,2010,7.443,P
02490005,2011,7.656,P
02490005,2012,7.216,P
02490005,2013,7.5,P
00350539,2008,7.545,P
00350539,2009,7.601,P
00350539,2006,6.925,P
00350539,2007,7.26,P
07670415,2006,6.386,P
07670415,2007,6.316,P
07670415,2008,6.38,P
07670415,2009,6.55,P
07670415,2010,6.328,P
07670415,2011,6.242,W
07670415,2012,6.316,P
07670415,2013,6.142,W
07670415,2014,6.363,P
07530405,2006,6.512,P
07530405,2007,6.665,P
07530405,2008,6.656,P
07530405,2009,6.72,P
07530405,2010,7.07,P
07530405,2011,7.268,P
07530405,2012,7.03,P
07530405,2013,6.984,P
07530405,2014,6.46,P
07600505,2006,7.389,P
07600505,2007,7.432,P
07600505,2008,7.504,P
07600505,2009,8.16,A
07600505,2010,8.428,A
07600505,2011,8.248,A
07600505,2012,8.485,A
07600505,2013,8.754,A
07600505,2014,8.519,A
06500310,2006,6.36,P
06500310,2007,6.915,P
06500310,2008,7.267,P
06500310,2009,7.434,P
06500310,2010,7.346,P
06500310,2011,7.144,P
06500310,2012,7.344,P
06500310,2013,7.292,P
06500310,2014,6.837,P
08210605,2006,6.152,W
08210605,2007,6.561,P
08210605,2008,6.623,P
08210605,2009,7.158,P
08210605,2010,7.459,P
08210605,2011,7.542,P
08210605,2012,7.904,P
08210605,2013,7.857,P
08210605,2014,7.838,P
01370520,2008,3.264,NI
01370520,2007,3.438,NI
01280035,2007,6.625,P
01280035,2008,6.82,P
01280035,2009,6.7,P
01280035,2010,6.911,P
01280035,2011,6.956,P
01280035,2012,6.682,P
01280035,2013,6.538,P
01280035,2014,6.889,P
01650003,2007,6.658,P
01650003,2008,6.975,P
01650003,2009,6.485,P
01650003,2010,6.646,P
01650003,2011,7.083,P
01650003,2012,6.613,P
01650003,2013,6.651,P
01650003,2014,6.735,P
03160505,2006,5.846,W
03160505,2007,6.26,P
03160505,2008,6.388,P
03160505,2009,6.304,P
03160505,2010,6.44,P
03160505,2011,6.486,P
03160505,2012,6.642,P
03160505,2013,6.481,P
03160505,2014,6.255,P
02640505,2006,8.356,A
02640505,2007,8.104,P
02640505,2008,8.283,A
02640505,2009,8.626,A
02640505,2010,8.744,A
02640505,2011,8.848,A
02640505,2012,8.978,A
02640505,2013,9.291,A
02640505,2014,9.076,A
00860505,2006,7.146,P
00860505,2007,6.724,P
00860505,2008,7.283,P
00860505,2009,7.308,P
00860505,2010,6.948,P
00860505,2011,7.252,P
00860505,2012,7.511,P
00860505,2013,8.114,P
00860505,2014,7.94,P
04820050,2006,6.765,P
04820050,2007,7.008,P
04820050,2008,7.542,P
04820050,2009,7.277,P
04820050,2010,7.944,P
04820050,2011,7.589,P
04820050,2012,8.073,P
04820050,2013,8.22,A
04820050,2014,7.545,P
00490506,2006,6.991,P
00490506,2007,7.319,P
00490506,2008,7.526,P
00490506,2009,7.457,P
00490506,2010,7.745,P
00490506,2011,7.884,P
00490506,2012,8.288,A
00490506,2013,8.358,A
00490506,2014,8.26,A
01810030,2007,6.863,P
01810030,2008,7.011,P
01810030,2009,6.849,P
01810030,2010,6.871,P
01810030,2011,6.888,P
01810030,2012,6.34,P
01810030,2013,6.635,P
01810030,2014,6.231,W
02730505,2006,7.95,P
02730505,2007,8.148,A
02730505,2008,7.952,P
02730505,2009,8.289,A
02730505,2010,8.467,A
02730505,2011,8.411,A
01970505,2006,7.664,P
01970505,2007,8.188,A
01970505,2008,7.836,P
01970505,2009,8.25,A
01970505,2010,7.579,P
01970505,2011,8.293,A
01970505,2012,8.522,A
01970505,2013,8.697,A
01970505,2014,7.989,P
06050405,2006,6.926,P
06050405,2007,7.884,P
06050405,2008,7.573,P
06050405,2009,7.675,P
06050405,2010,7.766,P
06050405,2011,7.677,P
06050405,2012,7.665,P
06050405,2013,7.505,P
06050405,2014,7.455,P
01870505,2006,8.468,A
01870505,2007,8.382,A
01870505,2008,8.81,A
01870505,2009,8.516,A
01870505,2010,8.537,A
01870505,2011,8.765,A
01870505,2012,8.434,A
01870505,2013,8.876,A
01870505,2014,8.624,A
02130305,2006,7.364,P
02130305,2007,7.568,P
02130305,2008,7.971,P
02130305,2009,7.891,P
02130305,2010,7.791,P
02130305,2011,7.799,P
02130305,2012,7.5,P
02130305,2013,7.516,P
02130305,2014,7.3,P
08780605,2006,6.735,P
08780605,2007,6.937,P
08780605,2008,7.266,P
08780605,2009,7.454,P
08780605,2010,7.605,P
08780605,2011,7.485,P
08780605,2012,7.758,P
08780605,2013,8.268,A
08780605,2014,8.158,A
01590505,2006,8.372,A
01590505,2007,8.376,A
01590505,2008,8.305,A
01590505,2009,8.679,A
01590505,2010,8.653,A
01590505,2011,8.948,A
01590505,2012,9.082,A
01590505,2013,9.1,A
01590505,2014,8.901,A
02150505,2006,6.947,P
02150505,2007,6.594,P
02150505,2008,6.321,P
02150505,2009,6.998,P
02150505,2010,7.227,P
02150505,2011,7.225,P
02150505,2012,6.933,P
02150505,2013,7.571,P
02150505,2014,6.845,P
00970320,2008,4.808,W
00970320,2009,5.219,W
00970320,2007,5.038,W
02650405,2006,6.201,W
02650405,2007,6.179,W
02650405,2008,6.685,P
02650405,2009,6.938,P
02650405,2010,6.969,P
02650405,2011,7.472,P
02650405,2012,7.479,P
02650405,2013,7.14,P
02650405,2014,6.939,P
00350505,2006,5.836,W
00350505,2007,5.823,W
00350505,2008,6.313,P
00350505,2009,6.466,P
00350505,2010,6.745,P
00350505,2011,6.141,W
00350505,2012,6.498,P
00350505,2013,6.541,P
00350505,2014,6.557,P
01360505,2006,8.462,A
01360505,2007,8.686,A
01360505,2008,8.69,A
01360505,2009,8.927,A
01360505,2010,8.606,A
01360505,2011,8.814,A
01360505,2012,9.231,A
01360505,2013,9.13,A
01360505,2014,9.232,A
00880505,2006,8.187,A
00880505,2007,8.233,A
00880505,2008,8.289,A
00880505,2009,8.33,A
00880505,2010,8.484,A
00880505,2011,8.533,A
00880505,2012,8.565,A
00880505,2013,8.888,A
00880505,2014,8.82,A
07350030,2006,6.65,P
07350030,2007,6.968,P
07350030,2008,6.847,P
07350030,2009,7.054,P
07350030,2010,6.906,P
07350030,2011,6.868,P
07350030,2012,7.238,P
07350030,2013,6.843,P
07350030,2014,6.586,P
02430305,2006,6.571,P
02430305,2007,6.58,P
02430305,2008,6.864,P
02430305,2009,7.0,P
02430305,2010,6.995,P
02430305,2011,7.042,P
02430305,2012,6.637,P
02430305,2013,6.875,P
02430305,2014,6.744,P
07120305,2013,7.175,P
07120305,2014,6.562,P
03480415,2006,5.57,W
03480415,2007,5.876,W
03480415,2008,5.97,W
03480415,2009,6.557,P
03480415,2010,6.526,P
03480415,2011,6.674,P
03480415,2012,6.691,P
03480415,2013,6.592,P
03480415,2014,6.301,P
02440505,2006,6.538,P
02440505,2007,6.739,P
02440505,2008,6.928,P
02440505,2009,7.001,P
02440505,2010,7.508,P
02440505,2011,7.435,P
02440505,2012,7.559,P
02440505,2013,7.761,P
02440505,2014,7.738,P
01760315,2007,6.277,P
01760315,2008,6.143,W
01760315,2009,6.669,P
01760315,2010,6.446,P
01760315,2011,6.447,P
01760315,2012,6.271,P
01760315,2013,6.887,P
01760315,2014,6.581,P
06900510,2006,6.807,P
06900510,2007,6.903,P
06900510,2008,6.974,P
06900510,2009,6.855,P
06900510,2010,7.211,P
06900510,2011,7.204,P
06900510,2012,7.37,P
06900510,2013,7.281,P
06900510,2014,7.259,P
01760605,2006,6.84,P
01760605,2007,7.393,P
01760605,2008,6.625,P
01760605,2009,6.907,P
01760605,2010,6.959,P
01760605,2011,6.821,P
01760605,2012,7.529,P
01760605,2013,8.109,P
01760605,2014,7.656,P
06720380,2008,5.531,W
06720380,2009,5.984,W
06720380,2006,6.343,P
06720380,2007,6.181,W
03260310,2006,7.96,P
03260310,2007,8.04,P
03260310,2008,8.426,A
03260310,2009,8.56,A
03260310,2010,8.565,A
03260310,2011,8.872,A
03260310,2012,8.672,A
03260310,2013,8.826,A
03260310,2014,8.296,A
07250505,2006,8.668,A
07250505,2007,8.65,A
07250505,2008,8.735,A
07250505,2009,8.849,A
07250505,2010,8.784,A
07250505,2011,8.847,A
07250505,2012,8.974,A
07250505,2013,8.993,A
07250505,2014,9.051,A
00550505,2006,7.308,P
00550505,2007,8.443,A
00550505,2008,7.885,P
00550505,2009,8.87,A
00550505,2010,8.456,A
00550505,2011,7.841,P
00550505,2012,8.051,P
03440505,2006,8.621,A
03440505,2007,9.122,A
03440505,2008,9.012,A
03440505,2009,9.176,A
03440505,2010,9.165,A
03440505,2011,9.232,A
03440505,2012,9.347,A
03440505,2013,9.512,A
03440505,2014,9.592,A
06750310,2006,7.597,P
06750310,2007,7.279,P
06750310,2008,7.521,P
06750310,2009,7.193,P
06750310,2010,7.594,P
06750310,2011,7.607,P
06750310,2012,7.641,P
06750310,2013,7.448,P
06750310,2014,7.579,P
06800305,2006,6.841,P
06800305,2007,7.253,P
06800305,2008,7.449,P
06800305,2009,7.383,P
06800305,2010,7.199,P
06800305,2011,7.435,P
06800305,2012,7.208,P
06800305,2013,7.411,P
06800305,2014,7.106,P
00310305,2007,6.432,P
00310305,2008,6.667,P
00310305,2009,6.912,P
00310305,2010,7.148,P
00310305,2011,6.972,P
00310305,2012,7.002,P
00310305,2013,6.781,P
00310305,2014,6.822,P
02430325,2006,5.805,W
02430325,2007,5.525,W
02430325,2008,5.718,W
02430325,2009,6.494,P
02430325,2010,6.517,P
02430325,2011,6.105,W
02430325,2012,6.13,W
02430325,2013,6.064,W
02430325,2014,6.234,W
01590017,2007,7.623,P
01590017,2008,7.888,P
01590017,2009,8.086,P
01590017,2010,7.897,P
01590017,2011,8.037,P
01590017,2012,7.51,P
01590017,2013,7.257,P
01590017,2014,7.716,P
00730305,2007,6.087,W
00730305,2008,6.964,P
00730305,2009,7.146,P
00730305,2010,6.945,P
00730305,2011,7.261,P
00730305,2012,7.148,P
00730305,2013,7.329,P
00730305,2014,6.978,P
02810506,2006,4.412,W
02810506,2007,4.682,W
02810506,2008,4.683,W
02810506,2009,4.716,W
02810506,2010,4.725,W
02810506,2011,4.733,W
02090305,2008,6.059,W
02090305,2009,5.502,W
02090305,2006,5.306,W
02090305,2007,5.846,W
04640305,2006,8.0,P
04640305,2007,7.812,P
04640305,2008,7.576,P
04640305,2009,7.143,P
04640305,2010,7.139,P
04640305,2011,7.756,P
04640305,2012,7.703,P
04640305,2013,7.908,P
04640305,2014,7.298,P
02110305,2006,7.145,P
02110305,2007,7.412,P
02110305,2008,7.449,P
02110305,2009,7.348,P
02110305,2010,7.454,P
02110305,2011,7.672,P
02110305,2012,7.288,P
02110305,2013,7.738,P
02110305,2014,7.509,P
07200305,2006,6.514,P
07200305,2007,6.455,P
07200305,2008,6.355,P
07200305,2009,6.311,P
07200305,2010,6.918,P
07200305,2011,6.599,P
07200305,2012,6.507,P
07200305,2013,6.332,P
07200305,2014,6.964,P
01820305,2007,6.492,P
01820305,2008,6.223,W
01820305,2009,6.305,P
01820305,2010,6.324,P
01820305,2011,6.36,P
01820305,2012,6.506,P
01820305,2013,6.623,P
01820305,2014,6.222,W
04580505,2006,5.852,W
04580505,2007,6.071,W
04580505,2009,6.974,P
04580505,2010,6.146,W
04580505,2011,6.974,P
04580505,2012,6.827,P
04580505,2013,7.273,P
04580505,2014,6.705,P
02610505,2006,8.142,A
02610505,2007,8.478,A
02610505,2008,8.402,A
02610505,2009,8.631,A
02610505,2010,8.583,A
02610505,2011,8.507,A
02610505,2012,8.381,A
02610505,2013,8.793,A
02610505,2014,8.825,A
03260505,2006,8.77,A
03260505,2007,8.894,A
03260505,2008,8.868,A
03260505,2009,9.04,A
03260505,2010,9.151,A
03260505,2011,9.284,A
03260505,2012,9.425,A
03260505,2013,9.454,A
03260505,2014,9.422,A
00350518,2006,4.417,W
00350518,2007,4.5,W
00350518,2008,5.078,W
00350518,2009,6.111,W
00350518,2010,6.406,P
00350518,2011,6.25,P
00350518,2013,6.583,P
02260405,2006,5.8,W
02260405,2007,6.129,W
02260405,2008,6.034,W
02260405,2009,6.333,P
02260405,2010,6.196,W
02260405,2011,6.483,P
02260405,2012,6.919,P
02260405,2013,6.988,P
02260405,2014,6.797,P
00490310,2013,7.13,P
00490310,2014,5.664,W
03300505,2006,8.79,A
03300505,2007,8.758,A
03300505,2008,8.806,A
03300505,2009,9.127,A
03300505,2010,8.961,A
03300505,2011,9.066,A
03300505,2012,9.161,A
03300505,2013,9.389,A
03300505,2014,9.188,A
01410505,2006,7.541,P
01410505,2007,7.036,P
01410505,2008,6.928,P
01410505,2009,7.225,P
01410505,2010,7.626,P
01410505,2011,7.605,P
01410505,2012,7.704,P
01410505,2013,7.759,P
01410505,2014,7.04,P
02740115,2006,6.656,P
02740115,2007,5.957,W
02740115,2008,5.691,W
02740115,2009,5.958,W
02740115,2010,6.133,W
02740115,2011,6.319,P
02740115,2012,6.779,P
02740115,2013,6.755,P
02740115,2014,7.321,P
00480303,2007,7.114,P
00480303,2008,7.317,P
00480303,2009,7.316,P
00480303,2010,7.227,P
00480303,2011,7.514,P
00480303,2012,7.296,P
00480303,2013,7.509,P
01490045,2007,4.795,W
01490045,2008,5.16,W
01490045,2009,4.776,W
01490045,2010,4.819,W
01490045,2011,4.497,W
01490045,2012,4.911,W
01490045,2013,4.794,W
02070315,2006,7.271,P
02070315,2007,7.611,P
02070315,2008,7.683,P
02070315,2009,7.812,P
02070315,2010,7.934,P
02070315,2011,8.242,A
02070315,2012,8.286,A
02070315,2013,8.178,A
02070315,2014,7.935,P
06030305,2008,6.523,P
06030305,2009,6.377,P
06030305,2006,6.014,W
06030305,2007,6.325,P
03230505,2006,7.66,P
03230505,2007,7.443,P
03230505,2008,7.584,P
03230505,2009,7.649,P
03230505,2010,7.678,P
03230505,2011,7.589,P
03230505,2012,8.061,P
03230505,2013,7.949,P
03230505,2014,8.028,P
02810030,2008,4.107,NI
02810030,2009,4.688,W
02810030,2006,4.777,W
02810030,2007,4.345,NI
00350382,2007,4.688,W
00350382,2008,5.577,W
00350382,2009,7.083,P
00350382,2010,5.673,W
00350382,2011,5.962,W
00350382,2012,6.625,P
00350382,2013,6.333,P
00350382,2014,5.769,W
02140505,2006,7.216,P
02140505,2007,7.58,P
02140505,2008,7.477,P
02140505,2009,7.134,P
02140505,2010,7.46,P
02140505,2011,8.071,P
02140505,2012,7.861,P
02140505,2013,8.042,P
02140505,2014,7.794,P
06580305,2006,6.747,P
06580305,2007,6.4,P
06580305,2008,6.757,P
06580305,2009,7.147,P
06580305,2010,6.825,P
06580305,2011,7.023,P
06580305,2012,7.028,P
06580305,2013,7.239,P
06580305,2014,6.721,P
00350543,2006,3.875,NI
00350543,2007,5.357,W
00350543,2008,4.643,W
00350543,2009,5.5,W
00350543,2010,5.0,W
00350543,2011,4.875,W
00350543,2012,5.9,W
00350543,2014,5.982,W
01720505,2006,7.101,P
01720505,2007,6.801,P
01720505,2008,7.812,P
01720505,2009,8.201,A
01720505,2010,8.048,P
01720505,2011,7.865,P
01720505,2012,7.812,P
01720505,2013,8.386,A
01720505,2014,8.086,P
00950315,2007,5.869,W
00950315,2008,5.923,W
00950315,2009,5.476,W
00950315,2010,5.85,W
00950315,2011,5.9,W
00950315,2012,5.886,W
00950315,2013,5.676,W
00950315,2014,6.124,W
02810350,2011,5.757,W
02810350,2012,5.672,W
02810350,2013,5.551,W
02810350,2014,5.82,W
02180505,2006,7.56,P
02180505,2007,7.622,P
02180505,2008,8.379,A
02180505,2009,8.297,A
02180505,2010,8.607,A
02180505,2011,8.424,A
02180505,2012,8.501,A
02180505,2013,8.934,A
02180505,2014,8.527,A
03140305,2006,6.608,P
03140305,2007,6.929,P
03140305,2008,6.858,P
03140305,2009,6.872,P
03140305,2010,6.686,P
03140305,2011,7.051,P
03140305,2012,7.256,P
03140305,2013,6.753,P
03140305,2014,6.861,P
00980005,2008,6.875,P
00980005,2009,5.357,W
00980005,2010,6.696,P
00980005,2011,6.607,P
00980005,2012,7.083,P
00980005,2013,6.562,P
00980005,2014,6.354,P
04750505,2014,5.515,W
00160505,2006,6.937,P
00160505,2007,7.329,P
00160505,2008,7.354,P
00160505,2009,7.608,P
00160505,2010,7.644,P
00160505,2011,8.02,P
00160505,2012,8.028,P
00160505,2013,8.017,P
00160505,2014,8.232,A
04500105,2007,7.708,P
04500105,2008,7.143,P
04500105,2009,7.857,P
04500105,2010,8.083,P
04500105,2011,7.109,P
04500105,2012,8.088,P
04500105,2013,7.969,P
04500105,2014,8.167,A
07800310,2006,6.98,P
07800310,2007,6.738,P
07800310,2008,6.821,P
07800310,2009,7.057,P
07800310,2010,6.64,P
07800310,2011,6.664,P
07800310,2012,6.564,P
07800310,2013,6.69,P
07800310,2014,6.214,W
00350430,2007,5.23,W
00350430,2008,5.76,W
00350430,2009,6.525,P
00350430,2010,6.573,P
00350430,2011,6.473,P
00350430,2012,5.899,W
00350430,2013,5.355,W
00350430,2014,5.529,W
07120505,2013,7.12,P
07120505,2014,8.548,A
08060605,2006,6.684,P
08060605,2007,6.741,P
08060605,2008,6.925,P
08060605,2009,6.994,P
08060605,2010,7.73,P
08060605,2011,7.754,P
08060605,2012,7.831,P
08060605,2013,8.087,P
08060605,2014,7.773,P
01670505,2006,8.149,A
01670505,2007,8.537,A
01670505,2008,8.426,A
01670505,2009,8.638,A
01670505,2010,8.562,A
01670505,2011,8.905,A
01670505,2012,9.122,A
01670505,2013,9.24,A
01670505,2014,9.16,A
09100705,2006,7.144,P
09100705,2007,7.536,P
09100705,2008,7.488,P
09100705,2009,7.833,P
09100705,2010,8.068,P
09100705,2011,8.078,P
09100705,2012,8.157,A
09100705,2013,8.95,A
09100705,2014,8.663,A
02480057,2006,6.12,W
02480057,2007,6.163,W
02480057,2008,6.23,W
02480057,2009,6.399,P
02480057,2010,6.595,P
02480057,2011,6.623,P
02480057,2012,6.693,P
02480057,2013,6.863,P
02480057,2014,6.798,P
08790605,2006,6.509,P
08790605,2007,6.735,P
08790605,2008,7.355,P
08790605,2009,7.569,P
08790605,2010,7.767,P
08790605,2011,7.56,P
08790605,2012,8.109,P
08790605,2013,8.238,A
08790605,2014,7.991,P
07660305,2006,6.716,P
07660305,2007,7.239,P
07660305,2008,7.13,P
07660305,2009,6.976,P
07660305,2010,7.429,P
07660305,2011,7.101,P
07660305,2012,7.39,P
07660305,2013,6.975,P
07660305,2014,6.483,P
00970325,2007,6.452,P
00970325,2008,6.574,P
00970325,2009,5.75,W
00970325,2010,5.817,W
00970325,2011,5.732,W
00970325,2012,6.627,P
00770505,2006,7.217,P
00770505,2007,7.077,P
00770505,2008,7.112,P
00770505,2009,7.356,P
00770505,2010,7.173,P
00770505,2011,7.212,P
00770505,2012,7.161,P
00770505,2013,7.579,P
00770505,2014,7.205,P
00940305,2007,6.173,W
00940305,2008,6.111,W
00940305,2009,6.544,P
00940305,2010,6.09,W
00940305,2011,6.404,P
00940305,2012,6.6,P
00940305,2013,6.667,P
00940305,2014,6.841,P
00930028,2007,5.942,W
00930028,2008,5.775,W
00930028,2009,5.863,W
00930028,2010,6.025,W
00930028,2011,5.952,W
00930028,2012,6.222,W
00930028,2013,5.447,W
00930028,2014,6.204,W
01530505,2006,7.336,P
01530505,2007,7.233,P
01530505,2008,7.171,P
01530505,2009,7.382,P
01530505,2010,7.496,P
01530505,2011,7.566,P
01530505,2012,8.245,A
01530505,2013,7.815,P
01530505,2014,7.778,P
01260505,2006,7.815,P
01260505,2007,7.78,P
01260505,2008,8.874,A
01260505,2009,8.342,A
01260505,2010,8.279,A
01260505,2011,8.483,A
01260505,2012,8.589,A
00350240,2007,5.806,W
00350240,2008,5.997,W
00350240,2009,6.042,W
00350240,2010,5.647,W
00350240,2011,5.77,W
00350240,2012,5.788,W
00350240,2013,6.376,P
00350240,2014,6.181,W
02760305,2006,7.383,P
02760305,2007,7.462,P
02760305,2008,7.644,P
02760305,2009,7.541,P
02760305,2010,7.579,P
02760305,2011,7.421,P
02760305,2012,7.255,P
02760305,2013,7.553,P
02760305,2014,7.657,P
00350020,2008,4.872,W
00350020,2009,4.909,W
00350020,2010,5.0,W
00350020,2011,5.213,W
00350020,2012,5.154,W
00350020,2013,4.974,W
00350020,2014,4.629,W
08180605,2006,6.502,P
08180605,2007,5.923,W
08180605,2008,6.67,P
08180605,2009,6.787,P
08180605,2010,7.143,P
08180605,2011,6.875,P
08180605,2012,6.954,P
08180605,2013,7.558,P
08180605,2014,7.371,P
01070505,2006,7.177,P
01070505,2007,7.448,P
01070505,2008,7.208,P
01070505,2009,7.662,P
01070505,2010,7.738,P
01070505,2011,7.719,P
01070505,2012,7.83,P
01070505,2013,8.046,P
01070505,2014,8.122,P
00460040,2007,7.321,P
00460040,2008,7.612,P
00460040,2009,7.902,P
00460040,2010,8.367,A
00460040,2011,8.349,A
00460040,2012,8.387,A
00460040,2013,8.103,P
00460040,2014,8.108,P
07750305,2006,7.114,P
07750305,2007,7.272,P
07750305,2008,7.064,P
07750305,2009,7.558,P
07750305,2010,7.396,P
07750305,2011,7.457,P
07750305,2012,7.566,P
07750305,2013,7.515,P
07750305,2014,7.474,P
01120005,2007,6.375,P
01120005,2008,6.389,P
01120005,2009,5.938,W
01120005,2010,6.312,P
01120005,2011,6.833,P
01120005,2012,6.92,P
