name,year,charter,level,lat,long
1 Lt Charles W. Whitcomb School,2014,No,Middle,42.3574,-71.5486
1 Lt Charles W. Whitcomb School,2013,No,Middle,42.35735,-71.548591
1 Lt Charles W. Whitcomb School,2012,No,Middle,42.355247,-71.547397
1 Lt Charles W. Whitcomb School,2011,No,Middle,42.3552,-71.547629
1 Lt Charles W. Whitcomb School,2010,No,Middle,42.357383,-71.548459
1 Lt Charles W. Whitcomb School,2009,No,Middle,42.3574,-71.5485
21St Century Skills Academy,2014,No,High,42.1453,-72.6344
A Drewicz Elementary,2014,No,Primary,42.4605,-70.9692
A Drewicz Elementary,2013,No,Primary,42.4607,-70.969351
A Drewicz Elementary,2012,No,Primary,42.460509,-70.969159
A Drewicz Elementary,2011,No,Primary,42.461277,-70.969722
A Drewicz Elementary,2010,No,Primary,42.460733,-70.969367
A Drewicz Elementary,2009,No,Primary,42.4607,-70.9694
A Drewicz Elementary,2008,No,Primary,42.46062,-70.96941
A Drewicz Elementary,2007,No,Primary,42.46062,-70.96941
A Drewicz Elementary,2006,No,Primary,42.46131,-70.96985
A Drewicz Elementary,2005,No,Primary,42.46118,-70.9696
A Drewicz Elementary,2004,No,Primary,42.461312,-70.969846
A Drewicz Elementary,2003,No,Primary,42.461312,-70.969846
A Drewicz Elementary,2002,No,Primary,42.461312,-70.969846
A E Angier,2014,No,Primary,42.3266,-71.2326
A E Angier,2013,No,Primary,42.3265,-71.232611
A E Angier,2012,No,Primary,42.326592,-71.232568
A E Angier,2011,No,Primary,42.326008,-71.233139
A E Angier,2010,No,Primary,42.326527,-71.232401
A E Angier,2009,No,Primary,42.3265,-71.2324
A E Angier,2008,No,Primary,42.32639,-71.23269
A E Angier,2007,No,Primary,42.32639,-71.23269
A E Angier,2006,No,Primary,42.32616,-71.23347
A E Angier,2005,No,Primary,42.32614,-71.2331
A E Angier,2004,No,Primary,42.326156,-71.233474
A E Angier,2003,No,Primary,42.326156,-71.233474
A E Angier,2002,No,Primary,42.326156,-71.233474
A F Maloney,2014,No,Middle,42.0196,-71.5354
A F Maloney,2013,No,Middle,42.02953,-71.544381
A F Maloney,2012,No,Middle,42.019608,-71.535407
A F Maloney,2011,No,Middle,42.029114,-71.543703
A F Maloney,2010,No,Middle,42.029535,-71.544376
A F Maloney,2009,No,Middle,42.0295,-71.5444
A F Maloney,2008,No,Middle,42.02871,-71.54532
A F Maloney,2007,No,Middle,42.02871,-71.54532
A F Maloney,2006,No,Middle,42.02829,-71.54483
A F Maloney,2005,No,Middle,42.02858,-71.54459
A F Maloney,2004,No,Middle,42.028293,-71.544826
A F Maloney,2003,No,Middle,42.028293,-71.544826
A F Maloney,2002,No,Primary,42.027629,-71.545636
A S Letourneau,2014,No,Primary,41.67313,-71.1559
A S Letourneau,2013,No,Primary,41.67313,-71.1559
A S Letourneau,2012,No,Primary,41.67339,-71.15607
A S Letourneau,2011,No,Primary,41.6735,-71.15578
A S Letourneau,2010,No,Primary,41.673392,-71.156074
A S Letourneau,2009,No,Primary,41.673392,-71.156074
A S Letourneau,2008,No,Primary,41.673392,-71.156074
A. C. Whelan Elementary School,2014,No,Primary,42.4193,-71.0199
A. C. Whelan Elementary School,2013,No,Primary,42.419321,-71.019945
A. C. Whelan Elementary School,2012,No,Primary,42.419321,-71.019945
A. C. Whelan Elementary School,2011,No,Primary,42.4198,-71.0205
A. C. Whelan Elementary School,2010,No,Primary,42.4198,-71.0205
A. C. Whelan Elementary School,2009,No,Primary,42.4198,-71.0205
A. C. Whelan Elementary School,2008,No,Primary,42.41979,-71.02049
A. C. Whelan Elementary School,2007,No,Primary,42.41979,-71.02049
A. C. Whelan Elementary School,2006,No,Primary,42.41898,-71.01873
A. C. Whelan Elementary School,2005,No,Primary,42.41956,-71.01856
A. C. Whelan Elementary School,2004,No,Primary,42.418981,-71.018728
A. C. Whelan Elementary School,2003,No,Primary,42.418981,-71.018728
A. C. Whelan Elementary School,2002,No,Primary,42.418981,-71.018728
A. Irvin Studley Elementary School,2014,No,Primary,41.9394,-71.3019
A. Irvin Studley Elementary School,2013,No,Primary,41.939404,-71.301884
A. Irvin Studley Elementary School,2012,No,Primary,41.939404,-71.301884
A. Irvin Studley Elementary School,2011,No,Primary,41.9395,-71.302
A. Irvin Studley Elementary School,2010,No,Primary,41.9395,-71.302
A. Irvin Studley Elementary School,2009,No,Primary,41.9395,-71.302
A. Irvin Studley Elementary School,2008,No,Primary,41.93952,-71.302
A. Irvin Studley Elementary School,2007,No,Primary,41.93952,-71.302
A. Irvin Studley Elementary School,2006,No,Primary,41.94009,-71.30258
A. Irvin Studley Elementary School,2005,No,Primary,41.93689,-71.30525
A. Irvin Studley Elementary School,2004,No,Primary,41.940093,-71.302584
A. Irvin Studley Elementary School,2003,No,Primary,41.940093,-71.302584
A. Irvin Studley Elementary School,2002,No,Primary,41.940093,-71.302584
Abbot Elementary,2014,No,Primary,42.5879,-71.4324
Abbot Elementary,2013,No,Primary,42.58864,-71.432141
Abbot Elementary,2012,No,Primary,42.587862,-71.432363
Abbot Elementary,2011,No,Primary,42.589446,-71.433216
Abbot Elementary,2010,No,Primary,42.589264,-71.432123
Abbot Elementary,2009,No,Primary,42.5893,-71.4321
Abbot Elementary,2008,No,Primary,42.58885,-71.43243
Abbot Elementary,2007,No,Primary,42.58885,-71.43243
Abbot Elementary,2006,No,Primary,42.58859,-71.43325
Abbot Elementary,2005,No,Primary,42.5895,-71.433
Abbot Elementary,2004,No,Primary,42.588398,-71.433398
Abbot Elementary,2003,No,Primary,42.588398,-71.433398
Abbot Elementary,2002,No,Primary,42.588398,-71.433398
Abbott Memorial,2014,No,Primary,42.6932,-73.0375
Abbott Memorial,2013,No,Primary,42.69322,-73.03747
Abbott Memorial,2012,No,Primary,42.69322,-73.03747
Abbott Memorial,2011,No,Primary,42.6932,-73.0375
Abbott Memorial,2010,No,Primary,42.6932,-73.0375
Abbott Memorial,2009,No,Primary,42.6932,-73.0375
Abbott Memorial,2008,No,Primary,42.69322,-73.03747
Abbott Memorial,2007,No,Primary,42.69322,-73.03747
Abbott Memorial,2006,No,Primary,42.6934,-73.03359
Abbott Memorial,2005,No,Primary,42.69466,-73.04998
Abbott Memorial,2004,No,Primary,42.693396,-73.033592
Abbott Memorial,2003,No,Primary,42.693396,-73.033592
Abbott Memorial,2002,No,Primary,42.693396,-73.033592
Abby Kelley Foster Charter Public School,2014,Yes,Other,42.3056,-71.8016
Abby Kelley Foster Charter Public School,2013,Yes,Other,42.30805,-71.802841
Abby Kelley Foster Charter Public School,2012,Yes,Other,42.305635,-71.801599
Abby Kelley Foster Charter Public School,2011,Yes,Other,42.306187,-71.803955
Abby Kelley Foster Charter Public School,2010,Yes,Other,42.308595,-71.802445
Abby Kelley Foster Charter Public School,2009,Yes,Other,42.3086,-71.8025
Abby Kelley Foster Charter Public School,2008,Yes,Other,42.30544,-71.80141
Abby Kelley Foster Charter Public School,2007,Yes,Other,42.30544,-71.80141
Abby Kelley Foster Charter Public School,2006,Yes,Other,42.30538,-71.80096
Abby Kelley Foster Charter Public School,2005,Yes,Other,42.30568,-71.80209
Abby Kelley Foster Charter Public School,2004,Yes,Other,42.305381,-71.800963
Abby Kelley Foster Charter Public School,2003,Yes,Other,42.305381,-71.800963
Abby Kelley Foster Charter Public School,2002,Yes,Primary,42.305381,-71.800963
Abigail Adams Middle School,2014,No,Middle,42.2208,-70.9398
Abigail Adams Middle School,2013,No,Middle,42.22075,-70.93975
Abigail Adams Middle School,2012,No,Middle,42.22075,-70.93975
Abigail Adams Middle School,2011,No,Middle,42.2208,-70.9397
Abigail Adams Middle School,2010,No,Middle,42.2208,-70.9397
Abigail Adams Middle School,2009,No,Middle,42.2208,-70.9397
Abigail Adams Middle School,2008,No,Middle,42.22075,-70.93975
Abigail Adams Middle School,2007,No,Middle,42.22075,-70.93975
Abigail Adams Middle School,2006,No,Middle,42.22265,-70.9391
Abigail Adams Middle School,2005,No,Middle,42.22129,-70.93841
Abigail Adams Middle School,2004,No,Middle,42.222646,-70.939096
Abigail Adams Middle School,2003,No,Middle,42.222646,-70.939096
Abigail Adams Middle School,2002,No,Middle,42.222646,-70.939096
Abington High,2014,No,High,42.119,-70.9534
Abington High,2013,No,High,42.11821,-70.953701
Abington High,2012,No,High,42.118951,-70.953397
Abington High,2011,No,High,42.1182,-70.9535
Abington High,2010,No,High,42.1182,-70.9535
Abington High,2009,No,High,42.1182,-70.9535
Abington High,2008,No,High,42.11818,-70.9535
Abington High,2007,No,High,42.11818,-70.9535
Abington High,2006,No,High,42.11784,-70.95066
Abington High,2005,No,High,42.11838,-70.95001
Abington High,2004,No,High,42.117837,-70.950661
Abington High,2003,No,High,42.117837,-70.950661
Abington High,2002,No,Other,42.117837,-70.950661
Abner Gibbs,2014,No,Primary,42.1146,-72.7537
Abner Gibbs,2013,No,Primary,42.11464,-72.75374
Abner Gibbs,2012,No,Primary,42.11464,-72.75374
Abner Gibbs,2011,No,Primary,42.1146,-72.7537
Abner Gibbs,2010,No,Primary,42.1146,-72.7537
Abner Gibbs,2009,No,Primary,42.1146,-72.7537
Abner Gibbs,2008,No,Primary,42.11464,-72.75374
Abner Gibbs,2007,No,Primary,42.11464,-72.75374
Abner Gibbs,2006,No,Primary,42.11496,-72.75391
Abner Gibbs,2005,No,Primary,42.1149,-72.75422
Abner Gibbs,2004,No,Primary,42.114955,-72.75391
Abner Gibbs,2003,No,Primary,42.114955,-72.75391
Abner Gibbs,2002,No,Primary,42.114955,-72.75391
Aborn,2014,No,Primary,42.4792,-70.933
Aborn,2013,No,Primary,42.479222,-70.93302
Aborn,2012,No,Primary,42.479222,-70.93302
Aborn,2011,No,Primary,42.4786,-70.9344
Aborn,2010,No,Primary,42.4786,-70.9344
Aborn,2009,No,Primary,42.4786,-70.9344
Aborn,2008,No,Primary,42.47862,-70.93438
Aborn,2007,No,Primary,42.47862,-70.93438
Aborn,2006,No,Primary,42.47906,-70.93355
Aborn,2005,No,Primary,42.47912,-70.93319
Aborn,2004,No,Primary,42.479059,-70.933549
Aborn,2003,No,Primary,42.479059,-70.933549
Aborn,2002,No,Primary,42.479059,-70.933549
Abraham Edwards,2014,No,Primary,42.543664,-70.884822
Abraham Lincoln,2014,No,Primary,41.6695,-70.9314
Abraham Lincoln,2013,No,Primary,41.66936,-70.932221
Abraham Lincoln,2012,No,Primary,41.66948,-70.93135
Abraham Lincoln,2011,No,Primary,41.669439,-70.9315
Abraham Lincoln,2010,No,Primary,41.669429,-70.931731
Abraham Lincoln,2009,No,Primary,41.6694,-70.9317
Abraham Lincoln,2008,No,Primary,41.66948,-70.93135
Abraham Lincoln,2007,No,Primary,42.288,-71.2223
Abraham Lincoln,2006,No,Primary,41.66943,-70.93135
Abraham Lincoln,2005,No,Primary,41.66958,-70.93168
Abraham Lincoln,2004,No,Primary,41.669434,-70.931348
Abraham Lincoln,2003,No,Primary,41.669434,-70.931348
Abraham Lincoln,2002,No,Primary,41.669434,-70.931348
Abraham Lincoln,2014,No,Primary,42.6304,-71.3204
Abraham Lincoln,2013,No,Primary,42.63042,-71.32035
Abraham Lincoln,2012,No,Primary,42.63042,-71.32035
Abraham Lincoln,2011,No,Primary,42.6304,-71.3203
Abraham Lincoln,2010,No,Primary,42.6304,-71.3203
Abraham Lincoln,2009,No,Primary,42.6304,-71.3203
Abraham Lincoln,2008,No,Primary,42.63042,-71.32035
Abraham Lincoln,2007,No,Primary,42.63042,-71.32035
Abraham Lincoln,2006,No,Primary,42.63141,-71.32025
Abraham Lincoln,2005,No,Primary,42.63142,-71.32005
Abraham Lincoln,2004,No,Primary,42.631405,-71.32025
Abraham Lincoln,2003,No,Primary,42.631405,-71.32025
Abraham Lincoln,2002,No,Primary,42.631405,-71.32025
Abraham Lincoln,2014,No,Primary,42.4169,-71.0096
Abraham Lincoln,2013,No,Primary,42.416897,-71.00958
Abraham Lincoln,2012,No,Primary,42.416897,-71.00958
Abraham Lincoln,2011,No,Primary,42.4168,-71.0097
Abraham Lincoln,2010,No,Primary,42.4168,-71.0097
Abraham Lincoln,2009,No,Primary,42.4168,-71.0097
Abraham Lincoln,2008,No,Primary,42.41684,-71.00968
Abraham Lincoln,2007,No,Primary,42.41684,-71.00968
Abraham Lincoln,2006,No,Primary,42.41628,-71.00948
Abraham Lincoln,2005,No,Primary,42.41705,-71.00929
Abraham Lincoln,2004,No,Primary,42.416279,-71.009481
Abraham Lincoln,2003,No,Primary,42.416279,-71.009481
Abraham Lincoln,2002,No,Primary,42.416279,-71.009481
Academy Avenue,2014,No,Primary,42.2197,-70.9418
Academy Avenue,2013,No,Primary,42.21955,-70.942431
Academy Avenue,2012,No,Primary,42.21968,-70.94183
Academy Avenue,2011,No,Primary,42.2197,-70.9418
Academy Avenue,2010,No,Primary,42.2197,-70.9418
Academy Avenue,2009,No,Primary,42.2197,-70.9418
Academy Avenue,2008,No,Primary,42.21968,-70.94183
Academy Avenue,2007,No,Primary,42.21968,-70.94183
Academy Avenue,2006,No,Primary,42.2208,-70.94215
Academy Avenue,2005,No,Primary,42.22081,-70.94245
Academy Avenue,2004,No,Primary,42.220803,-70.942154
Academy Avenue,2003,No,Primary,42.220803,-70.942154
Academy Avenue,2002,No,Primary,42.220803,-70.942154
Academy High School,2014,No,High,42.120095,-72.741709
Academy Middle School,2014,No,Middle,42.5866,-71.8003
Academy Middle School,2013,No,Middle,42.58661,-71.80032
Academy Middle School,2012,No,Middle,42.58661,-71.80032
Academy Middle School,2011,No,Middle,42.58688,-71.80042
Academy Middle School,2010,No,Middle,42.58658,-71.80103
Academy Middle School,2009,No,Middle,42.586882,-71.80042
Academy Middle School,2008,No,Middle,42.586882,-71.80042
Academy Middle School,2007,No,Middle,42.586882,-71.80042
Academy Of Public Service,2014,No,High,42.3084,-71.075
Academy Of Public Service,2013,No,High,42.3084,-71.075
Academy Of Public Service,2012,No,High,42.3084,-71.075
Academy Of Public Service,2011,No,High,42.28815,-71.07685
Academy Of Public Service,2010,No,High,42.28792,-71.07686
Academy Of Public Service,2009,No,High,42.288152,-71.076845
Academy Of The Pacific Rim Charter Public School,2014,Yes,Other,42.2442,-71.1321
Academy Of The Pacific Rim Charter Public School,2013,Yes,Other,42.24417,-71.13209
Academy Of The Pacific Rim Charter Public School,2012,Yes,Other,42.24417,-71.13209
Academy Of The Pacific Rim Charter Public School,2011,Yes,Other,42.2442,-71.1321
Academy Of The Pacific Rim Charter Public School,2010,Yes,Other,42.2442,-71.1321
Academy Of The Pacific Rim Charter Public School,2009,Yes,Other,42.2442,-71.1321
Academy Of The Pacific Rim Charter Public School,2008,Yes,Other,42.24417,-71.13209
Academy Of The Pacific Rim Charter Public School,2007,Yes,Other,42.24417,-71.13209
Academy Of The Pacific Rim Charter Public School,2006,Yes,Other,42.24463,-71.13321
Academy Of The Pacific Rim Charter Public School,2005,Yes,Other,42.24473,-71.13328
Academy Of The Pacific Rim Charter Public School,2004,Yes,Other,42.244634,-71.133214
Academy Of The Pacific Rim Charter Public School,2003,Yes,Other,42.244634,-71.133214
Academy Of The Pacific Rim Charter Public School,2002,Yes,Other,42.244634,-71.133214
Accelerated Learning Lab,2014,No,Other,42.25425,-71.81708
Accelerated Learning Lab,2013,No,Other,42.25421,-71.81735
Accelerated Learning Lab,2012,No,Other,42.254246,-71.817077
Accelerated Learning Lab,2011,No,Other,42.254246,-71.817077
Accelerated Learning Lab,2010,No,Other,42.254246,-71.817077
Acese,2014,No,Primary,41.699,-71.1411
Acese,2013,No,Primary,41.69881,-71.141091
Acese,2012,No,Primary,41.699018,-71.141122
Acese,2011,No,Primary,41.6991,-71.141
Acese,2010,No,Primary,41.6991,-71.141
Acese,2009,No,Primary,41.6991,-71.141
Acese,2008,No,Primary,41.69905,-71.14104
Acese,2007,No,Primary,41.69905,-71.14104
Acese,2006,No,Primary,41.69921,-71.14112
Acese,2005,No,Primary,41.69912,-71.14075
Acese,2004,No,Primary,41.699213,-71.14112
Acese,2003,No,Primary,41.699213,-71.14112
Acese,2002,No,Primary,41.699213,-71.14112
Acton-Boxborough Regional High,2014,No,High,42.4801,-71.4582
Acton-Boxborough Regional High,2013,No,High,42.4801,-71.45815
Acton-Boxborough Regional High,2012,No,High,42.4801,-71.45815
Acton-Boxborough Regional High,2011,No,High,42.4807,-71.4586
Acton-Boxborough Regional High,2010,No,High,42.4807,-71.4586
Acton-Boxborough Regional High,2009,No,High,42.4807,-71.4586
Acton-Boxborough Regional High,2008,No,High,42.48067,-71.45858
Acton-Boxborough Regional High,2007,No,High,42.48067,-71.45858
Acton-Boxborough Regional High,2006,No,High,42.48113,-71.45926
Acton-Boxborough Regional High,2005,No,High,42.4811,-71.45832
Acton-Boxborough Regional High,2004,No,High,42.48113,-71.459262
Acton-Boxborough Regional High,2003,No,High,42.48113,-71.459262
Acton-Boxborough Regional High,2002,No,High,42.48113,-71.459262
Acushnet Elementary School,2014,No,Primary,41.7259,-70.9066
Acushnet Elementary School,2013,No,Primary,41.72586,-70.90656
Acushnet Elementary School,2012,No,Primary,41.72586,-70.90656
Acushnet Elementary School,2011,No,Primary,41.7259,-70.9066
Acushnet Elementary School,2010,No,Primary,41.7259,-70.9066
Acushnet Elementary School,2009,No,Primary,41.7259,-70.9066
Acushnet Elementary School,2008,No,Primary,41.72586,-70.90656
Acushnet Elementary School,2007,No,Primary,41.72586,-70.90656
Acushnet Elementary School,2006,No,Primary,41.73094,-70.91048
Acushnet Elementary School,2005,No,Primary,41.72474,-70.90672
Acushnet Elementary School,2004,No,Primary,41.730935,-70.910483
Acushnet Elementary School,2003,No,Primary,41.730935,-70.910483
Acushnet Elementary School,2002,No,Primary,41.730931,-70.910483
Adams Ecc,2014,No,Primary,42.405105,-71.063432
Adams Ecc,2013,No,Primary,42.405105,-71.063432
Adams Middle,2014,No,Middle,42.6275,-73.1182
Adams Middle,2013,No,Middle,42.62753,-73.11818
Adams Middle,2012,No,Middle,42.62753,-73.11818
Adams Middle,2011,No,Middle,42.62816,-73.11674
Adams Middle,2010,No,Middle,42.62571,-73.11864
Adams Middle,2009,No,Middle,42.628161,-73.11674
Adams Middle,2008,No,Middle,42.628161,-73.11674
Adams Middle,2007,No,Middle,42.628149,-73.116748
Adams School,2014,No,Primary,42.4049,-71.0654
Adams Street,2014,No,Primary,42.271793,-71.777863
Adams Street,2013,No,Primary,42.271793,-71.777863
Advanced Math And Science Academy Charter School,2014,Yes,Other,42.3337,-71.5774
Advanced Math And Science Academy Charter School,2013,Yes,Other,42.33359,-71.577871
Advanced Math And Science Academy Charter School,2012,Yes,Other,42.333694,-71.577368
Advanced Math And Science Academy Charter School,2011,Yes,Other,42.332426,-71.577433
Advanced Math And Science Academy Charter School,2010,Yes,Other,42.333659,-71.577777
Advanced Math And Science Academy Charter School,2009,Yes,Other,42.3337,-71.5778
Advanced Math And Science Academy Charter School,2008,Yes,Middle,42.33298,-71.57688
Advanced Math And Science Academy Charter School,2007,Yes,Middle,42.33298,-71.57688
Advanced Math And Science Academy Charter School,2006,Yes,Middle,42.3326,-71.5772
Agassiz,2014,No,Primary,42.306759,-71.11418
Agassiz,2013,No,Primary,42.307264,-71.114293
Agassiz,2012,No,Primary,42.3073,-71.1143
Agassiz,2011,No,Primary,42.30701,-71.11412
Agassiz,2010,No,Primary,42.30701,-71.11412
Agassiz,2009,No,Primary,42.30684,-71.11451
Agassiz,2008,No,Primary,42.30687,-71.11433
Agassiz,2007,No,Primary,42.306841,-71.114508
Agassiz,2006,No,Primary,42.306841,-71.114508
Agassiz,2005,No,Primary,42.306841,-71.114508
Agawam Early Childhood Center,2014,No,Primary,42.0672,-72.6264
Agawam Early Childhood Center,2013,No,Primary,42.0675,-72.624251
Agawam Early Childhood Center,2012,No,Primary,42.067224,-72.626447
Agawam Early Childhood Center,2011,No,Primary,42.0672,-72.6263
Agawam Early Childhood Center,2010,No,Other,42.0672,-72.6263
Agawam Early Childhood Center,2009,No,Primary,42.0672,-72.6263
Agawam Early Childhood Center,2008,No,Primary,42.06721,-72.62632
Agawam Early Childhood Center,2007,No,Primary,42.06721,-72.62632
Agawam Early Childhood Center,2006,No,Primary,42.06707,-72.62781
Agawam Early Childhood Center,2005,No,Primary,42.06646,-72.62805
Agawam Early Childhood Center,2004,No,Primary,42.067072,-72.627809
Agawam Early Childhood Center,2003,No,Primary,42.067072,-72.627809
Agawam Early Childhood Center,2002,No,Primary,42.067072,-72.627809
Agawam High,2014,No,High,42.0742,-72.6456
Agawam High,2013,No,High,42.07404,-72.645701
Agawam High,2012,No,High,42.074229,-72.645607
Agawam High,2011,No,High,42.074,-72.6444
Agawam High,2010,No,High,42.074,-72.6444
Agawam High,2009,No,High,42.074,-72.6444
Agawam High,2008,No,High,42.07396,-72.64443
Agawam High,2007,No,High,42.07396,-72.64443
Agawam High,2006,No,High,42.07273,-72.64269
Agawam High,2005,No,High,42.07283,-72.64297
Agawam High,2004,No,High,42.072727,-72.642686
Agawam High,2003,No,High,42.072727,-72.642686
Agawam High,2002,No,High,42.072727,-72.642686
Agawam Junior High,2014,No,Middle,42.0641,-72.6736
Agawam Junior High,2013,No,Middle,42.06402,-72.673561
Agawam Junior High,2012,No,Middle,42.064118,-72.673621
Agawam Junior High,2011,No,Middle,42.0646,-72.6741
Agawam Junior High,2010,No,Middle,42.0646,-72.6741
Agawam Junior High,2009,No,Middle,42.0646,-72.6741
Agawam Junior High,2008,No,Middle,42.06459,-72.67413
Agawam Junior High,2007,No,Middle,42.06459,-72.67413
Agawam Junior High,2006,No,Middle,42.06783,-72.6729
Agawam Junior High,2005,No,Middle,42.06732,-72.67384
Agawam Junior High,2004,No,Middle,42.067831,-72.672896
Agawam Junior High,2003,No,Middle,42.067831,-72.672896
Agawam Junior High,2002,No,Middle,42.067831,-72.672896
Albert F Ford Middle School,2014,No,Middle,41.7231,-70.9055
Albert F Ford Middle School,2013,No,Middle,41.72487,-70.902811
Albert F Ford Middle School,2012,No,Middle,41.72309,-70.90549
Albert F Ford Middle School,2011,No,Middle,41.724287,-70.906745
Albert F Ford Middle School,2010,No,Middle,41.724863,-70.902818
Albert F Ford Middle School,2009,No,Middle,41.7249,-70.9028
Albert F Ford Middle School,2008,No,Middle,41.72309,-70.90549
Albert F Ford Middle School,2007,No,Middle,41.72309,-70.90549
Albert F Ford Middle School,2006,No,Middle,41.72215,-70.90609
Albert F Ford Middle School,2005,No,Middle,41.7226,-70.90605
Albert F Ford Middle School,2004,No,Middle,41.722146,-70.906089
Albert F Ford Middle School,2003,No,Middle,41.722146,-70.906089
Albert F Ford Middle School,2002,No,Middle,41.722146,-70.906089
Albert F. Argenziano School At Lincoln Park,2014,No,Primary,42.3791,-71.0992
Albert F. Argenziano School At Lincoln Park,2013,No,Primary,42.37853,-71.099041
Albert F. Argenziano School At Lincoln Park,2012,No,Primary,42.379076,-71.099167
Albert F. Argenziano School At Lincoln Park,2011,No,Primary,42.379344,-71.099189
Albert F. Argenziano School At Lincoln Park,2010,No,Primary,42.378526,-71.099041
Albert F. Argenziano School At Lincoln Park,2009,No,Primary,42.3785,-71.099
Albert F. Argenziano School At Lincoln Park,2008,No,Primary,42.39156,-71.09791
Albert F. Argenziano School At Lincoln Park,2007,No,Primary,42.3916,-71.09808
Albert F. Argenziano School At Lincoln Park,2006,No,Primary,42.3916,-71.0979
Albert F. Argenziano School At Lincoln Park,2005,No,Primary,42.3794,-71.09895
Albert F. Argenziano School At Lincoln Park,2004,No,Primary,42.379339,-71.098531
Albert F. Argenziano School At Lincoln Park,2003,No,Primary,42.379339,-71.098531
Albert F. Argenziano School At Lincoln Park,2002,No,Primary,42.379339,-71.098531
Albert S. Woodward Memorial School,2014,No,Primary,42.304,-71.5267
Albert S. Woodward Memorial School,2013,No,Primary,42.3039,-71.526771
Albert S. Woodward Memorial School,2012,No,Primary,42.304,-71.52671
Albert S. Woodward Memorial School,2011,No,Primary,42.303307,-71.5284
Albert S. Woodward Memorial School,2010,No,Primary,42.303901,-71.526776
Albert S. Woodward Memorial School,2009,No,Primary,42.3039,-71.5268
Albert S. Woodward Memorial School,2008,No,Primary,42.304,-71.52671
Albert S. Woodward Memorial School,2007,No,Primary,42.304,-71.52671
Albert S. Woodward Memorial School,2006,No,Primary,42.30258,-71.5277
Albert S. Woodward Memorial School,2005,No,Primary,42.302497,-71.528564
Albert W Lewis,2014,No,Primary,42.413007,-71.065729
Albert W Lewis,2013,No,Primary,42.413007,-71.065729
Alberto Eldridge,2014,No,Primary,42.216056,-70.977733
Alberto Eldridge,2013,No,Primary,42.216056,-70.977733
Alcott,2014,No,Primary,42.4537,-71.3462
Alcott,2013,No,Primary,42.45366,-71.346222
Alcott,2012,No,Primary,42.45366,-71.346222
Alcott,2011,No,Primary,42.454,-71.3468
Alcott,2010,No,Primary,42.454,-71.3468
Alcott,2009,No,Primary,42.454,-71.3468
Alcott,2008,No,Primary,42.45399,-71.34679
Alcott,2007,No,Primary,42.45399,-71.34679
Alcott,2006,No,Primary,42.45465,-71.34729
Alcott,2005,No,Primary,42.45525,-71.34712
Alcott,2004,No,Primary,42.454653,-71.347294
Alcott,2003,No,Primary,42.454653,-71.347294
Alcott,2002,No,Primary,42.454653,-71.347294
Alden School,2014,No,Primary,42.0461,-70.6812
Alden School,2013,No,Primary,42.046104,-70.681211
Alden School,2012,No,Primary,42.046104,-70.681211
Alden School,2011,No,Primary,42.046908,-70.684012
Alden School,2010,No,Primary,42.046927,-70.684028
Alden School,2009,No,Primary,42.0469,-70.684
Alden School,2008,No,Primary,42.04622,-70.68177
Alden School,2007,No,Primary,42.04622,-70.68177
Alden School,2006,No,Primary,42.04918,-70.67944
Alden School,2005,No,Primary,42.04889,-70.67825
Alden School,2004,No,Primary,42.049181,-70.679441
Alden School,2003,No,Primary,42.049181,-70.679441
Alden School,2002,No,Primary,42.049233,-70.680098
Aldrich School,2014,No,Primary,42.1111,-71.66506
Aldrich School,2013,No,Primary,42.11056,-71.66523
Aldrich School,2012,No,Primary,42.11071,-71.66493
Aldrich School,2011,No,Primary,42.110556,-71.665225
Aldrich School,2010,No,Primary,42.110556,-71.665225
Aldrich School,2009,No,Primary,42.110556,-71.665225
Alexander B Bruce,2014,No,Primary,42.7029,-71.1817
Alexander B Bruce,2013,No,Primary,42.7032,-71.180261
Alexander B Bruce,2012,No,Primary,42.702882,-71.181662
Alexander B Bruce,2011,No,Primary,42.703,-71.1809
Alexander B Bruce,2010,No,Primary,42.703,-71.1809
Alexander B Bruce,2009,No,Primary,42.703,-71.1809
Alexander B Bruce,2008,No,Primary,42.70296,-71.18086
Alexander B Bruce,2007,No,Primary,42.70296,-71.18086
Alexander B Bruce,2006,No,Primary,42.70288,-71.17996
Alexander B Bruce,2005,No,Primary,42.70308,-71.18028
Alexander B Bruce,2004,No,Primary,42.702879,-71.179962
Alexander B Bruce,2003,No,Primary,42.702879,-71.179962
Alexander B Bruce,2002,No,Primary,42.702879,-71.179962
Alexander Hamilton,2014,No,Primary,42.3401,-71.1547
Alexander Hamilton,2013,No,Primary,42.34005,-71.15464
Alexander Hamilton,2012,No,Primary,42.34005,-71.15464
Alexander Hamilton,2011,No,Primary,42.33988,-71.15436
Alexander Hamilton,2010,No,Primary,42.34026,-71.15498
Alexander Hamilton,2009,No,Primary,42.339875,-71.154359
Alexander Hamilton,2008,No,Primary,42.339875,-71.154359
Alexander Hamilton,2007,No,Primary,42.339875,-71.154359
Alfred G Zanetti,2014,No,Primary,42.1211,-72.5883
Alfred G Zanetti,2013,No,Primary,42.12064,-72.588621
Alfred G Zanetti,2012,No,Primary,42.121139,-72.588307
Alfred G Zanetti,2011,No,Primary,42.12115,-72.58831
Alfred G Zanetti,2010,No,Primary,42.115456,-72.581802
Alfred G Zanetti,2009,No,Primary,42.099,-72.5863
